Name	Description	p-value	q-value	pheontype	genes
 GO:0043062	extracellular structure organization	5.45e-20	5.45e-20	1	ITGA3,TNC,COL11A1,ACTN1,CMA1,CTSG,LAMA4,FN1,TTR,TGFBI,SDC4,MYH11,ITGA7,COL6A1,COL6A2,ADAM15,GSN,ITGB1,DSPP,ITGA5,SDC3,DDR2,GREM1,SMAD3,COL22A1,DAG1,NOXO1,MFAP5,DMD,COL11A2,COL28A1,MUC5AC,ITGB3,LTBP1,FBLN1,ADAMTS2,NID2,COL1A1,VWF,LOX,EFEMP1,NID1,SPP1,TGFBI,FMOD,PLG,RECK,LOXL1,COL5A1,LAMA5,LOXL2,MMP7,FBLN5,HSPG2,NOTCH1,ADAM17,MMP16,KLKB1,COL1A2,FBN1,GREM1,LTBP3,NPNT,TPSAB1,EFEMP2,A2M,GAS6,COL4A1,MMP1,COL4A6,MFAP5,COL5A2,ITGA3,ELN,LAMA3,LAMC2,COL5A3,COL4A4,ICAM1,MMP9,HPN,ITGB6,LOXL1,LAMA5,POSTN,LAMC1,FGF2,COL8A1,MFAP4,NPNT,LAMB2,TPSAB1,COL6A5,A2M,TMPRSS6,AGRN,CD47,LAMB3,ELANE,COL6A6,MUC5AC,DCN,PHLDB1,TIMP2,CDH1,COL11A1,FAP,MMP2,LAMB1,TGFBR1,LOX,TTR,COL10A1,COL5A1,COL8A1,ADAMTS4,COL3A1,CTRB1,CTRB2,COL8A2,DAG1,BGN,COL4A5,PRSS1,MMP12,PRSS2,ITGA3,CDH1,TNC,LAMA3,LAMC2,COL17A1,NTN4,FBLN1,ITGA8,MMP2,NID2,TIMP1,LAMA4,COL7A1,SDC1,NID1,TGFBI,ITGA7,MMP7,CYP1B1,FURIN,COL6A1,COL6A2,HSPG2,PHLDB2,CSGALNACT1,GSN,ITGB1,ADAM17,ITGA5,COL6A3,MFI2,ATP7A,MMP10,KLK2,LAMB2,BGN,LAMB3,COL4A6,DMD,ITGA1,COL28A1,TNC,COL23A1,COL5A3,LAMB1,CMA1,CTSG,LAMA4,FN1,NID1,MYH11,LAMC1,COL6A1,COL6A2,HSPG2,COL6A3,FBN1,GREM1,COL3A1,LAMB2,CD151,COL14A1,MFAP5,COL5A2,COL15A1,ITGA1,TLL1,LAMC3,ITGA6,SERPINE1,FN1,COL21A1,GLT25D1,ITGB4,PHLDB2,HAPLN1,SERPINH1,PLOD2,PPIB,BMP1,FGG,FGA,FGB,P4HB,COL14A1,LAMA2,TRAPPC4,DPP4
 GO:0030198	extracellular matrix organization	4.86e-20	4.86e-20	1	ITGA3,TNC,COL11A1,ACTN1,CMA1,CTSG,LAMA4,FN1,TTR,TGFBI,SDC4,MYH11,ITGA7,COL6A1,COL6A2,ADAM15,GSN,ITGB1,DSPP,ITGA5,SDC3,DDR2,GREM1,SMAD3,COL22A1,DAG1,NOXO1,MFAP5,DMD,COL11A2,COL28A1,MUC5AC,ITGB3,LTBP1,FBLN1,ADAMTS2,NID2,COL1A1,VWF,LOX,EFEMP1,NID1,SPP1,TGFBI,FMOD,PLG,RECK,LOXL1,COL5A1,LAMA5,LOXL2,MMP7,FBLN5,HSPG2,NOTCH1,ADAM17,MMP16,KLKB1,COL1A2,FBN1,GREM1,LTBP3,NPNT,TPSAB1,EFEMP2,A2M,GAS6,COL4A1,MMP1,COL4A6,MFAP5,COL5A2,ITGA3,ELN,LAMA3,LAMC2,COL5A3,COL4A4,ICAM1,MMP9,HPN,ITGB6,LOXL1,LAMA5,POSTN,LAMC1,FGF2,COL8A1,MFAP4,NPNT,LAMB2,TPSAB1,COL6A5,A2M,TMPRSS6,AGRN,CD47,LAMB3,ELANE,COL6A6,MUC5AC,DCN,PHLDB1,TIMP2,CDH1,COL11A1,FAP,MMP2,LAMB1,TGFBR1,LOX,TTR,COL10A1,COL5A1,COL8A1,ADAMTS4,COL3A1,CTRB1,CTRB2,COL8A2,DAG1,BGN,COL4A5,PRSS1,MMP12,PRSS2,ITGA3,CDH1,TNC,LAMA3,LAMC2,COL17A1,NTN4,FBLN1,ITGA8,MMP2,NID2,TIMP1,LAMA4,COL7A1,SDC1,NID1,TGFBI,ITGA7,MMP7,CYP1B1,FURIN,COL6A1,COL6A2,HSPG2,PHLDB2,CSGALNACT1,GSN,ITGB1,ADAM17,ITGA5,COL6A3,MFI2,ATP7A,MMP10,KLK2,LAMB2,BGN,LAMB3,COL4A6,DMD,ITGA1,COL28A1,TNC,COL23A1,COL5A3,LAMB1,CMA1,CTSG,LAMA4,FN1,NID1,MYH11,LAMC1,COL6A1,COL6A2,HSPG2,COL6A3,FBN1,GREM1,COL3A1,LAMB2,CD151,COL14A1,MFAP5,COL5A2,COL15A1,ITGA1,TLL1,LAMC3,ITGA6,SERPINE1,FN1,COL21A1,GLT25D1,ITGB4,PHLDB2,HAPLN1,SERPINH1,PLOD2,PPIB,BMP1,FGG,FGA,FGB,P4HB,COL14A1,LAMA2,TRAPPC4,DPP4
 GO:0003013	circulatory system process	1.61e-07	1.61e-07	1	DSG2,ATP2B4,PTGS2,NOS1,CMA1,PTGS1,CTSG,CHGA,MYLK2,DMPK,EDN3,CLIC2,ACTC1,CPA3,GUCY1A3,CARTPT,C3AR1,OLR1,DES,GJC1,LPA,DMD,RASL10B,PKP2,MYH7,SGCG,MYL2,CASQ2,TNNI3,HRC,MYBPC3,TTN,S100A1,MYL3,HSPB7,TCAP,ADIPOQ,SGCZ,MYH6,PLN,RYR2,DMD,SNTA1,MEOX2,FGF12,TNNC1,TNNI3K,TNNT2,TEK,EDN2,CSRP3,MYLK3,XCL2,CORIN,DRD2,RNF207,TNNI1,LRP5,TMEM65,ATP2A2,NPPA,SLC8A1,CTNNA3,MYL4,GJA5
 GO:0008015	blood circulation	1.41e-07	1.41e-07	1	DSG2,ATP2B4,PTGS2,NOS1,CMA1,PTGS1,CTSG,CHGA,MYLK2,DMPK,EDN3,CLIC2,ACTC1,CPA3,GUCY1A3,CARTPT,C3AR1,OLR1,DES,GJC1,LPA,DMD,RASL10B,PKP2,MYH7,SGCG,MYL2,CASQ2,TNNI3,HRC,MYBPC3,TTN,S100A1,MYL3,HSPB7,TCAP,ADIPOQ,SGCZ,MYH6,PLN,RYR2,DMD,SNTA1,MEOX2,FGF12,TNNC1,TNNI3K,TNNT2,TEK,EDN2,CSRP3,MYLK3,XCL2,CORIN,DRD2,RNF207,TNNI1,LRP5,TMEM65,ATP2A2,NPPA,SLC8A1,CTNNA3,MYL4,GJA5
 GO:0003012	muscle system process	4.97e-16	4.97e-16	1	DSG2,ATP2B4,MYLK,TACR2,NOS1,SMPX,SORBS1,MYLK2,MYL9,DMPK,ACTA2,CALD1,EDN3,CNN1,MYH11,ACTA1,GSN,CLIC2,KCNMA1,ACTC1,ACTG2,LMOD1,DES,GJC1,SMTN,DMD,DSP,TNNC2,MYOT,MYOG,MYH2,TNNT3,TNNI2,MYBPH,DSC2,CASQ1,TMOD4,JSRP1,MYL1,JUP,TRIM72,MYLPF,CAV3,NEB,MYBPC1,ATP2A1,MYH13,PKP2,ACTN2,MYBPC2,MYH7,TNNT1,MYL10,SGCA,MYH3,MYL2,CASQ2,SSPN,TNNI3,HRC,CKMT2,MYH8,MYBPC3,TTN,MYL3,LMOD3,ANKRD2,TCAP,RYR1,MYH6,PLN,RYR2,DMD,ACTN3,MYH4,MYOC,VCL,MYLK,PPP1R12B,SLC9A1,SORBS1,MYL9,MYL12A,DMPK,ACTA2,MYL12B,SORBS3,CALD1,CNN1,DTNA,TMOD1,TLN1,MYOF,ACTA1,GSN,ACTC1,ACTG2,LMOD1,DES,HTR1D,SMTN,TPM2,DMD,LTB4R,ITGA1,PPP1R12B,CACNA1S,SMPX,SNTA1,MYL7,CRYAB,FGF12,TNNC1,TNNI3K,TNNT2,EDN2,CSRP3,TMOD1,PLCE1,DRD2,SORBS2,TRIM63,RNF207,TNNI1,PDLIM5,PGAM2,LMOD2,ATP2A2,NPPA,SLC8A1,CTNNA3,MYL4,GJA5
 GO:0006936	muscle contraction	1.55e-17	1.55e-17	1	DSG2,MYLK,TACR2,NOS1,SMPX,SORBS1,MYLK2,MYL9,DMPK,ACTA2,CALD1,EDN3,CNN1,MYH11,ACTA1,CLIC2,KCNMA1,ACTC1,ACTG2,LMOD1,DES,GJC1,SMTN,DMD,DSP,TNNC2,MYOT,MYH2,TNNT3,TNNI2,MYBPH,DSC2,CASQ1,TMOD4,JSRP1,MYL1,JUP,MYLPF,CAV3,NEB,MYBPC1,ATP2A1,MYH13,PKP2,ACTN2,MYBPC2,MYH7,TNNT1,MYL10,SGCA,MYH3,MYL2,CASQ2,SSPN,TNNI3,HRC,CKMT2,MYH8,MYBPC3,TTN,MYL3,LMOD3,ANKRD2,TCAP,RYR1,MYH6,PLN,RYR2,DMD,ACTN3,MYH4,VCL,MYLK,PPP1R12B,SLC9A1,SORBS1,MYL9,MYL12A,DMPK,ACTA2,MYL12B,SORBS3,CALD1,CNN1,DTNA,TMOD1,TLN1,MYOF,ACTA1,ACTC1,ACTG2,LMOD1,DES,HTR1D,SMTN,TPM2,DMD,LTB4R,ITGA1,DMPK,ACTA2,PDE4D,CNN1,MYH11,DTNA,ACTA1,KCNMA1,ACTC1,ACTG2,DAPK3,DES,SLC8A1,TPM2,PPP1R12B,CACNA1S,SMPX,SNTA1,MYL7,CRYAB,FGF12,TNNC1,TNNI3K,TNNT2,EDN2,CSRP3,TMOD1,PLCE1,DRD2,RNF207,TNNI1,PGAM2,LMOD2,ATP2A2,NPPA,SLC8A1,CTNNA3,MYL4,GJA5
 KEGG:05410	Hypertrophic cardiomyopathy (HCM)	6.11e-06	6.11e-06	1	ITGA3,ITGA7,ITGB1,ACTC1,ITGA5,DAG1,DES,DMD,ITGB3,MYH7,SGCG,SGCA,MYL2,TNNI3,MYBPC3,TTN,MYL3,MYH6,RYR2,DMD,ITGA3,ITGA8,ITGA7,ITGB1,ACTC1,ITGA5,SGCB,CACNB2,DES,TPM2,DMD,ITGA1,ITGA8,PRKAG2,ACTC1,ITGA5,DES,SLC8A1,TPM2,CACNA1S,PRKAG2,TNNC1,TNNT2,PRKAB2,PRKAA2,ATP2A2,SLC8A1
 KEGG:04270	Vascular smooth muscle contraction	6.63e-06	6.63e-06	1	PPP1R12A,MYLK,MRVI1,MYLK2,MYL9,ACTA2,CALD1,PPP1R12C,MYH11,KCNMB1,MYLK4,KCNMA1,ACTG2,GUCY1A3,PRKG1,PPP1R12A,MYLK,MRVI1,PPP1R12B,PLA2G3,MYL9,ACTA2,RAMP3,CALD1,PPP1R12C,PTGIR,ACTG2,JMJD7-PLA2G4B,PRKG1,PLA2G2A,ACTA2,PPP1R12C,MYH11,KCNMB1,KCNMA1,ACTG2,PPP1R14A,CALML5
 KEGG:04810	Regulation of actin cytoskeleton	4.56e-11	4.56e-11	1	ITGA3,PPP1R12A,MYLK,ACTN1,MYLK2,MYL9,FN1,PPP1R12C,RRAS,ITGA7,MYLK4,GSN,ITGB1,ITGA5,PFN3,ITGB3,ITGA3,VCL,PPP1R12A,MYLK,PPP1R12B,ITGA8,SLC9A1,MYL9,MYL12A,APC2,MYL12B,PPP1R12C,RRAS,RRAS2,ITGA7,GSN,ITGB1,ITGA5,SSH3,ITGA1,ITGAL,ITGA2B,FGFR2,FGFR3,CDC42,ACTB,FGFR1,SSH1,PXN,PIK3R2,ARPC3,RAC2,ARPC1B,ARHGEF4,ARPC5L,RDX,IQGAP1,ITGAX,MSN,ITGAD,ITGB2,FGFR4,RAC3,ITGAM,PIK3CD,ACTG1,CHRM5,ARPC4,ITGB3
 KEGG:04510	Focal adhesion	3.6e-12	3.6e-12	1	ITGA3,TNC,PPP1R12A,MYLK,ACTN1,MYLK2,MYL9,LAMA4,THBS4,FN1,PPP1R12C,ITGA7,COL6A1,COL6A2,MYLK4,ITGB1,ITGA5,ILK,PARVA,ITGB3,ITGA3,LAMA3,LAMC2,COL4A4,CAV2,CAV1,ITGB6,LAMA5,LAMC1,LAMB2,COL6A5,JUN,LAMB3,COL6A6,ITGA3,VCL,TNC,LAMA3,LAMC2,PPP1R12A,MYLK,PPP1R12B,ITGA8,LAMB4,MYL9,MYL12A,LAMA4,MYL12B,PPP1R12C,ITGA7,TLN1,ERBB2,COL6A1,COL6A2,ITGB1,ITGA5,COL6A3,LAMB2,LAMB3,COL4A6,PARVA,ITGA1,TNC,LAMB1,MYLK2,LAMA4,FN1,FLNC,LAMC1,FLNB,TLN1,COL6A1,COL6A2,MYLK4,COL6A3,LAMB2,FLNA,ITGA1,ACTN1,ITGA8,LAMB4,MAPK8,MAPK10,PPP1R12C,FLNC,ITGA5,COL6A5,PIP5K1C,COL4A6,PARVA
 KEGG:05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	0.000302	0.000302	1	ITGA3,DSG2,ACTN1,ITGA7,ITGB1,ITGA5,DAG1,DES,DMD,ITGB3,PKP2,ACTN2,SGCG,SGCA,CDH2,RYR2,DMD,ACTN3,ITGA3,ITGA8,ITGA7,ITGB1,ITGA5,SGCB,CACNB2,DES,DMD,ITGA1
 KEGG:04512	ECM-receptor interaction	2.98e-12	2.98e-12	1	ITGA3,TNC,LAMA4,THBS4,FN1,SDC4,ITGA7,COL6A1,COL6A2,ITGB1,ITGA5,DAG1,GP5,ITGB3,LAMB4,COL1A1,VWF,SPP1,TNN,LAMA5,HSPG2,COL1A2,COL4A1,COL4A6,ITGA3,LAMA3,LAMC2,COL4A4,ITGB6,LAMA5,LAMC1,LAMB2,COL6A5,AGRN,CD47,LAMB3,COL6A6,ITGA3,TNC,LAMA3,LAMC2,ITGA8,LAMB4,LAMA4,SDC1,ITGA7,COL6A1,COL6A2,HSPG2,ITGB1,ITGA5,COL6A3,LAMB2,LAMB3,COL4A6,ITGA1,TNC,LAMB1,LAMA4,FN1,LAMC1,COL6A1,COL6A2,HSPG2,COL6A3,LAMB2,ITGA1
 KEGG:05414	Dilated cardiomyopathy	1.51e-06	1.51e-06	1	ITGA3,ITGA7,ITGB1,ACTC1,ITGA5,DAG1,DES,DMD,ITGB3,MYH7,SGCG,SGCA,MYL2,TNNI3,MYBPC3,TTN,MYL3,MYH6,PLN,RYR2,DMD,ITGA3,ITGA8,ITGA7,ITGB1,ACTC1,ITGA5,SGCB,CACNB2,DES,TPM2,DMD,ITGA1
 REAC:3781865	Diseases of glycosylation	2.49e-05	2.49e-05	1	GPC4,OGN,MUC5B,SDC4,ADAMTSL4,MUC4,SDC3,DAG1,CSPG4,ADAMTSL1,MUC2,MUC5AC,NOTCH3,ADAMTS2,MUC5B,FMOD,CFP,ADAMTS7,HSPG2,ADAMTSL4,NOTCH1,THSD4,SPON1,DCN,ADAMTS4,DAG1,ADAMTSL1,BGN,MUC6,THSD4,PRELP,ADAMTSL2,SDC1,HSPG2,ADAMTS1,SPON2,ADAMTS15,CSPG4,BGN,MUC6,PRELP,SPON1
 REAC:397014	Muscle contraction	2.58e-08	2.58e-08	1	ATP2B4,MYLK,NOS1,FXYD3,SORBS1,MYL9,DMPK,ACTA2,CALD1,MYH11,DYSF,CLIC2,ACTG2,LMOD1,DES,DMD,TNNC2,TNNT3,TNNI2,TMOD4,MYL1,TRIM72,MYLPF,CAV3,NEB,MYBPC1,ATP2A1,ACTN2,MYBPC2,TNNT1,MYL10,MYH3,MYL2,TNNI3,MYH8,MYBPC3,TTN,MYL3,TCAP,RYR1,MYH6,PLN,RYR2,RYR3,DMD,ACTN3,VCL,MYLK,FXYD3,SORBS1,MYL9,MYL12A,DMPK,ACTA2,MYL12B,SORBS3,CALD1,SCN7A,TMOD1,TLN1,ACTG2,LMOD1,CACNB2,DES,TPM2,DMD,ITGA1,FXYD3,MYL6,SORBS1,CALD1,MYH11,TLN1,ITGA1,CACNA1S,TBX5,FGF14,MYL7,FGF12,TNNC1,TNNT2,TMOD1,CORIN,TNNI1,ATP2A2,NPPA,SLC8A1,MYL4,ORAI1
 REAC:445355	Smooth Muscle Contraction	1.13e-12	1.13e-12	1	MYLK,SORBS1,MYL9,ACTA2,CALD1,MYH11,DYSF,ACTG2,LMOD1,TPM1,TPM3,TPM4,MYL6B,TPM2,VCL,MYLK,SORBS1,MYL9,MYL12A,ACTA2,MYL12B,SORBS3,CALD1,TLN1,ACTG2,LMOD1,TPM2,ITGA1,MYL6,SORBS1,CALD1,MYH11,TLN1,ITGA1
 REAC:446728	Cell junction organization	0.000326	0.000326	1	ACTN1,LIMS2,FERMT2,CDH17,RSU1,ITGB1,ILK,LIMS1,CLDN7,PARVA,CDH1,LAMA3,LAMC2,COL17A1,MPP5,FERMT2,PVRL4,ITGB1,LIMS1,LAMB3,PARVA,FERMT2,CDH17,FLNC,CD151,FLNA
 REAC:446353	Cell-extracellular matrix interactions	1.7e-07	1.7e-07	1	ACTN1,LIMS2,FERMT2,RSU1,ITGB1,ILK,LIMS1,PARVA,FERMT2,FLNC,FLNA,ACTN1,LIMS2,FLNC,RSU1,PARVA
 REAC:1474244	Extracellular matrix organization	1.88e-21	1.88e-21	1	ITGA3,TNC,COL11A1,ACTN1,CMA1,CTSG,ASPN,LAMA4,FN1,TTR,SDC4,ITGA7,COL6A1,COL6A2,ADAM15,CAPN5,ITGB1,DSPP,ITGA5,SDC3,DDR2,COL22A1,DAG1,MFAP5,DMD,COL11A2,COL28A1,ITGB3,LTBP1,FBLN1,ADAMTS2,NID2,COL1A1,LOX,EFEMP1,NID1,SPP1,TNN,FMOD,PLG,LOXL1,COL5A1,LAMA5,LOXL2,MMP7,FBLN5,HSPG2,ADAM17,MMP16,KLKB1,COL1A2,FBN1,LTBP3,TPSAB1,EFEMP2,A2M,COL4A1,MMP1,COL4A6,MFAP5,COL5A2,ITGA3,ELN,LAMA3,LAMC2,CEACAM1,COL5A3,COL4A4,CEACAM6,ICAM1,MMP9,ITGB6,CEACAM8,LOXL1,LAMA5,LAMC1,FGF2,COL8A1,MFAP4,LAMB2,TPSAB1,COL6A5,A2M,AGRN,CD47,LAMB3,ELANE,COL6A6,CAPN14,PECAM1,DCN,TIMP2,CDH1,COL11A1,MMP2,LAMB1,ASPN,LOX,TTR,COL10A1,COL5A1,COL8A1,ADAMTS4,COL3A1,CTRB1,CTRB2,COL8A2,DAG1,BGN,COL4A5,PRSS1,MMP12,PRSS2,ITGA3,CDH1,TNC,LAMA3,LAMC2,COL17A1,NTN4,FBLN1,ITGA8,MMP2,NID2,TIMP1,LAMA4,COL7A1,SDC1,NID1,ITGA7,MMP7,FURIN,COL6A1,COL6A2,HSPG2,ITGB1,ADAM17,ADAMTS1,ITGA5,COL6A3,PCOLCE2,MMP10,KLK2,LAMB2,BGN,LAMB3,COL4A6,DMD,ITGA1,COL28A1,TNC,COL23A1,CEACAM1,COL5A3,LAMB1,CMA1,CTSG,LAMA4,FN1,NID1,LAMC1,COL6A1,COL6A2,FBN3,HSPG2,COL6A3,FBN1,COL3A1,LAMB2,CD151,COL14A1,MFAP5,COL5A2,COL15A1,ITGA1,TLL1,LAMC3,CAPN6,ITGA6,SERPINE1,FN1,COL21A1,GLT25D1,ITGB4,HAPLN1,SERPINH1,PLOD2,PPIB,BMP1,FGG,FGA,FGB,P4HB,COL14A1,LAMA2,TRAPPC4
 REAC:216083	Integrin cell surface interactions	3.68e-05	3.68e-05	1	ITGA3,TNC,FN1,ITGA7,ITGB1,ITGA5,DAG1,ITGB3,ITGA3,COL4A4,ICAM1,ITGB6,AGRN,CD47,PECAM1,ITGA3,CDH1,TNC,ITGA8,ITGA7,HSPG2,ITGB1,ITGA5,ITGA1,TNC,COL23A1,FN1,HSPG2,FBN1,ITGA1
 REAC:3000171	Non-integrin membrane-ECM interactions	1.21e-07	1.21e-07	1	TNC,ACTN1,LAMA4,TTR,SDC4,ITGB1,SDC3,DDR2,DAG1,DMD,ITGB3,LAMA3,LAMC2,LAMA5,LAMC1,FGF2,LAMB2,AGRN,LAMB3,TNC,LAMA3,LAMC2,NTN4,LAMA4,SDC1,HSPG2,ITGB1,LAMB2,LAMB3,DMD,TNC,LAMB1,LAMA4,LAMC1,HSPG2,LAMB2
 REAC:1566977	Fibronectin matrix formation	0.00172	0.00172	1	FN1,ITGB1,ITGA5,CEACAM1,CEACAM6,CEACAM8,CEACAM1,FN1
 REAC:3000178	ECM proteoglycans	0.000223	0.000223	1	TNC,ASPN,LAMA4,ITGA7,ITGB1,DSPP,DAG1,ITGB3,LAMA3,ITGB6,LAMA5,LAMC1,LAMB2,AGRN,TNC,LAMA3,ITGA8,LAMA4,ITGA7,ITGB1,LAMB2,BGN,TNC,LAMB1,LAMA4,LAMC1,LAMB2
 GO:0008544	epidermis development	1.14e-23	1.14e-23	1	TGM1,TGFB2,KRT31,DSP,COL7A1,CSTA,TGM3,KRT17,KRT34,SPINK5,SCEL,KRT71,CRABP2,SPRR2G,IVL,SPRR3,SPRR2D,ACER1,EVPL,SPRR1B,SPRR1A,CRCT1,KRT15,KRT5,KRT16,KRT14,SPRR2B,SPRR2E,TRIM16,SPRR2A,LAMA3,LAMC2,TGM5,KRT32,CLIC5,KRT17,SCEL,AQP3,EVPL,KRT15,KRT10,LAMB3,TGM1,KRT17,FLG,KRT84,LCE3D,IVL,EVPL,SPRR1B,SPRR1A,CALML5,KRT16,KRT14
 GO:0043588	skin development	2.38e-19	2.38e-19	1	TP63,TGM1,TGFB2,DSP,CSTA,TGM3,KRT17,SPINK5,SCEL,KRT71,SPRR2G,IVL,SPRR3,SPRR2D,ACER1,EVPL,SPRR1B,SPRR1A,CRCT1,KRT16,SPRR2B,SPRR2E,TRIM16,SPRR2A,COL5A3,FLG2,COL3A1,KRT9,KRT2,KRT10,HRNR,C1ORF68,COL5A2,TP63,TGM1,KRT17,FLG2,FLG,KRT84,LCE3D,IVL,EVPL,SPRR1B,SPRR1A,KRT16
 GO:0031032	actomyosin structure organization	3.54e-06	3.54e-06	1	CASQ1,CDC42BPA,TMOD4,DLC1,KRT19,MYOZ1,CAV3,TACSTD2,ACTN2,NEBL,MYH3,MYL2,MYPN,ANKRD1,OBSCN,TTN,LMOD3,TCAP,MYH6,MYOC,SLC9A1,SORBS1,SORBS3,TMOD1,ACTA1,PHLDB2,ACTC1,LMOD1,MYOZ1,S100A10
 GO:0055002	striated muscle cell development	1.33e-10	1.33e-10	1	MYOG,CASQ1,TMOD4,KRT19,MYOZ1,CAV3,ACTN2,NEBL,MYH3,MYL2,MYPN,ANKRD1,OBSCN,TTN,LMOD3,TCAP,RYR1,MYH6,DMD,SIX4,OBSL1,BMP4,CSRP3,TMOD1,MYLK3,SORBS2,PDLIM5,LMOD2,SLC8A1
 GO:0030239	myofibril assembly	4.51e-11	4.51e-11	1	CASQ1,TMOD4,KRT19,MYOZ1,CAV3,ACTN2,NEBL,MYH3,MYL2,MYPN,ANKRD1,OBSCN,TTN,LMOD3,TCAP,MYH6,SIX4,OBSL1,CSRP3,TMOD1,MYLK3,LMOD2
 GO:0044057	regulation of system process	8.92e-07	8.92e-07	1	TGFB2,DSP,TNNC2,PHOX2B,MYOG,TNNT3,MYBPH,DSC2,CASQ1,JUP,CAV3,ATP2A1,KCNMB2,SMTNL1,PKP2,MYH7,TNNT1,MYL2,CASQ2,HRC,MYBPC3,S100A1,MYL3,HSPB7,ADIPOQ,MYH6,PLN,RYR2,DMD,ACTN3,PPP1R12B,SNTA1,TNNC1,TNNI3K,TNNT2,EDN2,CSRP3,PLCE1,CORIN,DRD2,GHRL,TRIM63,RNF207,TNNI1,TMEM65,ATP2A2,NPPA,SLC8A1,CTNNA3,MYL4,GJA5
 GO:0006941	striated muscle contraction	3.3e-13	3.3e-13	1	DSP,TNNC2,TNNT3,TNNI2,MYBPH,DSC2,CASQ1,JSRP1,JUP,CAV3,ATP2A1,PKP2,MYH7,TNNT1,MYH3,MYL2,CASQ2,TNNI3,HRC,MYH8,MYBPC3,TTN,MYL3,TCAP,MYH6,PLN,RYR2,DMD,ACTN3,SMPX,SNTA1,FGF12,TNNC1,TNNI3K,CSRP3,RNF207,TNNI1,PGAM2,ATP2A2,NPPA,SLC8A1,CTNNA3,MYL4,GJA5
 GO:0090257	regulation of muscle system process	2.33e-06	2.33e-06	1	DSP,TNNC2,MYOG,TNNT3,MYBPH,DSC2,CASQ1,JUP,CAV3,ATP2A1,PKP2,MYH7,TNNT1,MYL2,CASQ2,HRC,MYBPC3,MYL3,PLN,RYR2,DMD,ACTN3,PPP1R12B,TNNC1,TNNI3K,PLCE1,TRIM63,RNF207,TNNI1,ATP2A2,NPPA,SLC8A1,CTNNA3,GJA5
 GO:0006937	regulation of muscle contraction	2.24e-07	2.24e-07	1	DSP,TNNC2,TNNT3,MYBPH,DSC2,CASQ1,JUP,CAV3,ATP2A1,PKP2,MYH7,TNNT1,MYL2,CASQ2,HRC,MYBPC3,MYL3,PLN,RYR2,DMD,ACTN3,PPP1R12B,TNNC1,TNNI3K,PLCE1,RNF207,TNNI1,ATP2A2,NPPA,SLC8A1,CTNNA3,GJA5
 GO:0006942	regulation of striated muscle contraction	2.36e-08	2.36e-08	1	DSP,TNNT3,MYBPH,DSC2,CASQ1,JUP,CAV3,ATP2A1,PKP2,MYH7,MYL2,CASQ2,HRC,MYBPC3,MYL3,PLN,RYR2,DMD,ACTN3,TNNI3K,RNF207,TNNI1,ATP2A2,NPPA,SLC8A1,CTNNA3,GJA5
 GO:0030029	actin filament-based process	3.19e-07	3.19e-07	1	DSP,TNNC2,MYH2,TNNT3,TNNI2,DSC2,CASQ1,CDC42BPA,SHROOM4,TMOD4,DLC1,MYL1,KRT19,JUP,MYOZ1,CAV3,NEB,TACSTD2,MYBPC1,PKP2,ACTN2,NEBL,FAT1,MYBPC2,MYH7,TNNT1,MYH3,MYL2,TNNI3,MYH8,MYBPC3,MYPN,ANKRD1,OBSCN,TTN,MYL3,LMOD3,TCAP,MYH6,PLN,RYR2,DMD,ACTN3,MYH4,MYOC,EPHA3,COBLL1,SLC9A1,SORBS1,TRIOBP,KANK1,SORBS3,ARFIP2,TMOD1,ACTA1,PHLDB2,SLIT2,BIN3,GSN,ACTC1,CDC42EP3,LMOD1,SHROOM1,CORO1B,SSH3,DES,PAWR,MYOZ1,OR2A4,PRKG1,S100A10,TPM2,DMD
 GO:0030048	actin filament-based movement	1.56e-15	1.56e-15	1	DSP,TNNC2,MYH2,TNNT3,TNNI2,DSC2,MYL1,JUP,CAV3,NEB,MYBPC1,PKP2,ACTN2,MYBPC2,MYH7,TNNT1,MYH3,MYL2,TNNI3,MYH8,MYBPC3,TTN,MYL3,TCAP,MYH6,PLN,RYR2,DMD,ACTN3,MYH4,SNTA1,FGF12,TNNC1,TNNT2,TMOD1,RNF207,TNNI1,ATP2A2,CTNNA3,MYL4,GJA5
 GO:0070252	actin-mediated cell contraction	3.96e-17	3.96e-17	1	DSP,TNNC2,MYH2,TNNT3,TNNI2,DSC2,MYL1,JUP,CAV3,NEB,MYBPC1,PKP2,ACTN2,MYBPC2,MYH7,TNNT1,MYH3,MYL2,TNNI3,MYH8,MYBPC3,TTN,MYL3,TCAP,MYH6,PLN,RYR2,DMD,ACTN3,MYH4,SNTA1,FGF12,TNNC1,TNNT2,TMOD1,RNF207,TNNI1,ATP2A2,CTNNA3,MYL4,GJA5
 GO:0033275	actin-myosin filament sliding	8.07e-19	8.07e-19	1	TNNC2,MYH2,TNNT3,TNNI2,MYL1,NEB,MYBPC1,TPM1,TPM3,TPM4,MYL6B,TPM2,ACTN2,MYBPC2,MYH7,TNNT1,MYH3,MYL2,TNNI3,MYH8,MYBPC3,TTN,MYL3,TCAP,MYH6,DMD,ACTN3,MYH4
