	Fetal_Gut	Fetal_Ovary	Fetal_Placenta	Fetal_Testis	Fetal_Brain	Fetal_Heart	Fetal_Liver
FORMATION OF THE EARLY ELONGATION COMPLEX%REACTOME%REACT_846.4	1.3593869	1.8002687	0	1.8030131	0	1.2100381	0
RNA TRANSPORT%GO%GO:0050658	1.4894859	1.7986121	0	1.7893031	1.8075113	1.411262	1.3709136
TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006283	1.6588916	1.7974133	0	1.7717695	0	1.426472	1.2697406
PROTEIN-DNA COMPLEX DISASSEMBLY%GO%GO:0032986	1.0350648	1.7960606	0	1.5485901	1.3902558	1.5983267	0
FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%REACT_6319.4	1.3162057	1.796002	0	1.7857488	0	1.2021188	0
SISTER CHROMATID SEGREGATION%GO%GO:0000819	1.4259914	1.7953387	0	1.3508967	1.0841256	1.4605304	1.3866495
MRNA TRANSPORT%GO%GO:0051028	1.5702609	1.792904	0	1.7297529	1.7935939	1.3400992	1.3343003
NUCLEIC ACID TRANSPORT%GO%GO:0050657	1.483642	1.7921147	0	1.7638896	1.8089917	1.4074744	1.3783762
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GO%GO:0002562	1.6773196	1.7916657	0	1.7067142	0.9783076	1.5250299	1.2196802
DNA-DEPENDENT TRANSCRIPTION, TERMINATION%GO%GO:0006353	1.4467124	1.7896287	0	1.8318417	0.9265048	1.6362039	1.2149477
NEGATIVE REGULATION OF RNA SPLICING%GO%GO:0033119	1.0316414	1.7891012	1.0816097	1.6209002	1.5486943	1.431943	1.574361
TRANSCRIPTION-COUPLED NER (TC-NER)%REACTOME%REACT_1628.2	1.6555349	1.7886803	0	1.851126	0	1.4919698	1.3460754
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, EXONUCLEOLYTIC%GO%GO:0000291	1.1883266	1.7871923	0	1.9057686	1.0834202	1.3347589	0.98936516
SOMATIC CELL DNA RECOMBINATION%GO%GO:0016444	1.6831645	1.7855613	0	1.6720124	0.9734838	1.5097233	1.2348292
MRNA EXPORT FROM NUCLEUS%GO%GO:0006406	1.5696763	1.7850908	0	1.7602112	1.7627989	1.3157437	1.3839287
S PHASE%GO%GO:0051320	1.4346653	1.7842392	1.1663219	2.070601	1.4818825	1.7818944	2.170028
HIV-1 TRANSCRIPTION ELONGATION%REACTOME%REACT_6274.3	1.4043667	1.774838	0	1.7794157	0	1.3528037	0.8811005
REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GO%GO:0048024	1.1696353	1.7713692	0	1.7457275	2.0109143	1.7096379	1.60367
LATE PHASE OF HIV LIFE CYCLE%REACTOME%REACT_6361.5	0	1.7674803	0	1.8206277	1.0822531	1.3210576	1.1424123
POSITIVE REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0050434	1.2381452	1.7662699	0	1.8221449	0	1.5324811	0.873261
POST-ELONGATION PROCESSING OF INTRON-CONTAINING PRE-MRNA%REACTOME%REACT_397.2	1.5397254	1.7658474	0	1.9082743	1.4709525	1.7363021	1.7081571
DNA BIOSYNTHETIC PROCESS%GO%GO:0071897	1.130754	1.7656461	0.8685107	1.338195	1.4852574	1.3826474	1.3115344
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS%GO%GO:0002200	1.4934	1.7643903	0	1.6429765	0.71912444	1.6039985	1.3548821
SISTER CHROMATID COHESION%GO%GO:0007062	0.85290563	1.7637265	0	1.4399873	0	1.4567959	0.87062275
EXONUCLEOLYTIC NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS INVOLVED IN DEADENYLATION-DEPENDENT DECAY%GO%GO:0043928	1.1773505	1.7635587	0	1.8884425	1.1104963	1.369183	0.9874599
HIV LIFE CYCLE%REACTOME%REACT_6256.5	0	1.7624819	0	1.8264927	1.1028396	1.3857123	1.2275205
'DE NOVO' PROTEIN FOLDING%GO%GO:0006458	1.3979179	1.7613235	0	1.773468	2.1468074	1.7571956	1.8741498
REGULATION OF DNA RECOMBINATION%GO%GO:0000018	1.4841243	1.7589523	0	1.5841141	1.0010692	1.2878038	1.3296461
INTERPHASE OF MITOTIC CELL CYCLE%GO%GO:0051329	1.233562	1.7564229	0	1.9210843	1.392908	1.789949	1.9659654
ANAPHASE%GO%GO:0051322	0	1.7561858	0	1.7731147	1.4099288	1.6002133	1.4171673
CHOLESTEROL BIOSYNTHESIS%REACTOME%REACT_9405.3	0	1.7560363	0	2.3241255	1.8893491	0	2.3414822
G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:0000082	1.0329401	1.7558633	1.3107159	1.9861463	1.4987003	1.6899837	2.0965044
7-METHYLGUANOSINE MRNA CAPPING%GO%GO:0006370	1.3368481	1.755811	0	1.7130227	0	1.1604148	0
MRNA 3'-END PROCESSING%GO%GO:0031124	1.0676293	1.7556087	0	1.8358406	1.5363758	1.7689724	1.5125353
DNA REPLICATION PRE-INITIATION%REACTOME%REACT_734.3	1.2247134	1.7553813	1.6759918	2.1800983	1.3779289	1.7668427	2.209565
7-METHYLGUANOSINE RNA CAPPING%GO%GO:0009452	1.340325	1.7542572	0	1.7642344	0	1.1577655	0.71728617
NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GO%GO:0015931	1.3909017	1.7533864	0	1.6968029	1.6803868	1.299829	1.5033741
DNA REPLICATION%GO%GO:0006260	1.556118	1.7531791	0	1.8271027	1.1740963	1.5623794	1.7441522
DNA REPAIR%REACTOME%REACT_216.2	1.4387263	1.7519811	0	1.8970809	0.8960382	1.5796391	1.4973059
RECIPROCAL MEIOTIC RECOMBINATION%GO%GO:0007131	1.232367	1.7518189	0	1.5989753	0.5765598	1.5380903	1.2128099
RNA CAPPING%GO%GO:0036260	1.3167523	1.751641	0	1.7409283	0	1.1333693	0.69678634
BASE-EXCISION REPAIR%GO%GO:0006284	1.471505	1.7511315	0	1.6207776	1.2963867	1.5673602	1.337901
MITOTIC ANAPHASE%GO%GO:0000090	0	1.7508003	0	1.795877	1.4293203	1.599166	1.4114372
RIBOSOME BIOGENESIS%GO%GO:0042254	1.436483	1.7488118	0	2.0656998	0.81805867	1.5605382	1.777289
