Name	GS	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
M PHASE%GO%GO:0000279	M PHASE%GO%GO:0000279		200	1.02140135	3.5488322	0.01	0.01	0.5	5861	tags=74%, list=33%, signal=108%
NUCLEOTIDE EXCISION REPAIR%REACTOME%REACT_1826.3	NUCLEOTIDE EXCISION REPAIR%REACTOME%REACT_1826.3		48	1.12861106	3.5295087	0.01	0.01	0.5555	5724	tags=83%, list=33%, signal=124%
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%REACT_1079.2	FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%REACT_1079.2		48	3.11235607	10.5581386	0.01	0.01	0.1358	6794	tags=96%, list=41%, signal=162%
HISTONE EXCHANGE%GO%GO:0043486	HISTONE EXCHANGE%GO%GO:0043486		35	2.97246127	9.4163074	0.01	0.01	0.4432	5550	tags=80%, list=34%, signal=120%
FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%REACT_16956.3	FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%REACT_16956.3		17	3.53278221	9.7533458	0.01	0.01	0.3114	5983	tags=100%, list=35%, signal=154%
MITOSIS%GO%GO:0007067	MITOSIS%GO%GO:0007067		255	0.51917905	1.7188244	0.01	0.01	0.595	5695	tags=73%, list=35%, signal=110%
NUCLEAR DIVISION%GO%GO:0000280	NUCLEAR DIVISION%GO%GO:0000280		255	0.51917905	1.7181456	0.01	0.01	0.596	5695	tags=73%, list=35%, signal=110%
NUCLEAR EXPORT%GO%GO:0051168	NUCLEAR EXPORT%GO%GO:0051168		87	0.5464739	1.7175387	0.01	0.01	0.6	6328	tags=82%, list=38%, signal=132%
MITOTIC M-M G1 PHASES%REACTOME%REACT_21300.3	MITOTIC M-M G1 PHASES%REACTOME%REACT_21300.3		222	1.0245502	3.5628007	0.01	0.01	0.4775	5861	tags=75%, list=34%, signal=113%
MITOTIC PROMETAPHASE%REACTOME%REACT_682.3	MITOTIC PROMETAPHASE%REACTOME%REACT_682.3		100	0.53751355	1.7116245	0.01	0.01	0.632	5409	tags=75%, list=33%, signal=111%
RNA POLYMERASE II PRE-TRANSCRIPTION EVENTS%REACTOME%REACT_22107.2	RNA POLYMERASE II PRE-TRANSCRIPTION EVENTS%REACTOME%REACT_22107.2		58	1.06696051	3.4231209	0.01	0.01	0.801	5942	tags=83%, list=36%, signal=129%
NEGATIVE REGULATION OF TRANSLATION%GO%GO:0017148	NEGATIVE REGULATION OF TRANSLATION%GO%GO:0017148		55	0.55772513	1.7086842	0.01	0.01	0.658	3676	tags=55%, list=22%, signal=70%
CELL CYCLE PHASE%GO%GO:0022403	CELL CYCLE PHASE%GO%GO:0022403		333	1.00528046	3.5265198	0.01	0.01	0.5735	5861	tags=67%, list=33%, signal=97%
ORC1 REMOVAL FROM CHROMATIN%REACTOME%REACT_1156.2	ORC1 REMOVAL FROM CHROMATIN%REACTOME%REACT_1156.2		68	2.29467731	7.8641773	0.01	0.01	0.36825	6367	tags=75%, list=31%, signal=109%
MRNA CAPPING%REACTOME%REACT_1470.4	MRNA CAPPING%REACTOME%REACT_1470.4		28	0.6080699	1.7072837	0.01	0.01	0.667	5473	tags=89%, list=33%, signal=133%
REGULATION OF LIGASE ACTIVITY%GO%GO:0051340	REGULATION OF LIGASE ACTIVITY%GO%GO:0051340		94	1.58931455	5.6098335	0.01	0.01	0.408666666666667	6556	tags=82%, list=40%, signal=135%
CENTROMERE COMPLEX ASSEMBLY%GO%GO:0034508	CENTROMERE COMPLEX ASSEMBLY%GO%GO:0034508		39	2.3401682	7.4664959	0.01	0.01	0.41375	5873	tags=85%, list=36%, signal=131%
METABOLISM OF RNA%REACTOME%REACT_21257.2	METABOLISM OF RNA%REACTOME%REACT_21257.2		258	2.43668519	9.5752156	0.01	0.01	0.371	6766	tags=84%, list=40%, signal=138%
AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING		37	0.57667905	1.7031844	0.01	0.01	0.691	3420	tags=59%, list=21%, signal=75%
ORGANELLE FISSION%GO%GO:0048285	ORGANELLE FISSION%GO%GO:0048285		272	0.5158667	1.702811	0.01	0.01	0.691	5695	tags=72%, list=35%, signal=109%
REMOVAL OF LICENSING FACTORS FROM ORIGINS%REACTOME%REACT_207.3	REMOVAL OF LICENSING FACTORS FROM ORIGINS%REACTOME%REACT_207.3		70	2.27338083	7.7750383	0.01	0.01	0.408	6367	tags=74%, list=31%, signal=108%
REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051438	REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051438		91	1.58629185	5.5694418	0.01	0.01	0.48	6556	tags=82%, list=40%, signal=136%
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_975.5	RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_975.5		26	0.6025916	1.6994147	0.01	0.01	0.71	5473	tags=88%, list=33%, signal=132%
RNA POLYMERASE%KEGG%HSA03020	RNA POLYMERASE%KEGG%HSA03020		30	0.58685136	1.6987542	0.01	0.01	0.712	3900	tags=73%, list=24%, signal=96%
INTERPHASE%GO%GO:0051325	INTERPHASE%GO%GO:0051325		194	2.03102817	7.4854791	0.01	0.01	0.335	6574	tags=73%, list=40%, signal=119%
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GO%GO:0000956	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GO%GO:0000956		163	2.50745724	9.7024474	0.01	0.01	0.2994	6794	tags=87%, list=41%, signal=147%
PROTEASOME%KEGG%HSA03050	PROTEASOME%KEGG%HSA03050		43	1.90658974	6.153031	0.01	0.01	0.244666666666667	5189	tags=81%, list=31%, signal=118%
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%REACT_2148.2	SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%REACT_2148.2		68	2.29467731	7.88825	0.01	0.01	0.38775	6367	tags=75%, list=31%, signal=109%
DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GO%GO:0034724	DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GO%GO:0034724		32	2.96141705	9.2504773	0.01	0.01	0.5342	5550	tags=81%, list=34%, signal=122%
NCRNA METABOLIC PROCESS%GO%GO:0034660	NCRNA METABOLIC PROCESS%GO%GO:0034660		179	0.9904142	3.4035203	0.01	0.01	0.854	7301	tags=89%, list=44%, signal=158%
MITOTIC ANAPHASE%REACTOME%REACT_1275.2	MITOTIC ANAPHASE%REACTOME%REACT_1275.2		160	0.9985946	3.4386627	0.01	0.01	0.804	5861	tags=74%, list=33%, signal=110%
MRNA CATABOLIC PROCESS%GO%GO:0006402	MRNA CATABOLIC PROCESS%GO%GO:0006402		174	2.44548595	9.4050919	0.01	0.01	0.459	6794	tags=86%, list=41%, signal=145%
CHROMATIN REMODELING%GO%GO:0006338	CHROMATIN REMODELING%GO%GO:0006338		91	1.50310593	5.289665	0.01	0.01	0.760666666666667	5538	tags=73%, list=34%, signal=109%
CENP-A CONTAINING NUCLEOSOME ASSEMBLY AT CENTROMERE%GO%GO:0034080	CENP-A CONTAINING NUCLEOSOME ASSEMBLY AT CENTROMERE%GO%GO:0034080		32	2.4253175	7.4972515	0.01	0.01	0.44175	5550	tags=81%, list=34%, signal=122%
MITOTIC METAPHASE AND ANAPHASE%REACTOME%REACT_150314.1	MITOTIC METAPHASE AND ANAPHASE%REACTOME%REACT_150314.1		160	0.9985946	3.43698	0.01	0.01	0.808	5861	tags=74%, list=33%, signal=110%
CHOLESTEROL BIOSYNTHETIC PROCESS%GO%GO:0006695	CHOLESTEROL BIOSYNTHETIC PROCESS%GO%GO:0006695		25	2.15682116	6.3961998	0.01	0.01	0.255333333333333	3895	tags=80%, list=24%, signal=105%
REGULATION OF DNA REPLICATION%REACTOME%REACT_829.4	REGULATION OF DNA REPLICATION%REACTOME%REACT_829.4		72	1.76139315	6.0449644	0.01	0.01	0.256	5189	tags=72%, list=31%, signal=105%
DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GO%GO:0006336	DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GO%GO:0006336		32	2.96141705	9.2601424	0.01	0.01	0.5468	5550	tags=81%, list=34%, signal=122%
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%REACT_2243.4	ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%REACT_2243.4		65	2.30550153	7.8238848	0.01	0.01	0.41225	6354	tags=75%, list=31%, signal=110%
VESICLE TARGETING, TO, FROM OR WITHIN GOLGI%GO%GO:0048199	VESICLE TARGETING, TO, FROM OR WITHIN GOLGI%GO%GO:0048199		25	1.9155722	5.9084971	0.01	0.01	0.318333333333333	4037	tags=76%, list=24%, signal=100%
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%REACT_6837.2	REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%REACT_6837.2		74	1.65526046	5.6800044	0.01	0.01	0.313	5689	tags=80%, list=34%, signal=121%
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_6237.3	RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_6237.3		26	0.6025916	1.6814725	0.01	0.01	0.786	5473	tags=88%, list=33%, signal=132%
STEROID BIOSYNTHESIS%KEGG%HSA00100	STEROID BIOSYNTHESIS%KEGG%HSA00100		17	2.27357709	6.1627003	0.01	0.01	0.263333333333333	3632	tags=71%, list=22%, signal=90%
RRNA METABOLIC PROCESS%GO%GO:0016072	RRNA METABOLIC PROCESS%GO%GO:0016072		54	1.67767263	5.5637201	0.01	0.01	0.477666666666667	6794	tags=91%, list=41%, signal=154%
ATP-DEPENDENT CHROMATIN REMODELING%GO%GO:0043044	ATP-DEPENDENT CHROMATIN REMODELING%GO%GO:0043044		41	2.3217104	7.4359461	0.01	0.01	0.419	5707	tags=78%, list=34%, signal=117%
PROTEIN SUMOYLATION%GO%GO:0016925	PROTEIN SUMOYLATION%GO%GO:0016925		17	0.6323136	1.6777365	0.01	0.01	0.802	5197	tags=71%, list=31%, signal=103%
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%REACT_1574.2	CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%REACT_1574.2		64	1.72727331	5.8453671	0.01	0.01	0.273333333333333	6538	tags=81%, list=40%, signal=134%
RNA CATABOLIC PROCESS%GO%GO:0006401	RNA CATABOLIC PROCESS%GO%GO:0006401		197	1.53091607	5.6266184	0.01	0.01	0.350666666666667	6794	tags=84%, list=41%, signal=142%
POSITIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051351	POSITIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051351		82	1.62606057	5.6490014	0.01	0.01	0.351666666666667	6552	tags=84%, list=40%, signal=139%
REGULATION OF MITOTIC CELL CYCLE%REACTOME%REACT_21279.2	REGULATION OF MITOTIC CELL CYCLE%REACTOME%REACT_21279.2		78	1.65113895	5.6798005	0.01	0.01	0.31	5689	tags=76%, list=34%, signal=115%
CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME%REACT_9029.2	CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME%REACT_9029.2		64	1.72535921	5.8360284	0.01	0.01	0.285333333333333	6538	tags=81%, list=40%, signal=134%
NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME%REACT_118780.2	NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME%REACT_118780.2		40	0.5538772	1.6703446	0.01	0.01	0.833	6538	tags=73%, list=40%, signal=120%
TRANSLATIONAL ELONGATION%GO%GO:0006414	TRANSLATIONAL ELONGATION%GO%GO:0006414		96	3.03331785	11.3166674	0.01	0.01	0.1708	7028	tags=92%, list=43%, signal=159%
REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051439	REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051439		74	1.63599605	5.6085811	0.01	0.01	0.359333333333333	6538	tags=86%, list=40%, signal=143%
SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS%GO%GO:0016445	SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS%GO%GO:0016445		18	0.6184604	1.6675519	0.01	0.01	0.845	5063	tags=61%, list=31%, signal=88%
OLFACTORY SIGNALING PATHWAY%REACTOME%REACT_15488.3	OLFACTORY SIGNALING PATHWAY%REACTOME%REACT_15488.3		70	1.56582545	5.7661439	0.01	0.01	0.410333333333333	1513	tags=13%, list=9%, signal=14%
SEPARATION OF SISTER CHROMATIDS%REACTOME%REACT_150471.2	SEPARATION OF SISTER CHROMATIDS%REACTOME%REACT_150471.2		152	0.99561205	3.4023375	0.01	0.01	0.877	5861	tags=74%, list=33%, signal=109%
CELL CYCLE%REACTOME%REACT_115566.3	CELL CYCLE%REACTOME%REACT_115566.3		439	0.99269716	3.5127501	0.01	0.01	0.601	6714	tags=76%, list=41%, signal=124%
POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GO%GO:2000243	POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GO%GO:2000243		86	1.0173173	3.3942452	0.01	0.01	0.886	5829	tags=67%, list=35%, signal=103%
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%REACT_150425.2	RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%REACT_150425.2		92	0.52317715	1.6651775	0.01	0.01	0.855	5409	tags=73%, list=33%, signal=108%
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%REACT_6828.1	APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%REACT_6828.1		78	1.65113895	5.6986629	0.01	0.01	0.315	5689	tags=76%, list=34%, signal=115%
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY		37	0.56690264	1.6624241	0.01	0.01	0.869	5714	tags=76%, list=35%, signal=115%
FORMATION OF TRANSCRIPTION-COUPLED NER (TC-NER) REPAIR COMPLEX%REACTOME%REACT_1941.3	FORMATION OF TRANSCRIPTION-COUPLED NER (TC-NER) REPAIR COMPLEX%REACTOME%REACT_1941.3		27	0.583198	1.6616269	0.01	0.01	0.87	6767	tags=96%, list=41%, signal=163%
ANAPHASE-PROMOTING COMPLEX-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GO%GO:0031145	ANAPHASE-PROMOTING COMPLEX-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GO%GO:0031145		77	1.65829397	5.6965821	0.01	0.01	0.315666666666667	5689	tags=78%, list=34%, signal=118%
MITOTIC DNA INTEGRITY CHECKPOINT%GO%GO:0044774	MITOTIC DNA INTEGRITY CHECKPOINT%GO%GO:0044774		76	1.6407733	5.6322411	0.01	0.01	0.425666666666667	7016	tags=82%, list=43%, signal=141%
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%REACT_1477.2	EUKARYOTIC TRANSLATION ELONGATION%REACTOME%REACT_1477.2		86	3.1659924	11.7308767	0.01	0.01	0.1776	7634	tags=98%, list=46%, signal=181%
SPINDLE ORGANIZATION%GO%GO:0007051	SPINDLE ORGANIZATION%GO%GO:0007051		58	0.54056954	1.6602162	0.01	0.01	0.871	5573	tags=72%, list=34%, signal=109%
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%REACT_13565.2	REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%REACT_13565.2		47	1.86155554	6.0465376	0.01	0.01	0.293	5189	tags=77%, list=31%, signal=111%
CELL CYCLE, MITOTIC%REACTOME%REACT_152.6	CELL CYCLE, MITOTIC%REACTOME%REACT_152.6		349	0.97156665	3.4108215	0.01	0.01	0.8605	5861	tags=69%, list=35%, signal=105%
DEADENYLATION-DEPENDENT MRNA DECAY%REACTOME%REACT_20639.2	DEADENYLATION-DEPENDENT MRNA DECAY%REACTOME%REACT_20639.2		47	1.085567	3.4242301	0.01	0.01	0.831	5452	tags=72%, list=28%, signal=100%
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6954.2	ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6954.2		69	1.68660255	5.7751827	0.01	0.01	0.311333333333333	5689	tags=81%, list=34%, signal=123%
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GO%GO:0000288	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GO%GO:0000288		47	1.08556717	3.4193034	0.01	0.01	0.8455	5452	tags=72%, list=28%, signal=100%
POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051443	POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051443		79	1.6249009	5.591015	0.01	0.01	0.468666666666667	6538	tags=85%, list=40%, signal=140%
VIRAL INFECTIOUS CYCLE%GO%GO:0019058	VIRAL INFECTIOUS CYCLE%GO%GO:0019058		117	2.77977455	10.524939	0.01	0.01	0.1958	7634	tags=94%, list=46%, signal=174%
TELOMERE MAINTENANCE%GO%GO:0000723	TELOMERE MAINTENANCE%GO%GO:0000723		64	2.15249587	7.293671	0.01	0.01	0.52425	6525	tags=80%, list=40%, signal=131%
HISTONE MRNA METABOLIC PROCESS%GO%GO:0008334	HISTONE MRNA METABOLIC PROCESS%GO%GO:0008334		26	0.59041804	1.6539456	0.01	0.01	0.902	4064	tags=73%, list=25%, signal=97%
CHROMOSOME ORGANIZATION%GO%GO:0051276	CHROMOSOME ORGANIZATION%GO%GO:0051276		459	0.95493951	3.3738207	0.01	0.01	0.9225	6693	tags=71%, list=41%, signal=117%
M PHASE%REACTOME%REACT_910.3	M PHASE%REACTOME%REACT_910.3		191	1.00369352	3.4625952	0.01	0.01	0.725	5861	tags=75%, list=34%, signal=113%
CHROMATIN REMODELING AT CENTROMERE%GO%GO:0031055	CHROMATIN REMODELING AT CENTROMERE%GO%GO:0031055		34	2.40671655	7.5286265	0.01	0.01	0.40775	5873	tags=82%, list=36%, signal=128%
CELL CYCLE%KEGG%HSA04110	CELL CYCLE%KEGG%HSA04110		111	0.51614463	1.6527969	0.01	0.01	0.905	5834	tags=63%, list=35%, signal=97%
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6781.3	APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6781.3		68	1.68554455	5.7616926	0.01	0.01	0.318666666666667	5689	tags=81%, list=34%, signal=123%
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GO%GO:0000184	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GO%GO:0000184		110	2.81383877	10.6233163	0.01	0.01	0.208	7634	tags=95%, list=46%, signal=176%
PROTEIN LOCALIZATION TO MITOCHONDRION%GO%GO:0070585	PROTEIN LOCALIZATION TO MITOCHONDRION%GO%GO:0070585		46	0.54393905	1.6525463	0.01	0.01	0.906	7271	tags=96%, list=44%, signal=171%
DUAL INCISION REACTION IN TC-NER%REACTOME%REACT_2222.3	DUAL INCISION REACTION IN TC-NER%REACTOME%REACT_2222.3		27	0.583198	1.6514663	0.01	0.01	0.911	6767	tags=96%, list=41%, signal=163%
REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0046782	REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0046782		64	1.03314524	3.3545474	0.01	0.01	0.9445	5829	tags=72%, list=30%, signal=103%
VIRAL REPRODUCTIVE PROCESS%GO%GO:0022415	VIRAL REPRODUCTIVE PROCESS%GO%GO:0022415		250	1.02284896	3.5728284	0.01	0.01	0.5005	6842	tags=83%, list=41%, signal=140%
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION		74	1.48722489	5.115315	0.01	0.01	0.950333333333333	6532	tags=74%, list=40%, signal=122%
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051444	NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051444		67	1.6341855	5.5396174	0.01	0.01	0.44	5689	tags=79%, list=34%, signal=120%
MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0007093	MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0007093		119	1.45302129	5.1668941	0.01	0.01	0.876666666666667	5689	tags=72%, list=34%, signal=109%
CELL CYCLE CHECKPOINT%GO%GO:0000075	CELL CYCLE CHECKPOINT%GO%GO:0000075		206	0.98348785	3.4113758	0.01	0.01	0.859	5861	tags=68%, list=35%, signal=104%
CHROMOSOME LOCALIZATION%GO%GO:0050000	CHROMOSOME LOCALIZATION%GO%GO:0050000		16	0.633616	1.6483134	0.01	0.01	0.919	3941	tags=75%, list=24%, signal=98%
G1 S DNA DAMAGE CHECKPOINTS%REACTOME%REACT_2254.1	G1 S DNA DAMAGE CHECKPOINTS%REACTOME%REACT_2254.1		57	1.80253933	6.0437382	0.01	0.01	0.310666666666667	6538	tags=84%, list=40%, signal=139%
TRANSLATION%REACTOME%REACT_1014.4	TRANSLATION%REACTOME%REACT_1014.4		142	2.84889372	11.0013008	0.01	0.01	0.2196	7043	tags=90%, list=43%, signal=156%
PROTEIN TARGETING TO MITOCHONDRION%GO%GO:0006626	PROTEIN TARGETING TO MITOCHONDRION%GO%GO:0006626		45	0.5435081	1.646876	0.01	0.01	0.924	7271	tags=96%, list=44%, signal=170%
NEGATIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051352	NEGATIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051352		67	1.6341855	5.5463451	0.01	0.01	0.420666666666667	5689	tags=79%, list=34%, signal=120%
TRNA AMINOACYLATION%REACTOME%REACT_15482.3	TRNA AMINOACYLATION%REACTOME%REACT_15482.3		42	0.5453222	1.646029	0.01	0.01	0.924	7525	tags=100%, list=46%, signal=183%
METABOLISM OF MRNA%REACTOME%REACT_20605.3	METABOLISM OF MRNA%REACTOME%REACT_20605.3		215	2.52307818	9.8694911	0.01	0.01	0.2552	6794	tags=84%, list=41%, signal=141%
CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%REACT_6850.1	CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%REACT_6850.1		68	1.68063095	5.7274698	0.01	0.01	0.338333333333333	5689	tags=79%, list=34%, signal=121%
DNA REPAIR%GO%GO:0006281	DNA REPAIR%GO%GO:0006281		247	0.95659158	3.3405481	0.01	0.01	0.959	6767	tags=70%, list=41%, signal=118%
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%REACT_9003.1	SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%REACT_9003.1		55	1.80099373	6.0231693	0.01	0.01	0.314	6538	tags=84%, list=40%, signal=138%
SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5	SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5		25	2.18318305	6.4308084	0.01	0.01	0.311333333333333	3895	tags=76%, list=24%, signal=99%
VIRAL GENOME EXPRESSION%GO%GO:0019080	VIRAL GENOME EXPRESSION%GO%GO:0019080		92	3.02183627	11.2532825	0.01	0.01	0.196	6842	tags=89%, list=41%, signal=151%
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051436	NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051436		63	1.6672306	5.6600018	0.01	0.01	0.348	6538	tags=87%, list=40%, signal=144%
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_85.1	P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_85.1		55	1.80375354	6.0078717	0.01	0.01	0.316	6538	tags=85%, list=40%, signal=141%
CDT1 ASSOCIATION WITH THE CDC6:ORC:ORIGIN COMPLEX%REACTOME%REACT_1949.4	CDT1 ASSOCIATION WITH THE CDC6:ORC:ORIGIN COMPLEX%REACTOME%REACT_1949.4		57	1.81136024	6.0350504	0.01	0.01	0.316666666666667	6538	tags=86%, list=40%, signal=142%
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%REACT_1625.3	P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%REACT_1625.3		55	1.80375354	5.9894964	0.01	0.01	0.32	6538	tags=85%, list=40%, signal=141%
MITOTIC DNA DAMAGE CHECKPOINT%GO%GO:0044773	MITOTIC DNA DAMAGE CHECKPOINT%GO%GO:0044773		74	1.66154623	5.7057335	0.01	0.01	0.375666666666667	7016	tags=81%, list=43%, signal=140%
DNA METHYLATION%GO%GO:0006306	DNA METHYLATION%GO%GO:0006306		28	0.57225543	1.638208	0.01	0.01	0.947	5088	tags=64%, list=31%, signal=93%
TELOMERE ORGANIZATION%GO%GO:0032200	TELOMERE ORGANIZATION%GO%GO:0032200		65	2.14066316	7.2680254	0.01	0.01	0.55375	6525	tags=78%, list=40%, signal=129%
AMINO ACID ACTIVATION%GO%GO:0043038	AMINO ACID ACTIVATION%GO%GO:0043038		44	0.54619485	1.6371082	0.01	0.01	0.949	7011	tags=95%, list=42%, signal=166%
CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%REACT_111056.1	CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%REACT_111056.1		49	1.80441355	5.9584907	0.01	0.01	0.32	5189	tags=76%, list=31%, signal=110%
MITOTIC CELL CYCLE%GO%GO:0000278	MITOTIC CELL CYCLE%GO%GO:0000278		435	0.4934681	1.6366105	0.01	0.01	0.949	5814	tags=66%, list=35%, signal=98%
