	Fetal_Gut	Fetal_Ovary	Fetal_Placenta	Fetal_Testis	Fetal_Brain	Fetal_Heart	Fetal_Liver
FORMATION OF THE EARLY ELONGATION COMPLEX%REACTOME%REACT_846.4	1.3593869	1.8002687	0	1.8030131	0	1.2100381	0
RNA TRANSPORT%GO%GO:0050658	1.4894859	1.7986121	0	1.7893031	1.8075113	1.411262	1.3709136
TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006283	1.6588916	1.7974133	0	1.7717695	0	1.426472	1.2697406
PROTEIN-DNA COMPLEX DISASSEMBLY%GO%GO:0032986	1.0350648	1.7960606	0	1.5485901	1.3902558	1.5983267	0
FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%REACT_6319.4	1.3162057	1.796002	0	1.7857488	0	1.2021188	0
SISTER CHROMATID SEGREGATION%GO%GO:0000819	1.4259914	1.7953387	0	1.3508967	1.0841256	1.4605304	1.3866495
MRNA TRANSPORT%GO%GO:0051028	1.5702609	1.792904	0	1.7297529	1.7935939	1.3400992	1.3343003
NUCLEIC ACID TRANSPORT%GO%GO:0050657	1.483642	1.7921147	0	1.7638896	1.8089917	1.4074744	1.3783762
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GO%GO:0002562	1.6773196	1.7916657	0	1.7067142	0.9783076	1.5250299	1.2196802
DNA-DEPENDENT TRANSCRIPTION, TERMINATION%GO%GO:0006353	1.4467124	1.7896287	0	1.8318417	0.9265048	1.6362039	1.2149477
NEGATIVE REGULATION OF RNA SPLICING%GO%GO:0033119	1.0316414	1.7891012	1.0816097	1.6209002	1.5486943	1.431943	1.574361
TRANSCRIPTION-COUPLED NER (TC-NER)%REACTOME%REACT_1628.2	1.6555349	1.7886803	0	1.851126	0	1.4919698	1.3460754
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, EXONUCLEOLYTIC%GO%GO:0000291	1.1883266	1.7871923	0	1.9057686	1.0834202	1.3347589	0.98936516
SOMATIC CELL DNA RECOMBINATION%GO%GO:0016444	1.6831645	1.7855613	0	1.6720124	0.9734838	1.5097233	1.2348292
MRNA EXPORT FROM NUCLEUS%GO%GO:0006406	1.5696763	1.7850908	0	1.7602112	1.7627989	1.3157437	1.3839287
S PHASE%GO%GO:0051320	1.4346653	1.7842392	1.1663219	2.070601	1.4818825	1.7818944	2.170028
HIV-1 TRANSCRIPTION ELONGATION%REACTOME%REACT_6274.3	1.4043667	1.774838	0	1.7794157	0	1.3528037	0.8811005
REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GO%GO:0048024	1.1696353	1.7713692	0	1.7457275	2.0109143	1.7096379	1.60367
LATE PHASE OF HIV LIFE CYCLE%REACTOME%REACT_6361.5	0	1.7674803	0	1.8206277	1.0822531	1.3210576	1.1424123
POSITIVE REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0050434	1.2381452	1.7662699	0	1.8221449	0	1.5324811	0.873261
POST-ELONGATION PROCESSING OF INTRON-CONTAINING PRE-MRNA%REACTOME%REACT_397.2	1.5397254	1.7658474	0	1.9082743	1.4709525	1.7363021	1.7081571
DNA BIOSYNTHETIC PROCESS%GO%GO:0071897	1.130754	1.7656461	0.8685107	1.338195	1.4852574	1.3826474	1.3115344
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS%GO%GO:0002200	1.4934	1.7643903	0	1.6429765	0.71912444	1.6039985	1.3548821
SISTER CHROMATID COHESION%GO%GO:0007062	0.85290563	1.7637265	0	1.4399873	0	1.4567959	0.87062275
EXONUCLEOLYTIC NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS INVOLVED IN DEADENYLATION-DEPENDENT DECAY%GO%GO:0043928	1.1773505	1.7635587	0	1.8884425	1.1104963	1.369183	0.9874599
HIV LIFE CYCLE%REACTOME%REACT_6256.5	0	1.7624819	0	1.8264927	1.1028396	1.3857123	1.2275205
'DE NOVO' PROTEIN FOLDING%GO%GO:0006458	1.3979179	1.7613235	0	1.773468	2.1468074	1.7571956	1.8741498
REGULATION OF DNA RECOMBINATION%GO%GO:0000018	1.4841243	1.7589523	0	1.5841141	1.0010692	1.2878038	1.3296461
INTERPHASE OF MITOTIC CELL CYCLE%GO%GO:0051329	1.233562	1.7564229	0	1.9210843	1.392908	1.789949	1.9659654
ANAPHASE%GO%GO:0051322	0	1.7561858	0	1.7731147	1.4099288	1.6002133	1.4171673
CHOLESTEROL BIOSYNTHESIS%REACTOME%REACT_9405.3	0	1.7560363	0	2.3241255	1.8893491	0	2.3414822
G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:0000082	1.0329401	1.7558633	1.3107159	1.9861463	1.4987003	1.6899837	2.0965044
7-METHYLGUANOSINE MRNA CAPPING%GO%GO:0006370	1.3368481	1.755811	0	1.7130227	0	1.1604148	0
MRNA 3'-END PROCESSING%GO%GO:0031124	1.0676293	1.7556087	0	1.8358406	1.5363758	1.7689724	1.5125353
DNA REPLICATION PRE-INITIATION%REACTOME%REACT_734.3	1.2247134	1.7553813	1.6759918	2.1800983	1.3779289	1.7668427	2.209565
7-METHYLGUANOSINE RNA CAPPING%GO%GO:0009452	1.340325	1.7542572	0	1.7642344	0	1.1577655	0.71728617
NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GO%GO:0015931	1.3909017	1.7533864	0	1.6968029	1.6803868	1.299829	1.5033741
DNA REPLICATION%GO%GO:0006260	1.556118	1.7531791	0	1.8271027	1.1740963	1.5623794	1.7441522
DNA REPAIR%REACTOME%REACT_216.2	1.4387263	1.7519811	0	1.8970809	0.8960382	1.5796391	1.4973059
RECIPROCAL MEIOTIC RECOMBINATION%GO%GO:0007131	1.232367	1.7518189	0	1.5989753	0.5765598	1.5380903	1.2128099
RNA CAPPING%GO%GO:0036260	1.3167523	1.751641	0	1.7409283	0	1.1333693	0.69678634
BASE-EXCISION REPAIR%GO%GO:0006284	1.471505	1.7511315	0	1.6207776	1.2963867	1.5673602	1.337901
MITOTIC ANAPHASE%GO%GO:0000090	0	1.7508003	0	1.795877	1.4293203	1.599166	1.4114372
RIBOSOME BIOGENESIS%GO%GO:0042254	1.436483	1.7488118	0	2.0656998	0.81805867	1.5605382	1.777289
RNA 3'-END PROCESSING%GO%GO:0031123	0.90782523	1.7480203	0	1.8128362	1.4776915	1.7710689	1.4769267
M G1 TRANSITION%REACTOME%REACT_1725.3	1.2264867	1.7475123	1.6590607	2.2012932	1.3760188	1.7562025	2.2247677
RRNA PROCESSING%GO%GO:0006364	1.3471	1.7454249	1.1677291	2.0773966	0.7727464	1.5430784	1.9005917
'DE NOVO' POSTTRANSLATIONAL PROTEIN FOLDING%GO%GO:0051084	1.3432884	1.7454193	0	1.7579677	2.3331537	1.8312944	1.9626237
ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME%REACT_1258.3	1.6958778	1.7452668	2.2968266	2.2133436	1.575005	1.992183	2.5558732
NUCLEOTIDE EXCISION REPAIR%KEGG%HSA03420	1.0798584	1.7447822	0	1.566634	0	1.554933	1.4522791
MRNA 3'-END PROCESSING%REACTOME%REACT_1849.3	1.5354007	1.7432075	0	1.9062762	1.4287126	1.7703544	1.7115273
TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006368	1.078864	1.7428054	0	1.6992241	0.8105064	1.2336826	1.287044
MITOTIC G1-G1 S PHASES%REACTOME%REACT_21267.3	1.0849319	1.7421149	1.1768165	1.8873413	1.4583391	1.6625161	1.9986839
INFLUENZA LIFE CYCLE%REACTOME%REACT_6145.4	1.7980008	1.7399861	2.4316187	2.1808834	1.31307	1.785228	2.081767
DNA RECOMBINATION%GO%GO:0006310	1.4755234	1.7388566	0	1.8072656	1.0675087	1.6987659	1.437801
INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS%REACTOME%REACT_6757.3	0	1.7370746	1.8036036	1.6110966	1.0535427	1.1848565	1.0300642
NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006289	1.3852646	1.7364177	0	1.7902972	0	1.4261004	1.2002687
TRANSCRIPTION OF THE HIV GENOME%REACTOME%REACT_6233.3	1.1568897	1.7356186	0	1.7011735	0.8455265	1.2502936	1.177487
REGULATION OF RNA SPLICING%GO%GO:0043484	1.0995922	1.7346693	0	1.6175045	1.7609471	1.7752322	1.5813608
TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GO%GO:0010833	1.5086161	1.7340007	0	1.6729975	0.7568036	1.5973228	1.766735
RECIPROCAL DNA RECOMBINATION%GO%GO:0035825	1.2020284	1.7334479	0	1.6301519	0.56886846	1.5596006	1.1967216
RIBOSOMAL SCANNING AND START CODON RECOGNITION%REACTOME%REACT_931.2	1.6892715	1.7315671	2.2017314	2.2027516	1.5456587	1.9849902	2.4966795
DNA-DEPENDENT TRANSCRIPTION, ELONGATION%GO%GO:0006354	1.0586662	1.7311189	0	1.6915741	0	1.3126086	1.2110575
TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%REACT_1979.2	1.6421949	1.7301983	2.285221	2.1567085	1.5446398	1.9748056	2.5203843
M PHASE OF MITOTIC CELL CYCLE%GO%GO:0000087	0	1.728366	0	1.8137584	1.4142461	1.5631274	1.4499072
RIBOSOME BIOGENESIS IN EUKARYOTES%KEGG%HSA03008	0	1.7264286	0	1.8947096	0	1.2812598	0.746256
INFLUENZA INFECTION%REACTOME%REACT_6167.4	1.6921499	1.7263548	2.3826423	2.153357	1.3344101	1.766577	2.0420053
M PHASE%GO%GO:0000279	0	1.7261968	0	1.8226354	1.4423164	1.5564532	1.4554037
NUCLEOTIDE EXCISION REPAIR%REACTOME%REACT_1826.3	1.5670706	1.7240157	0	1.805493	0	1.5147616	1.3552091
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%REACT_1079.2	1.7076503	1.723501	2.2401597	2.2260191	1.4208452	1.9264338	2.442025
HISTONE EXCHANGE%GO%GO:0043486	1.6396425	1.7221087	1.5194453	2.1201322	1.9523802	1.8048145	1.8168718
FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%REACT_16956.3	1.280946	1.720711	0	1.7225118	2.1171584	2.0778792	2.1150854
MITOSIS%GO%GO:0007067	0	1.7188244	0	1.667186	1.4121981	1.4778332	1.3695384
NUCLEAR DIVISION%GO%GO:0000280	0	1.7181456	0	1.6732744	1.4186333	1.4684398	1.3613778
NUCLEAR EXPORT%GO%GO:0051168	1.4783138	1.7175387	0	1.6748943	1.7435405	1.2514178	1.2508172
MITOTIC M-M G1 PHASES%REACTOME%REACT_21300.3	1.0096684	1.7161975	0	1.8466032	1.5231702	1.5854234	1.5465384
MITOTIC PROMETAPHASE%REACTOME%REACT_682.3	1.0648855	1.7116245	0	1.5170492	1.4021245	1.4831002	0.8508958
RNA POLYMERASE II PRE-TRANSCRIPTION EVENTS%REACTOME%REACT_22107.2	1.1329405	1.7107431	0	1.7123778	0.7605612	1.2638772	1.1850011
NEGATIVE REGULATION OF TRANSLATION%GO%GO:0017148	1.2459292	1.7086842	0	1.5367597	1.554641	1.6168054	1.2781203
CELL CYCLE PHASE%GO%GO:0022403	1.1399379	1.7085463	0	1.8179735	1.4574572	1.6493752	1.6784706
ORC1 REMOVAL FROM CHROMATIN%REACTOME%REACT_1156.2	1.06519	1.7080135	1.6540718	2.1814296	1.4791378	1.7569469	2.2177873
MRNA CAPPING%REACTOME%REACT_1470.4	1.3373644	1.7072837	0	1.6776593	0	1.0799015	0
REGULATION OF LIGASE ACTIVITY%GO%GO:0051340	0	1.7068994	1.323334	2.0338993	1.571241	1.5773996	1.8690348
CENTROMERE COMPLEX ASSEMBLY%GO%GO:0034508	1.5958858	1.7064348	1.200139	2.0382442	1.8976955	1.8241214	1.6060544
METABOLISM OF RNA%REACTOME%REACT_21257.2	1.4635019	1.704828	2.0153804	2.120657	1.6071993	1.8045294	1.9298208
AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	1.5233686	1.7031844	0	1.4336135	0.93200374	1.2762381	1.1945894
ORGANELLE FISSION%GO%GO:0048285	0	1.702811	0	1.6672008	1.3513988	1.4322832	1.3898973
REMOVAL OF LICENSING FACTORS FROM ORIGINS%REACTOME%REACT_207.3	1.1414483	1.7014457	1.728759	2.1800494	1.4562725	1.7304115	2.1631317
REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051438	0	1.6998495	1.3293825	2.0313067	1.627855	1.5631403	1.8382856
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_975.5	1.2341541	1.6994147	0	1.6438657	0	0.9952716	0
RNA POLYMERASE%KEGG%HSA03020	1.1688097	1.6987542	0	1.6533335	0	0.9499298	0.7735049
INTERPHASE%GO%GO:0051325	1.346348	1.6979488	1.135197	1.9592727	1.4461305	1.8179584	2.0102992
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GO%GO:0000956	1.5963273	1.6970068	2.082899	2.0822656	1.6131454	1.807106	2.03317
PROTEASOME%KEGG%HSA03050	1.0377386	1.6942836	1.6671962	2.1986318	1.3783877	1.5501353	2.2601156
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%REACT_2148.2	1.0714126	1.6926903	1.6661005	2.2187147	1.4593164	1.7578418	2.2190032
DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GO%GO:0034724	1.5952098	1.6918623	1.4385786	2.0750148	1.9383597	1.7949623	1.7502782
NCRNA METABOLIC PROCESS%GO%GO:0034660	1.0504541	1.6894886	0	1.7140317	0.89759886	1.5769756	1.53782
MITOTIC ANAPHASE%REACTOME%REACT_1275.2	0	1.6890733	0	1.7495894	1.5620636	1.5842782	1.3668691
MRNA CATABOLIC PROCESS%GO%GO:0006402	1.5304883	1.6888397	1.9349562	2.0614414	1.533119	1.7922962	1.9275584
CHROMATIN REMODELING%GO%GO:0006338	1.3348945	1.688162	0	1.7947265	1.8067765	1.6392101	1.2469983
CENP-A CONTAINING NUCLEOSOME ASSEMBLY AT CENTROMERE%GO%GO:0034080	1.6139566	1.6875173	1.442762	2.0892637	1.9285293	1.7919412	1.7263803
MITOTIC METAPHASE AND ANAPHASE%REACTOME%REACT_150314.1	0	1.6871104	0	1.7498696	1.5552334	1.5937127	1.3773686
CHOLESTEROL BIOSYNTHETIC PROCESS%GO%GO:0006695	0	1.6866132	0	2.3520708	1.5246211	0	2.3575158
REGULATION OF DNA REPLICATION%REACTOME%REACT_829.4	1.1393827	1.6851314	1.6939214	2.1876783	1.4446831	1.7186618	2.1721547
DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GO%GO:0006336	1.5931243	1.6842312	1.4563628	2.0943506	1.9399208	1.787196	1.7544438
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%REACT_2243.4	1.1261054	1.6830459	1.6672795	2.2147563	1.4169835	1.7451835	2.1808991
VESICLE TARGETING, TO, FROM OR WITHIN GOLGI%GO%GO:0048199	1.3892683	1.6819248	2.2641513	1.5530864	0	0.9654191	1.962421
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%REACT_6837.2	0	1.6816272	1.4005705	2.0307422	1.541677	1.58338	1.967635
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_6237.3	1.2457219	1.6814725	0	1.6749284	0	1.0044783	0
STEROID BIOSYNTHESIS%KEGG%HSA00100	0	1.6806344	0	2.2259476	1.3654373	0	2.2561183
RRNA METABOLIC PROCESS%GO%GO:0016072	1.324927	1.6789311	1.1037097	2.0292852	0	1.5397841	1.8555038
ATP-DEPENDENT CHROMATIN REMODELING%GO%GO:0043044	1.4673676	1.6777908	1.2724036	1.9618335	2.0145712	1.7817506	1.6275576
PROTEIN SUMOYLATION%GO%GO:0016925	1.1061368	1.6777365	0	1.5648876	1.4955949	1.1863282	1.2898543
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%REACT_1574.2	0	1.6776166	1.4172705	2.0660405	1.3312342	1.4758122	2.10171
RNA CATABOLIC PROCESS%GO%GO:0006401	1.5333475	1.6768522	1.8243216	2.0097752	1.4776193	1.7044895	1.939991
POSITIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051351	0	1.6745543	1.3715279	2.0344617	1.5015703	1.5372199	1.9399854
REGULATION OF MITOTIC CELL CYCLE%REACTOME%REACT_21279.2	0	1.6710085	1.4208297	2.01166	1.5072896	1.5738728	1.997132
CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME%REACT_9029.2	0	1.6708866	1.4383916	2.0969384	1.3346107	1.4878904	2.0682034
NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME%REACT_118780.2	0	1.6703446	0	1.4829626	0.6647908	1.1201725	0.6590036
TRANSLATIONAL ELONGATION%GO%GO:0006414	1.8265021	1.6697508	2.6396184	2.290384	1.3147331	2.0061898	2.7107244
REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051439	0	1.6682011	1.3749801	1.9971246	1.5754323	1.5866634	1.9432554
SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS%GO%GO:0016445	1.2006769	1.6675519	0	1.4680808	0.90041655	1.41362	1.0823584
OLFACTORY SIGNALING PATHWAY%REACTOME%REACT_15488.3	0.9502585	1.6670709	2.1852229	1.2231772	1.428625	1.5652337	1.9138501
SEPARATION OF SISTER CHROMATIDS%REACTOME%REACT_150471.2	0	1.6662967	0	1.7360408	1.4956669	1.5617049	1.4105525
CELL CYCLE%REACTOME%REACT_115566.3	1.11106	1.6658148	0	1.8469353	1.7256428	1.6206954	1.6377361
POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GO%GO:2000243	1.0565004	1.6657581	0	1.7284871	1.1310095	1.5280154	0.8919256
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%REACT_150425.2	0.9432452	1.6651775	0	1.43586	1.2910527	1.3984466	0.7484105
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%REACT_6828.1	0	1.6626159	1.4340913	2.0194159	1.5349278	1.5781707	2.0166311
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	0.8053993	1.6624241	0	1.4522495	1.5284357	1.3138142	1.2646252
FORMATION OF TRANSCRIPTION-COUPLED NER (TC-NER) REPAIR COMPLEX%REACTOME%REACT_1941.3	1.5464076	1.6616269	0	1.6100123	0	1.1366851	0.66485274
ANAPHASE-PROMOTING COMPLEX-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GO%GO:0031145	0	1.6616204	1.3920085	2.0184872	1.5881004	1.5784127	2.0164745
MITOTIC DNA INTEGRITY CHECKPOINT%GO%GO:0044774	0	1.6611559	1.2657341	2.0774083	1.2560909	1.7206062	1.8936769
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%REACT_1477.2	1.8833411	1.6605228	2.8074582	2.404263	1.4103539	2.017919	2.8407137
SPINDLE ORGANIZATION%GO%GO:0007051	1.1821907	1.6602162	0	1.4267195	0.77954733	0.91077995	1.1864792
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%REACT_13565.2	0.9482346	1.659739	1.4228257	2.2372935	1.1829699	1.5792453	2.1495051
CELL CYCLE, MITOTIC%REACTOME%REACT_152.6	0	1.6597008	0	1.7511207	1.5543126	1.5691788	1.4593766
DEADENYLATION-DEPENDENT MRNA DECAY%REACTOME%REACT_20639.2	0.95508057	1.6580119	0	1.7662182	1.4806919	1.4348818	1.1862701
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6954.2	0	1.6577085	1.4618901	2.0874052	1.5462856	1.6224486	2.030069
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GO%GO:0000288	0.9597407	1.6558615	0	1.7634419	1.4619186	1.4463056	1.1965028
POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051443	0	1.6557192	1.3776631	2.0582135	1.5656468	1.5507158	1.8770823
VIRAL INFECTIOUS CYCLE%GO%GO:0019058	1.5328627	1.6555173	2.3768847	2.2265294	1.5357016	1.9348646	2.331143
TELOMERE MAINTENANCE%GO%GO:0000723	1.7958893	1.654294	0.8969197	1.8323528	1.4376734	1.7738814	2.0331428
HISTONE MRNA METABOLIC PROCESS%GO%GO:0008334	0	1.6539456	0	1.5770268	1.0547287	1.6165763	1.080629
CHROMOSOME ORGANIZATION%GO%GO:0051276	1.4855876	1.6539369	0	1.7198838	1.6792468	1.6527574	1.3507568
M PHASE%REACTOME%REACT_910.3	0	1.6535724	0	1.8090228	1.5378684	1.5511391	1.4098823
CHROMATIN REMODELING AT CENTROMERE%GO%GO:0031055	1.6352636	1.6531434	1.3390573	2.0555608	2.0245678	1.7953545	1.6558989
CELL CYCLE%KEGG%HSA04110	0.9328685	1.6527969	0	1.651007	1.2698518	1.4980751	1.395124
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6781.3	0	1.6526659	1.4453075	2.0805154	1.5369242	1.6244806	2.0285113
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GO%GO:0000184	1.8078387	1.6526225	2.490595	2.1774898	1.5413775	1.9112401	2.3913689
PROTEIN LOCALIZATION TO MITOCHONDRION%GO%GO:0070585	0	1.6525463	0	1.6247518	0.8362672	1.4793316	0.9333449
DUAL INCISION REACTION IN TC-NER%REACTOME%REACT_2222.3	1.5025498	1.6514663	0	1.5958605	0	1.1461715	0.66595536
REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0046782	1.1387031	1.6505858	0	1.7039616	0.73873377	1.5076998	0.9685361
VIRAL REPRODUCTIVE PROCESS%GO%GO:0022415	1.4398309	1.6502403	1.6382045	1.9225881	1.3491857	1.6495607	1.6330929
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	1.00703	1.648939	0	1.7189198	1.1321709	1.6759461	1.7474562
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051444	0	1.6487343	1.3330635	1.9896122	1.4943146	1.6103772	1.9012709
MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0007093	0	1.6485333	1.3629792	1.7784148	1.4962319	1.6083987	1.739946
CELL CYCLE CHECKPOINT%GO%GO:0000075	1.0038997	1.648508	1.1035513	1.7628678	1.394614	1.4995112	1.6152312
CHROMOSOME LOCALIZATION%GO%GO:0050000	0.8181459	1.6483134	0	0.7151043	0	0.840248	0.95918024
G1 S DNA DAMAGE CHECKPOINTS%REACTOME%REACT_2254.1	0	1.6473856	1.595631	2.274725	1.384433	1.6355172	2.1216276
TRANSLATION%REACTOME%REACT_1014.4	1.6492922	1.6470655	2.634175	2.1824205	1.1708341	1.8943608	2.643279
PROTEIN TARGETING TO MITOCHONDRION%GO%GO:0006626	0	1.646876	0	1.647266	0.843375	1.5266497	0.97053057
NEGATIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051352	0	1.6460539	1.3157514	1.9804007	1.4992563	1.608175	1.9198905
TRNA AMINOACYLATION%REACTOME%REACT_15482.3	0	1.646029	0	1.046914	0	1.4354265	1.2371039
METABOLISM OF MRNA%REACTOME%REACT_20605.3	1.5344857	1.6460111	2.1038105	2.1531756	1.5926988	1.8849639	2.08153
CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%REACT_6850.1	0	1.6440113	1.4495438	2.0878372	1.528048	1.6337044	1.9956213
DNA REPAIR%GO%GO:0006281	1.2857654	1.6426837	0	1.6978644	0.9938904	1.4678878	1.3084656
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%REACT_9003.1	0	1.64224	1.5777678	2.267268	1.4189202	1.5625201	2.1136613
SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5	0	1.64052	0	2.350326	1.662542	0	2.4399624
VIRAL GENOME EXPRESSION%GO%GO:0019080	1.7458937	1.640453	2.7174788	2.3551526	1.3810706	1.9624157	2.5777824
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051436	0	1.6402526	1.3872974	2.0318973	1.4791437	1.6164926	1.9878519
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_85.1	0	1.6399468	1.6145204	2.2419932	1.3976498	1.6521181	2.1259317
CDT1 ASSOCIATION WITH THE CDC6:ORC:ORIGIN COMPLEX%REACTOME%REACT_1949.4	0	1.6399124	1.4806398	2.2868829	1.2876939	1.7121688	2.1082551
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%REACT_1625.3	0	1.6390278	1.5923346	2.252922	1.3961755	1.6360095	2.0975466
MITOTIC DNA DAMAGE CHECKPOINT%GO%GO:0044773	0	1.6384616	1.296984	2.1127634	1.2735256	1.6917423	1.9545085
DNA METHYLATION%GO%GO:0006306	1.0600578	1.638208	0	1.4450594	1.3528078	1.2930909	0.8455818
TELOMERE ORGANIZATION%GO%GO:0032200	1.775783	1.6371591	0.8975591	1.8068999	1.4038405	1.7876586	2.0363078
AMINO ACID ACTIVATION%GO%GO:0043038	0	1.6371082	0	0.98222405	0	1.4833848	1.2177498
CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%REACT_111056.1	1.0154457	1.6367229	1.6348577	2.2105675	1.1075637	1.5293039	2.1112003
MITOTIC CELL CYCLE%GO%GO:0000278	0.97603804	1.6366105	0	1.665003	1.5343076	1.5330102	1.3780239
POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051437	0	1.6362319	1.3609025	2.0151079	1.4948056	1.5809705	1.9226899
HIV INFECTION%REACTOME%REACT_6185.6	0	1.6354523	0	1.8886799	1.443184	1.3994553	1.5874312
ESTABLISHMENT OF CHROMOSOME LOCALIZATION%GO%GO:0051303	0.83172184	1.6351447	0	0.7178281	0	0.8440356	0.9762078
MACROMOLECULE METHYLATION%GO%GO:0043414	0.88726634	1.6342553	0	1.6865958	1.2998053	1.4903942	0
TRNA AMINOACYLATION%GO%GO:0043039	0	1.6335418	0	0.97731566	0	1.4712191	1.2299373
HISTONE METHYLATION%GO%GO:0016571	1.3200065	1.6334018	0	1.3705509	1.2817016	1.4290637	0
MALE SEX DIFFERENTIATION%GO%GO:0046661	0.7442102	1.6325568	1.027992	1.63877	1.5648483	1.3761326	0.75530404
G1 DNA DAMAGE CHECKPOINT%GO%GO:0044783	0	1.6322199	1.3070806	2.1203787	1.2798166	1.6856846	1.9651854
STEROL BIOSYNTHETIC PROCESS%GO%GO:0016126	0	1.6312844	0	2.2916641	1.4586414	0	2.220585
DOUBLE-STRAND BREAK REPAIR%GO%GO:0006302	1.185847	1.6312355	0	1.5730257	0	1.4237901	1.2116315
