	Fetal_Gut	Fetal_Ovary	Fetal_Placenta	Fetal_Testis	Fetal_Brain	Fetal_Heart	Fetal_Liver
DNA REPLICATION PRE-INITIATION%REACTOME%REACT_734.3	0	1.7553813	0	2.1800983	0	1.7668427	2.209565
7-METHYLGUANOSINE RNA CAPPING%GO%GO:0009452	0	1.7542572	0	1.7642344	0	0	0
NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GO%GO:0015931	0	1.7533864	0	1.6968029	0	0	0
DNA REPLICATION%GO%GO:0006260	0	1.7531791	0	1.8271027	0	0	1.7441522
DNA REPAIR%REACTOME%REACT_216.2	0	1.7519811	0	1.8970809	0	0	0
RECIPROCAL MEIOTIC RECOMBINATION%GO%GO:0007131	0	1.7518189	0	0	0	0	0
RNA CAPPING%GO%GO:0036260	0	1.751641	0	1.7409283	0	0	0
BASE-EXCISION REPAIR%GO%GO:0006284	0	1.7511315	0	0	0	0	0
MITOTIC ANAPHASE%GO%GO:0000090	0	1.7508003	0	1.795877	0	0	0
RIBOSOME BIOGENESIS%GO%GO:0042254	0	1.7488118	0	2.0656998	0	0	1.777289
RNA 3'-END PROCESSING%GO%GO:0031123	0	1.7480203	0	1.8128362	0	1.7710689	0
M G1 TRANSITION%REACTOME%REACT_1725.3	0	1.7475123	0	2.2012932	0	1.7562025	2.2247677
RRNA PROCESSING%GO%GO:0006364	0	1.7454249	0	2.0773966	0	0	1.9005917
'DE NOVO' POSTTRANSLATIONAL PROTEIN FOLDING%GO%GO:0051084	0	1.7454193	0	1.7579677	2.3331537	1.8312944	1.9626237
ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME%REACT_1258.3	0	1.7452668	2.2968266	2.2133436	0	1.992183	2.5558732
NUCLEOTIDE EXCISION REPAIR%KEGG%HSA03420	0	1.7447822	0	0	0	0	0
MRNA 3'-END PROCESSING%REACTOME%REACT_1849.3	0	1.7432075	0	1.9062762	0	1.7703544	0
TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006368	0	1.7428054	0	1.6992241	0	0	0
MITOTIC G1-G1 S PHASES%REACTOME%REACT_21267.3	0	1.7421149	0	1.8873413	0	0	1.9986839
INFLUENZA LIFE CYCLE%REACTOME%REACT_6145.4	0	1.7399861	2.4316187	2.1808834	0	1.785228	2.081767
DNA RECOMBINATION%GO%GO:0006310	0	1.7388566	0	1.8072656	0	0	0
INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS%REACTOME%REACT_6757.3	0	1.7370746	0	0	0	0	0
NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006289	0	1.7364177	0	1.7902972	0	0	0
TRANSCRIPTION OF THE HIV GENOME%REACTOME%REACT_6233.3	0	1.7356186	0	1.7011735	0	0	0
REGULATION OF RNA SPLICING%GO%GO:0043484	0	1.7346693	0	0	0	1.7752322	0
TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GO%GO:0010833	0	1.7340007	0	0	0	0	1.766735
RECIPROCAL DNA RECOMBINATION%GO%GO:0035825	0	1.7334479	0	0	0	0	0
RIBOSOMAL SCANNING AND START CODON RECOGNITION%REACTOME%REACT_931.2	0	1.7315671	2.2017314	2.2027516	0	1.9849902	2.4966795
DNA-DEPENDENT TRANSCRIPTION, ELONGATION%GO%GO:0006354	0	1.7311189	0	1.6915741	0	0	0
TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%REACT_1979.2	0	1.7301983	2.285221	2.1567085	0	1.9748056	2.5203843
M PHASE OF MITOTIC CELL CYCLE%GO%GO:0000087	0	1.728366	0	1.8137584	0	0	0
RIBOSOME BIOGENESIS IN EUKARYOTES%KEGG%HSA03008	0	1.7264286	0	1.8947096	0	0	0
INFLUENZA INFECTION%REACTOME%REACT_6167.4	0	1.7263548	2.3826423	2.153357	0	1.766577	2.0420053
M PHASE%GO%GO:0000279	0	1.7261968	0	1.8226354	0	0	0
NUCLEOTIDE EXCISION REPAIR%REACTOME%REACT_1826.3	0	1.7240157	0	1.805493	0	0	0
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%REACT_1079.2	0	1.723501	2.2401597	2.2260191	0	1.9264338	2.442025
HISTONE EXCHANGE%GO%GO:0043486	0	1.7221087	0	2.1201322	1.9523802	1.8048145	1.8168718
FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%REACT_16956.3	0	1.720711	0	1.7225118	2.1171584	2.0778792	2.1150854
MITOSIS%GO%GO:0007067	0	1.7188244	0	0	0	0	0
NUCLEAR DIVISION%GO%GO:0000280	0	1.7181456	0	0	0	0	0
NUCLEAR EXPORT%GO%GO:0051168	0	1.7175387	0	0	0	0	0
MITOTIC M-M G1 PHASES%REACTOME%REACT_21300.3	0	1.7161975	0	1.8466032	0	0	0
MITOTIC PROMETAPHASE%REACTOME%REACT_682.3	0	1.7116245	0	0	0	0	0
RNA POLYMERASE II PRE-TRANSCRIPTION EVENTS%REACTOME%REACT_22107.2	0	1.7107431	0	1.7123778	0	0	0
NEGATIVE REGULATION OF TRANSLATION%GO%GO:0017148	0	1.7086842	0	0	0	0	0
CELL CYCLE PHASE%GO%GO:0022403	0	1.7085463	0	1.8179735	0	0	0
ORC1 REMOVAL FROM CHROMATIN%REACTOME%REACT_1156.2	0	1.7080135	0	2.1814296	0	1.7569469	2.2177873
MRNA CAPPING%REACTOME%REACT_1470.4	0	1.7072837	0	0	0	0	0
REGULATION OF LIGASE ACTIVITY%GO%GO:0051340	0	1.7068994	0	2.0338993	0	0	1.8690348
CENTROMERE COMPLEX ASSEMBLY%GO%GO:0034508	0	1.7064348	0	2.0382442	1.8976955	1.8241214	0
METABOLISM OF RNA%REACTOME%REACT_21257.2	0	1.704828	2.0153804	2.120657	0	1.8045294	1.9298208
AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	0	1.7031844	0	0	0	0	0
ORGANELLE FISSION%GO%GO:0048285	0	1.702811	0	0	0	0	0
REMOVAL OF LICENSING FACTORS FROM ORIGINS%REACTOME%REACT_207.3	0	1.7014457	0	2.1800494	0	1.7304115	2.1631317
REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051438	0	1.6998495	0	2.0313067	0	0	1.8382856
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_975.5	0	1.6994147	0	0	0	0	0
RNA POLYMERASE%KEGG%HSA03020	0	1.6987542	0	0	0	0	0
INTERPHASE%GO%GO:0051325	0	1.6979488	0	1.9592727	0	1.8179584	2.0102992
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GO%GO:0000956	0	1.6970068	2.082899	2.0822656	0	1.807106	2.03317
PROTEASOME%KEGG%HSA03050	0	1.6942836	0	2.1986318	0	0	2.2601156
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%REACT_2148.2	0	1.6926903	0	2.2187147	0	1.7578418	2.2190032
DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GO%GO:0034724	0	1.6918623	0	2.0750148	1.9383597	1.7949623	1.7502782
NCRNA METABOLIC PROCESS%GO%GO:0034660	0	1.6894886	0	1.7140317	0	0	0
MITOTIC ANAPHASE%REACTOME%REACT_1275.2	0	1.6890733	0	1.7495894	0	0	0
MRNA CATABOLIC PROCESS%GO%GO:0006402	0	1.6888397	1.9349562	2.0614414	0	1.7922962	1.9275584
CHROMATIN REMODELING%GO%GO:0006338	0	1.688162	0	1.7947265	1.8067765	0	0
CENP-A CONTAINING NUCLEOSOME ASSEMBLY AT CENTROMERE%GO%GO:0034080	0	1.6875173	0	2.0892637	1.9285293	1.7919412	0
MITOTIC METAPHASE AND ANAPHASE%REACTOME%REACT_150314.1	0	1.6871104	0	1.7498696	0	0	0
CHOLESTEROL BIOSYNTHETIC PROCESS%GO%GO:0006695	0	1.6866132	0	2.3520708	0	0	2.3575158
REGULATION OF DNA REPLICATION%REACTOME%REACT_829.4	0	1.6851314	0	2.1876783	0	0	2.1721547
DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GO%GO:0006336	0	1.6842312	0	2.0943506	1.9399208	1.787196	1.7544438
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%REACT_2243.4	0	1.6830459	0	2.2147563	0	1.7451835	2.1808991
VESICLE TARGETING, TO, FROM OR WITHIN GOLGI%GO%GO:0048199	0	1.6819248	2.2641513	0	0	0	1.962421
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%REACT_6837.2	0	1.6816272	0	2.0307422	0	0	1.967635
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_6237.3	0	1.6814725	0	0	0	0	0
STEROID BIOSYNTHESIS%KEGG%HSA00100	0	1.6806344	0	2.2259476	0	0	2.2561183
RRNA METABOLIC PROCESS%GO%GO:0016072	0	1.6789311	0	2.0292852	0	0	1.8555038
ATP-DEPENDENT CHROMATIN REMODELING%GO%GO:0043044	0	1.6777908	0	1.9618335	2.0145712	1.7817506	0
PROTEIN SUMOYLATION%GO%GO:0016925	0	1.6777365	0	0	0	0	0
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%REACT_1574.2	0	1.6776166	0	2.0660405	0	0	2.10171
RNA CATABOLIC PROCESS%GO%GO:0006401	0	1.6768522	0	2.0097752	0	0	1.939991
POSITIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051351	0	1.6745543	0	2.0344617	0	0	1.9399854
REGULATION OF MITOTIC CELL CYCLE%REACTOME%REACT_21279.2	0	1.6710085	0	2.01166	0	0	1.997132
CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME%REACT_9029.2	0	1.6708866	0	2.0969384	0	0	2.0682034
NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME%REACT_118780.2	0	1.6703446	0	0	0	0	0
TRANSLATIONAL ELONGATION%GO%GO:0006414	0	1.6697508	2.6396184	2.290384	0	2.0061898	2.7107244
REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051439	0	1.6682011	0	1.9971246	0	0	1.9432554
SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS%GO%GO:0016445	0	1.6675519	0	0	0	0	0
OLFACTORY SIGNALING PATHWAY%REACTOME%REACT_15488.3	0	1.6670709	2.1852229	0	0	0	1.9138501
SEPARATION OF SISTER CHROMATIDS%REACTOME%REACT_150471.2	0	1.6662967	0	1.7360408	0	0	0
CELL CYCLE%REACTOME%REACT_115566.3	0	1.6658148	0	1.8469353	0	0	0
POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GO%GO:2000243	0	1.6657581	0	1.7284871	0	0	0
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%REACT_150425.2	0	1.6651775	0	0	0	0	0
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%REACT_6828.1	0	1.6626159	0	2.0194159	0	0	2.0166311
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	0	1.6624241	0	0	0	0	0
FORMATION OF TRANSCRIPTION-COUPLED NER (TC-NER) REPAIR COMPLEX%REACTOME%REACT_1941.3	0	1.6616269	0	0	0	0	0
ANAPHASE-PROMOTING COMPLEX-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GO%GO:0031145	0	1.6616204	0	2.0184872	0	0	2.0164745
MITOTIC DNA INTEGRITY CHECKPOINT%GO%GO:0044774	0	1.6611559	0	2.0774083	0	0	1.8936769
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%REACT_1477.2	0	1.6605228	2.8074582	2.404263	0	2.017919	2.8407137
SPINDLE ORGANIZATION%GO%GO:0007051	0	1.6602162	0	0	0	0	0
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%REACT_13565.2	0	1.659739	0	2.2372935	0	0	2.1495051
CELL CYCLE, MITOTIC%REACTOME%REACT_152.6	0	1.6597008	0	1.7511207	0	0	0
DEADENYLATION-DEPENDENT MRNA DECAY%REACTOME%REACT_20639.2	0	1.6580119	0	1.7662182	0	0	0
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6954.2	0	1.6577085	0	2.0874052	0	0	2.030069
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GO%GO:0000288	0	1.6558615	0	1.7634419	0	0	0
POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051443	0	1.6557192	0	2.0582135	0	0	1.8770823
VIRAL INFECTIOUS CYCLE%GO%GO:0019058	0	1.6555173	2.3768847	2.2265294	0	1.9348646	2.331143
TELOMERE MAINTENANCE%GO%GO:0000723	0	1.654294	0	1.8323528	0	1.7738814	2.0331428
HISTONE MRNA METABOLIC PROCESS%GO%GO:0008334	0	1.6539456	0	0	0	0	0
CHROMOSOME ORGANIZATION%GO%GO:0051276	0	1.6539369	0	1.7198838	0	0	0
M PHASE%REACTOME%REACT_910.3	0	1.6535724	0	1.8090228	0	0	0
CHROMATIN REMODELING AT CENTROMERE%GO%GO:0031055	0	1.6531434	0	2.0555608	2.0245678	1.7953545	0
CELL CYCLE%KEGG%HSA04110	0	1.6527969	0	0	0	0	0
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6781.3	0	1.6526659	0	2.0805154	0	0	2.0285113
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GO%GO:0000184	0	1.6526225	2.490595	2.1774898	0	1.9112401	2.3913689
PROTEIN LOCALIZATION TO MITOCHONDRION%GO%GO:0070585	0	1.6525463	0	0	0	0	0
DUAL INCISION REACTION IN TC-NER%REACTOME%REACT_2222.3	0	1.6514663	0	0	0	0	0
REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0046782	0	1.6505858	0	1.7039616	0	0	0
VIRAL REPRODUCTIVE PROCESS%GO%GO:0022415	0	1.6502403	0	1.9225881	0	0	0
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	0	1.648939	0	1.7189198	0	0	1.7474562
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051444	0	1.6487343	0	1.9896122	0	0	1.9012709
MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0007093	0	1.6485333	0	1.7784148	0	0	1.739946
CELL CYCLE CHECKPOINT%GO%GO:0000075	0	1.648508	0	1.7628678	0	0	0
CHROMOSOME LOCALIZATION%GO%GO:0050000	0	1.6483134	0	0	0	0	0
G1 S DNA DAMAGE CHECKPOINTS%REACTOME%REACT_2254.1	0	1.6473856	0	2.274725	0	0	2.1216276
TRANSLATION%REACTOME%REACT_1014.4	0	1.6470655	2.634175	2.1824205	0	1.8943608	2.643279
PROTEIN TARGETING TO MITOCHONDRION%GO%GO:0006626	0	1.646876	0	0	0	0	0
NEGATIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051352	0	1.6460539	0	1.9804007	0	0	1.9198905
TRNA AMINOACYLATION%REACTOME%REACT_15482.3	0	1.646029	0	0	0	0	0
METABOLISM OF MRNA%REACTOME%REACT_20605.3	0	1.6460111	2.1038105	2.1531756	0	1.8849639	2.08153
CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%REACT_6850.1	0	1.6440113	0	2.0878372	0	0	1.9956213
DNA REPAIR%GO%GO:0006281	0	1.6426837	0	1.6978644	0	0	0
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%REACT_9003.1	0	1.64224	0	2.267268	0	0	2.1136613
SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5	0	1.64052	0	2.350326	0	0	2.4399624
VIRAL GENOME EXPRESSION%GO%GO:0019080	0	1.640453	2.7174788	2.3551526	0	1.9624157	2.5777824
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051436	0	1.6402526	0	2.0318973	0	0	1.9878519
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_85.1	0	1.6399468	0	2.2419932	0	0	2.1259317
CDT1 ASSOCIATION WITH THE CDC6:ORC:ORIGIN COMPLEX%REACTOME%REACT_1949.4	0	1.6399124	0	2.2868829	0	0	2.1082551
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%REACT_1625.3	0	1.6390278	0	2.252922	0	0	2.0975466
MITOTIC DNA DAMAGE CHECKPOINT%GO%GO:0044773	0	1.6384616	0	2.1127634	0	0	1.9545085
DNA METHYLATION%GO%GO:0006306	0	1.638208	0	0	0	0	0
TELOMERE ORGANIZATION%GO%GO:0032200	0	1.6371591	0	1.8068999	0	1.7876586	2.0363078
AMINO ACID ACTIVATION%GO%GO:0043038	0	1.6371082	0	0	0	0	0
CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%REACT_111056.1	0	1.6367229	0	2.2105675	0	0	2.1112003
MITOTIC CELL CYCLE%GO%GO:0000278	0	1.6366105	0	0	0	0	0
POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051437	0	1.6362319	0	2.0151079	0	0	1.9226899
HIV INFECTION%REACTOME%REACT_6185.6	0	1.6354523	0	1.8886799	0	0	0
ESTABLISHMENT OF CHROMOSOME LOCALIZATION%GO%GO:0051303	0	1.6351447	0	0	0	0	0
MACROMOLECULE METHYLATION%GO%GO:0043414	0	1.6342553	0	1.6865958	0	0	0
TRNA AMINOACYLATION%GO%GO:0043039	0	1.6335418	0	0	0	0	0
HISTONE METHYLATION%GO%GO:0016571	0	1.6334018	0	0	0	0	0
MALE SEX DIFFERENTIATION%GO%GO:0046661	0	1.6325568	0	0	0	0	0
G1 DNA DAMAGE CHECKPOINT%GO%GO:0044783	0	1.6322199	0	2.1203787	0	0	1.9651854
STEROL BIOSYNTHETIC PROCESS%GO%GO:0016126	0	1.6312844	0	2.2916641	0	0	2.220585
DOUBLE-STRAND BREAK REPAIR%GO%GO:0006302	0	1.6312355	0	0	0	0	0
APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME%REACT_6761.2	0	1.6305795	0	2.09886	0	0	1.9943316
VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME%REACT_9453.2	0	1.6303595	0	2.3035412	0	0	2.1183395
POSITIVE REGULATION OF DNA-DEPENDENT TRANSCRIPTION, ELONGATION%GO%GO:0032786	0	1.6302776	0	0	0	0	0
REGULATION OF MRNA PROCESSING%GO%GO:0050684	0	1.6289247	0	0	2.0435019	1.7858211	0
P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_1208.1	0	1.628002	0	2.262591	0	0	2.1496952
SIGNAL TRANSDUCTION INVOLVED IN DNA INTEGRITY CHECKPOINT%GO%GO:0072401	0	1.6276911	0	2.1101654	0	0	2.0178168
VIRAL REPRODUCTION%GO%GO:0016032	0	1.6268364	0	1.9263576	0	0	1.743381
ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION%GO%GO:0072655	0	1.6259884	0	0	0	0	0
MULTI-ORGANISM CELLULAR PROCESS%GO%GO:0044764	0	1.6258352	0	1.9270504	0	0	1.7342322
SIGNAL TRANSDUCTION INVOLVED IN DNA DAMAGE CHECKPOINT%GO%GO:0072422	0	1.6254401	0	2.094341	0	0	2.0534148
TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY	0	1.6254302	0	0	0	0	0
DNA ALKYLATION%GO%GO:0006305	0	1.6251867	0	0	0	0	0
METHYLATION%GO%GO:0032259	0	1.6243184	0	0	0	0	0
NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009124	0	1.623969	0	0	0	0	0
STABILIZATION OF P53%REACTOME%REACT_309.2	0	1.623792	0	2.2640173	0	0	2.1513546
AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%REACT_6785.1	0	1.6235806	0	2.0242946	0	0	1.9420863
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME%REACT_938.4	0	1.6229539	0	2.3389542	0	0	2.1268291
CELL CYCLE PHASE TRANSITION%GO%GO:0044770	0	1.6227412	0	1.7580392	0	0	0
DOUBLE-STRAND BREAK REPAIR%REACTOME%REACT_2054.4	0	1.6210577	0	0	0	0	0
AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%REACT_20549.1	0	1.6204984	0	2.266493	0	0	2.1558344
TRNA AMINOACYLATION FOR PROTEIN TRANSLATION%GO%GO:0006418	0	1.6203454	0	0	0	0	0
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN CELL CYCLE ARREST%GO%GO:0006977	0	1.6200631	0	2.0984657	0	1.7339777	2.0175786
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%REACT_1614.4	0	1.619463	0	2.2643192	0	0	2.120758
MITOTIC CELL CYCLE PHASE TRANSITION%GO%GO:0044772	0	1.6194429	0	1.755176	0	0	0
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0072413	0	1.6185182	0	2.1038244	0	1.736852	2.0235493
P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME%REACT_2160.2	0	1.6182016	0	2.2439983	0	0	2.1224158
RNA POLYMERASE II TRANSCRIPTION INITIATION%REACTOME%REACT_1851.5	0	1.6180662	0	0	0	0	0
REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GO%GO:0030071	0	1.6179653	0	0	0	0	0
REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GO%GO:1902099	0	1.6173131	0	0	0	0	0
REGULATION OF CELLULAR AMINE METABOLIC PROCESS%GO%GO:0033238	0	1.6168469	0	2.072606	0	0	2.1946223
NUCLEUS ORGANIZATION%GO%GO:0006997	0	1.6155111	0	0	0	0	0
TRANSLATION%GO%GO:0006412	0	1.6154573	0	1.8553987	0	1.9241273	2.2339375
REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME%REACT_13464.2	0	1.6152321	0	2.317377	0	0	2.1219132
REGULATION OF CELLULAR AMINO ACID METABOLIC PROCESS%GO%GO:0006521	0	1.6151539	0	2.1502092	0	0	2.1310368
CELL AGING%GO%GO:0007569	0	1.6149744	0	0	0	0	0
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%REACT_6871.2	0	1.6144936	0	2.082802	0	0	1.9404619
MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0031571	0	1.6141864	0	2.0981357	0	0	1.9790046
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0072431	0	1.6135646	0	2.1303544	0	0	2.0204003
RNA POLYMERASE II TRANSCRIPTION PRE-INITIATION AND PROMOTER OPENING%REACTOME%REACT_1655.5	0	1.6127702	0	0	0	0	0
CELLULAR PROTEIN COMPLEX DISASSEMBLY%GO%GO:0043624	0	1.6120988	2.6086855	2.2556527	0	1.9628531	2.5390594
POSITIVE REGULATION OF CELL CYCLE ARREST%GO%GO:0071158	0	1.6110855	0	2.078987	0	1.7587947	1.9669526
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	0	1.6109589	0	1.7006711	0	0	0
HOST INTERACTIONS OF HIV FACTORS%REACTOME%REACT_6288.4	0	1.609919	0	1.872415	0	0	1.7806681
HIV-1 TRANSCRIPTION INITIATION%REACTOME%REACT_6332.5	0	1.6093074	0	0	0	0	0
PROTEIN FOLDING%REACTOME%REACT_16952.2	0	1.6080207	0	1.7156742	2.0347974	1.7772248	0
NEGATIVE REGULATION OF CELL CYCLE PROCESS%GO%GO:0010948	0	1.6077257	0	1.7385176	0	0	0
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0030330	0	1.6075532	0	1.9108524	0	0	1.9248664
NUCLEOCYTOPLASMIC TRANSPORT%GO%GO:0006913	0	1.607465	0	0	0	0	0
MITOTIC SPINDLE CHECKPOINT%REACTOME%REACT_2137.2	0	1.6070284	0	0	0	0	0
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%REACT_115902.1	0	0	2.8111434	2.2148852	0	1.8170965	2.6774096
PROTEIN TARGETING TO ER%GO%GO:0045047	0	0	2.7992442	2.2461507	0	1.8429486	2.657579
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006614	0	0	2.7715774	2.2660038	0	1.8386031	2.6473715
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0072599	0	0	2.7687943	2.227692	0	1.86436	2.6357503
ASPARAGINE N-LINKED GLYCOSYLATION%REACTOME%REACT_22426.3	0	0	2.7599735	0	0	0	2.1430612
COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006613	0	0	2.7482913	2.2445571	0	1.8022367	2.6508849
COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES%REACTOME%REACT_121139.2	0	0	2.7364285	0	0	0	0
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0070972	0	0	2.7090423	2.172385	0	1.7859814	2.5598037
COLLAGEN FORMATION%REACTOME%REACT_120729.4	0	0	2.701956	0	0	0	0
MULTI-MULTICELLULAR ORGANISM PROCESS%GO%GO:0044706	0	0	2.6320295	0	0	0	0
FEMALE PREGNANCY%GO%GO:0007565	0	0	2.5840416	0	0	0	0
PROTEIN N-LINKED GLYCOSYLATION VIA ASPARAGINE%GO%GO:0018279	0	0	2.5820913	0	0	0	2.1231709
METABOLISM OF STEROID HORMONES AND VITAMIN D%REACTOME%REACT_11057.4	0	0	2.5565584	1.8103448	0	0	0
PEPTIDYL-ASPARAGINE MODIFICATION%GO%GO:0018196	0	0	2.5438695	0	0	0	2.0644965
TRANSPORT TO THE GOLGI AND SUBSEQUENT MODIFICATION%REACTOME%REACT_25046.1	0	0	2.53257	0	0	0	1.9558535
PROTEIN N-LINKED GLYCOSYLATION%GO%GO:0006487	0	0	2.5180025	0	0	0	2.1325314
STEROID HORMONES%REACTOME%REACT_15493.1	0	0	2.5102875	1.8001721	0	0	0
PROTEIN TARGETING TO MEMBRANE%GO%GO:0006612	0	0	2.484141	2.00335	0	0	2.3025458
N-GLYCAN BIOSYNTHESIS%KEGG%HSA00510	0	0	2.4808471	0	0	0	2.0188894
EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%REACT_118779.4	0	0	2.4697933	0	0	0	0
