	Fetal_Gut	Immune_Bcell	Adult_UrinaryBladder	Adult_AdrenalGland	Immune_CD4	Fetal_Ovary	Adult_Colon	Fetal_Placenta	Adult_Esophagus	Fetal_Testis	Adult_FrontalCortex	Adult_GallBladder	Fetal_Brain	Adult_Heart	Adult_SpinalCord	Fetal_Heart	Adult_Kidney	Fetal_Liver	Adult_Retina	Adult_Liver	Immune_CD8	Adult_Rectum	Adult_Lung	Immune_Monocyte	Adult_Prostate	Adult_Ovary	Immune_NK	Adult_Pancreas	Immune_Platelet
COVALENT CHROMATIN MODIFICATION%GO%GO:0016569	0	2.0254395	0	0	2.2609515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8247682	0	0	0	0	0	1.9531767	0	0
NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006289	0	2.02081	0	0	2.0497167	1.7364177	0	0	0	1.7902972	0	0	0	0	0	0	0	0	0	0	1.8444053	0	0	0	0	0	0	0	0
HISTONE MODIFICATION%GO%GO:0016570	0	2.0206928	0	0	2.3016908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8268554	0	0	0	0	0	1.9607879	0	0
DNA-DEPENDENT TRANSCRIPTION, ELONGATION%GO%GO:0006354	0	2.019102	0	0	2.1958842	1.7311189	0	0	0	1.6915741	0	0	0	0	0	0	0	0	0	0	1.8254479	0	0	0	0	0	1.9362586	0	0
DNA MODIFICATION%GO%GO:0006304	0	2.0135345	0	0	2.2758887	0	0	0	0	1.886107	0	0	0	0	0	0	0	0	0	0	1.7618291	0	0	0	0	0	0	0	0
RNA CAPPING%GO%GO:0036260	0	2.0123014	0	0	2.0289223	1.751641	0	0	0	1.7409283	0	0	0	0	0	0	0	0	0	0	1.7280741	0	0	0	0	0	1.7987851	0	0
PROTEIN-DNA COMPLEX DISASSEMBLY%GO%GO:0032986	0	2.0100195	0	0	1.8726454	1.7960606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8058429	0	0	0	0	0	1.8983487	0	0
REGULATION OF B CELL PROLIFERATION%GO%GO:0030888	0	2.0056193	0	0	1.9302224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6471528	0	0	1.9205569	1.8887933	0	1.9727033	0	0
7-METHYLGUANOSINE RNA CAPPING%GO%GO:0009452	0	2.002541	0	0	2.0141563	1.7542572	0	0	0	1.7642344	0	0	0	0	0	0	0	0	0	0	1.7097076	0	0	0	0	0	1.8106123	0	0
RNA POLYMERASE II TRANSCRIPTION%REACTOME%REACT_1366.2	0	1.9994125	0	0	2.3360307	1.8063861	0	0	0	1.9363725	0	0	0	0	0	0	0	0	0	0	1.9673477	0	0	1.7829689	0	0	2.3383098	0	0
DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GO%GO:0000724	0	1.9967917	0	0	1.9041349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6919004	0	0	0	0	0	0	0	0
TYPE I DIABETES MELLITUS%KEGG%HSA04940	0	1.9959198	0	1.8355824	0	0	2.4191139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8554423	2.141672	0	0	1.9190828	0	0
ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GO%GO:0050851	0	1.9947475	0	0	1.9998116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.839601	0	0	1.9814508	0	0	2.1148598	0	0
FORMATION OF THE EARLY ELONGATION COMPLEX%REACTOME%REACT_846.4	0	1.9935772	0	0	2.0341601	1.8002687	0	0	0	1.8030131	0	0	0	0	0	0	0	0	0	0	1.7185225	0	0	1.863828	0	0	1.973158	0	0
DOWNSTREAM TCR SIGNALING%REACTOME%REACT_12555.2	0	1.99257	0	0	1.9845074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0146255	0	0	1.8994374	0	0
FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%REACT_6319.4	0	1.9924452	0	0	2.024507	1.796002	0	0	0	1.7857488	0	0	0	0	0	0	0	0	0	0	1.7260814	0	0	1.851841	0	0	1.9662817	0	0
TCR SIGNALING%REACTOME%REACT_12526.2	0	1.991953	0	0	2.1579387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7511067	0	0	2.0180044	0	0	2.0993292	0	0
NUCLEOSOME DISASSEMBLY%GO%GO:0006337	0	1.9908214	0	0	1.8574579	1.8108499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8326945	0	0	0	0	0	1.8823423	0	0
FORMATION OF HIV-1 ELONGATION COMPLEX IN THE ABSENCE OF HIV-1 TAT%REACTOME%REACT_22201.2	0	1.9898065	0	0	2.048414	1.8017375	0	0	0	1.7547473	0	0	0	0	0	0	0	0	0	0	1.7302468	0	0	1.9069734	0	0	1.901891	0	0
HIV-1 TRANSCRIPTION ELONGATION%REACTOME%REACT_6274.3	0	1.9876561	0	0	2.0352316	1.774838	0	0	0	1.7794157	0	0	0	0	0	0	0	0	0	0	1.7139182	0	0	1.9520965	0	0	1.9651126	0	0
REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0046782	0	1.9868143	0	0	2.1037688	1.6505858	0	0	0	1.7039616	0	0	0	0	0	0	0	0	0	0	1.8093107	0	0	0	0	0	2.053657	0	0
GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%REACT_12623.2	0	1.9862093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8843646	2.0093656	0	0	2.0674694	0	0
DNA REPAIR%GO%GO:0006281	0	1.9821482	0	0	2.1746435	1.6426837	0	0	0	1.6978644	0	0	0	0	0	0	0	0	0	0	1.8190705	0	0	0	0	0	1.8040053	0	0
TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006368	0	1.980023	0	0	2.2315164	1.7428054	0	0	0	1.6992241	0	0	0	0	0	0	0	0	0	0	1.7912892	0	0	1.8298647	0	0	2.0211103	0	0
RNA POLYMERASE II TRANSCRIPTION ELONGATION%REACTOME%REACT_833.3	0	1.979103	0	0	2.0598087	1.8260418	0	0	0	1.726921	0	0	0	0	0	0	0	0	0	0	1.72004	0	0	1.8777986	0	0	1.929918	0	0
DOUBLE-STRAND BREAK REPAIR%REACTOME%REACT_2054.4	0	1.9780208	0	0	1.8488777	1.6210577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7055477	0	0	0	0	0	0	0	0
TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME%REACT_6162.3	0	1.9775988	0	0	2.0576632	1.8083395	0	0	0	1.7662487	0	0	0	0	0	0	0	0	0	0	1.7098588	0	0	1.923372	0	0	1.9442228	0	0
FORMATION OF RNA POL II ELONGATION COMPLEX%REACTOME%REACT_1845.4	0	1.9764965	0	0	2.04947	1.8133821	0	0	0	1.7129898	0	0	0	0	0	0	0	0	0	0	1.7170063	0	0	1.8903943	0	0	1.9577324	0	0
PROTEIN ACETYLATION%GO%GO:0006473	0	1.9764742	0	0	2.1569128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9798268	0	0	0	0	0	1.7797389	0	0
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_6237.3	0	1.9762217	0	0	2.008512	1.6814725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6463163	0	0	0	0	0	1.808853	0	0
NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION%GO%GO:2001251	0	1.9759401	0	0	1.825899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8758317	0	0	0	0	0	0	0	0
OSTEOCLAST DIFFERENTIATION%KEGG%HSA04380	0	1.9745612	0	0	0	0	0	0	0	0	0	1.9065616	0	0	0	0	0	0	0	0	1.7320474	0	0	2.3437078	0	0	2.104765	0	1.8475778
HISTONE EXCHANGE%GO%GO:0043486	0	1.9693326	0	0	1.970015	1.7221087	0	0	0	2.1201322	0	0	1.9523802	0	0	1.8048145	0	1.8168718	0	0	1.9351426	0	0	0	0	0	1.9857488	0	0
DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GO%GO:0006336	0	1.9674325	0	0	1.9976009	1.6842312	0	0	0	2.0943506	0	0	1.9399208	0	0	1.787196	0	1.7544438	0	0	1.9977233	0	0	0	0	0	2.0272558	0	0
NCRNA PROCESSING%GO%GO:0034470	0	1.9666817	0	0	2.146685	0	0	0	0	1.8715241	0	0	0	0	0	0	0	0	0	0	1.7994784	0	0	0	0	0	0	1.8100404	0
CHROMATIN DISASSEMBLY%GO%GO:0031498	0	1.9665383	0	0	1.889356	1.8151406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8559898	0	0	0	0	0	1.9102757	0	0
INTERNAL PROTEIN AMINO ACID ACETYLATION%GO%GO:0006475	0	1.9652867	0	0	2.116173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.925868	0	0	0	0	0	1.8119116	0	0
RECOMBINATIONAL REPAIR%GO%GO:0000725	0	1.9640156	0	0	1.900243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7196873	0	0	0	0	0	0	0	0
MRNA CAPPING%REACTOME%REACT_1470.4	0	1.9628516	0	0	2.0348723	1.7072837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6961774	0	0	0	0	0	1.8568914	0	0
INTERFERON-GAMMA-MEDIATED SIGNALING PATHWAY%GO%GO:0060333	0	1.961509	0	0	0	0	2.1154149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.345902	2.1512895	2.0897512	0	1.8346648	0	0
TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS%REACTOME%REACT_338.2	0	1.9602228	0	0	2.280379	1.9687989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9856948	0	0	2.0117683	0	0	2.053056	0	0
FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME%REACT_6346.4	0	1.9599979	0	0	2.0648513	1.8194381	0	0	0	1.756752	0	0	0	0	0	0	0	0	0	0	1.7037785	0	0	1.8928708	0	0	1.9357512	0	0
INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS%REACTOME%REACT_6916.4	0	1.9599897	0	0	2.1786795	1.939699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9359951	0	0	0	0	0	1.9402515	0	0
TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006367	0	1.9583191	0	0	1.8727933	0	0	0	0	1.768167	0	0	0	0	0	0	0	0	0	0	1.8053151	0	0	0	0	0	1.779942	0	0
NCRNA METABOLIC PROCESS%GO%GO:0034660	0	1.9577264	0	0	2.1748867	1.6894886	0	0	0	1.7140317	0	0	0	0	0	0	0	0	0	0	1.7360784	0	0	0	0	0	0	0	0
CENTROMERE COMPLEX ASSEMBLY%GO%GO:0034508	0	1.9560807	0	0	1.9023147	1.7064348	0	0	0	2.0382442	0	0	1.8976955	0	0	1.8241214	0	0	0	0	1.8499272	0	0	0	0	0	2.0681343	0	0
MRNA 3'-END PROCESSING%GO%GO:0031124	0	1.9555172	0	0	2.1375709	1.7556087	0	0	0	1.8358406	0	0	0	0	0	1.7689724	0	0	0	0	1.9795436	0	0	0	0	0	1.8605428	0	0
CYTOSOLIC DNA-SENSING PATHWAY%KEGG%HSA04623	0	1.9532825	0	0	2.0107505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.709077	0	0	0	0	0	2.1632254	0	0
TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006283	0	1.953281	0	0	2.1395493	1.7974133	0	0	0	1.7717695	0	0	0	0	0	0	0	0	0	0	1.7724754	0	0	1.8604794	0	0	1.7810917	0	0
HEXOSE UPTAKE%REACTOME%REACT_9441.2	0	1.9531021	0	0	1.9820353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6319022	0	0	0	0	0	1.8108499	0	0
RNA TRANSPORT%KEGG%HSA03013	0	1.9528873	0	0	2.1034029	1.866766	0	0	0	1.856157	0	0	0	0	0	0	0	0	0	0	1.782439	0	0	0	0	0	0	0	0
NUCLEOTIDE EXCISION REPAIR%REACTOME%REACT_1826.3	0	1.9520415	0	0	2.0908184	1.7240157	0	0	0	1.805493	0	0	0	0	0	0	0	0	0	0	1.8062901	0	0	0	0	0	0	0	0
PROTEIN ACYLATION%GO%GO:0043543	0	1.951085	0	0	2.0953412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9823177	0	0	0	0	0	1.8517301	0	0
ATP-DEPENDENT CHROMATIN REMODELING%GO%GO:0043044	0	1.9495437	0	0	1.8610216	1.6777908	0	0	0	1.9618335	0	0	2.0145712	0	0	1.7817506	0	0	0	0	1.8327295	0	0	0	0	0	1.9934918	0	0
RIBONUCLEOPROTEIN COMPLEX BIOGENESIS%GO%GO:0022613	0	1.9484813	0	0	2.2675347	1.8021092	0	0	0	2.055285	0	0	0	0	0	1.7380474	0	0	0	0	1.8879133	0	0	0	0	0	1.912991	0	0
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_975.5	0	1.9466976	0	0	1.9964691	1.6994147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6781223	0	0	0	0	0	1.8005912	0	0
DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GO%GO:0034724	0	1.9465386	0	0	2.0114987	1.6918623	0	0	0	2.0750148	0	0	1.9383597	0	0	1.7949623	0	1.7502782	0	0	1.9764183	0	0	0	0	0	2.057497	0	0
VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME%REACT_7991.2	0	1.9462566	0	0	2.232869	1.9158856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0242436	0	0	0	0	0	2.0706534	0	0
ATM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATM PATHWAY	0	1.9450905	0	0	1.8673351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7135048	0	0	0	0	0	1.8245018	0	0
TRANSPORT OF RIBONUCLEOPROTEINS INTO THE HOST NUCLEUS%REACTOME%REACT_6248.3	0	1.9450561	0	0	2.1781976	1.863261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0002637	0	0	1.7893546	0	0	1.924257	0	0
INTERFERON GAMMA SIGNALING%REACTOME%REACT_25078.1	0	1.9444566	0	0	0	0	2.0763147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2975159	2.0891047	2.2492273	0	1.8688469	0	0
TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRONLESS TRANSCRIPT%REACTOME%REACT_1835.3	0	1.942174	0	0	2.3295228	1.937199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9750595	0	0	2.0033014	0	0	2.0678885	0	0
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	0	1.9417493	0	0	1.7391938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.730804	0	0	0	0	0	0	0	0
CENP-A CONTAINING NUCLEOSOME ASSEMBLY AT CENTROMERE%GO%GO:0034080	0	1.9390402	0	0	1.9878091	1.6875173	0	0	0	2.0892637	0	0	1.9285293	0	0	1.7919412	0	0	0	0	1.9818048	0	0	0	0	0	2.0772276	0	0
DNA-DEPENDENT TRANSCRIPTION, INITIATION%GO%GO:0006352	0	1.9375799	0	0	1.8306694	0	0	0	0	1.7903115	0	0	0	0	0	0	0	0	0	0	1.782349	0	0	0	0	0	0	0	0
TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006366	0	1.9367365	0	0	1.9657087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8407172	0	0	0	0	0	2.1235712	0	0
DUAL INCISION REACTION IN TC-NER%REACTOME%REACT_2222.3	0	1.9349253	0	0	1.8867407	1.6514663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6828685	0	0	0	0	0	0	0	0
CHROMATIN REMODELING AT CENTROMERE%GO%GO:0031055	0	1.9346979	0	0	1.9866539	1.6531434	0	0	0	2.0555608	0	0	2.0245678	0	0	1.7953545	0	0	0	0	1.8827425	0	0	0	0	0	1.9668547	0	0
FORMATION OF TRANSCRIPTION-COUPLED NER (TC-NER) REPAIR COMPLEX%REACTOME%REACT_1941.3	0	1.9343085	0	0	1.8695498	1.6616269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6660187	0	0	0	0	0	0	0	0
SNRNP ASSEMBLY%REACTOME%REACT_11066.1	0	1.9323837	0	0	2.2252798	1.9830987	0	0	0	1.7035148	0	0	0	0	0	0	0	0	0	0	1.9224753	0	0	0	0	0	1.8646609	0	0
POSITIVE REGULATION OF B CELL PROLIFERATION%GO%GO:0030890	0	1.930975	0	0	1.9076664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8623031	0	1.7830493	0	0
NON-CODING RNA METABOLISM%REACTOME%REACT_11052.2	0	1.9294126	0	0	2.2131808	1.980734	0	0	0	1.7037182	0	0	0	0	0	0	0	0	0	0	1.907052	0	0	0	0	0	1.872709	0	0
DNA-DEPENDENT TRANSCRIPTION, TERMINATION%GO%GO:0006353	0	1.9289769	0	0	2.2020304	1.7896287	0	0	0	1.8318417	0	0	0	0	0	0	0	0	0	0	1.928316	0	0	0	0	0	1.9987402	0	0
NUCLEAR TRANSPORT%GO%GO:0051169	0	1.9270432	0	0	2.1176596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.797573	0	0	0	0	0	2.001274	0	0
7-METHYLGUANOSINE MRNA CAPPING%GO%GO:0006370	0	1.9248283	0	0	2.0969384	1.755811	0	0	0	1.7130227	0	0	0	0	0	0	0	0	0	0	1.7146369	0	0	0	0	0	1.8318647	0	0
B CELL RECEPTOR SIGNALING PATHWAY%KEGG%HSA04662	0	1.9227108	0	0	1.6950243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6958295	0	0	1.999234	0	0	2.139112	0	2.2536829
CELLULAR PROTEIN COMPLEX DISASSEMBLY%GO%GO:0043624	0	1.9226223	0	0	0	1.6120988	0	2.6086855	0	2.2556527	0	0	0	0	0	1.9628531	0	2.5390594	0	0	1.7646315	0	0	0	0	0	0	2.2121518	0
REV-MEDIATED NUCLEAR EXPORT OF HIV-1 RNA%REACTOME%REACT_6190.4	0	1.9224049	0	0	2.1797557	1.908256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9327534	0	0	1.9064184	0	0	1.9642129	0	0
BCR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BCR SIGNALING PATHWAY	0	1.9223509	0	0	1.9207375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1388817	0	0	1.9746312	0	1.9552739
NUCLEOCYTOPLASMIC TRANSPORT%GO%GO:0006913	0	1.914121	0	0	2.1183207	1.607465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.782411	0	0	0	0	0	1.9789532	0	0
INFLUENZA INFECTION%REACTOME%REACT_6167.4	0	1.910939	0	0	0	1.7263548	0	2.3826423	0	2.153357	0	0	0	0	0	1.766577	0	2.0420053	0	0	1.7413396	0	0	0	0	0	0	1.9201075	0
REGULATION OF INTERFERON-BETA PRODUCTION%GO%GO:0032648	0	1.9108195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.698051	0	0	2.0133924	0	0	0	0	0
INFLUENZA LIFE CYCLE%REACTOME%REACT_6145.4	0	1.9091802	0	0	0	1.7399861	0	2.4316187	0	2.1808834	0	0	0	0	0	1.785228	0	2.081767	0	0	1.726879	0	0	0	0	0	0	1.9286808	0
POSITIVE REGULATION OF MULTI-ORGANISM PROCESS%GO%GO:0043902	0	1.9080563	0	0	2.002826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7893982	0	0	0	0	0	1.9172143	0	0
DNA RECOMBINATION%GO%GO:0006310	0	1.9074674	0	0	2.0933187	1.7388566	0	0	0	1.8072656	0	0	0	0	0	0	0	0	0	0	1.7103707	0	0	0	0	0	0	0	0
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	0	1.90711	0	0	1.887826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7819791	0	0	0	0	0	1.8731246	0	0
RNA 3'-END PROCESSING%GO%GO:0031123	0	1.9058057	0	0	2.1970613	1.7480203	0	0	0	1.8128362	0	0	0	0	0	1.7710689	0	0	0	0	1.9848558	0	0	0	0	0	1.8085805	0	0
BIOCARTA_STRESS_PATHWAY%MSIGDB_C2%BIOCARTA_STRESS_PATHWAY	0	1.904664	0	0	1.7706982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8766496	0	0	0	0	0	0	0	0
POSITIVE REGULATION OF VIRAL REPRODUCTION%GO%GO:0048524	0	1.9035863	0	0	2.0195935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8288599	0	0	0	0	0	1.9606133	0	0
DNA METHYLATION%GO%GO:0006306	0	1.9030296	0	0	1.9068279	1.638208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISTONE H4 ACETYLATION%GO%GO:0043967	0	1.9025633	0	0	2.030695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9129233	0	0	0	0	0	0	0	0
DNA ALKYLATION%GO%GO:0006305	0	1.9020904	0	0	1.9068784	1.6251867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY	0	1.9014995	0	0	2.038904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8359572	0	0	1.8816131	0	0	0	0	0
POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GO%GO:2000243	0	1.8993794	0	0	1.9339424	1.6657581	0	0	0	1.7284871	0	0	0	0	0	0	0	0	0	0	1.7261353	0	0	0	0	0	0	0	0
NUCLEOTIDE-EXCISION REPAIR, DNA DAMAGE REMOVAL%GO%GO:0000718	0	1.8984025	0	0	1.9088222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9185442	0	0	0	0	0	0	0	0
MRNA METABOLIC PROCESS%GO%GO:0016071	0	1.8981506	0	0	2.2485576	1.8076131	0	0	0	2.1360407	0	0	1.8793155	0	0	1.9022229	0	1.7962661	0	0	1.8676856	0	0	0	0	0	0	0	0
TRANSCRIPTION-COUPLED NER (TC-NER)%REACTOME%REACT_1628.2	0	1.8976152	0	0	2.1006548	1.7886803	0	0	0	1.851126	0	0	0	0	0	0	0	0	0	0	1.7556698	0	0	1.8537103	0	0	0	0	0
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GO%GO:0000956	0	1.8968865	0	0	1.8884141	1.6970068	0	2.082899	0	2.0822656	0	0	0	0	0	1.807106	0	2.03317	0	0	1.8481853	0	0	0	0	0	0	1.8208183	0
RIG-I-LIKE RECEPTOR SIGNALING PATHWAY%KEGG%HSA04622	0	1.896825	0	0	1.9017696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8185831	0	0	1.8389719	0	0	0	0	0
DNA EXCISION%GO%GO:0044349	0	1.8948094	0	0	1.8819505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9707509	0	0	0	0	0	0	0	0
BCR%NETPATH%BCR	0	1.8920733	0	0	1.9268476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7122064	0	0	1.8818358	0	0	2.0407703	0	2.3056417
TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GO%GO:0060337	0	1.8886753	0	0	2.1734657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.685806	0	2.3248107	2.1688764	0	0	2.1006927	0	0
TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA%REACTOME%REACT_424.3	0	1.8879896	0	0	2.261898	1.9113955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9665098	0	0	1.9370818	0	0	2.0149157	0	0
BIOCARTA_PML_PATHWAY%MSIGDB_C2%BIOCARTA_PML_PATHWAY	0	1.8876455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7615702	0	0	0	0	0	1.7818698	0	0
RRNA METABOLIC PROCESS%GO%GO:0016072	0	1.8867544	0	0	2.0520267	1.6789311	0	0	0	2.0292852	0	0	0	0	0	0	0	1.8555038	0	0	1.8332171	0	0	0	0	0	0	1.8744944	0
RNA CATABOLIC PROCESS%GO%GO:0006401	0	1.8856578	0	0	1.839912	1.6768522	0	0	0	2.0097752	0	0	0	0	0	0	0	1.939991	0	0	1.81415	0	0	0	0	0	0	0	0
REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN%REACTOME%REACT_6804.2	0	1.8842969	0	0	2.2765481	1.8250451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9438132	0	0	1.9369805	0	1.8512132	2.0475564	0	0
RESPONSE TO TYPE I INTERFERON%GO%GO:0034340	0	1.8828288	0	0	2.207836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6978991	0	2.2287292	2.0998957	0	0	2.1463072	0	0
TRANSPORT OF THE SLBP DEPENDANT MATURE MRNA%REACTOME%REACT_405.3	0	1.88113	0	0	2.2386913	1.9185404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.952488	0	0	1.9113419	0	0	1.9747517	0	0
VIRAL GENOME EXPRESSION%GO%GO:0019080	0	1.880979	0	0	0	1.640453	0	2.7174788	0	2.3551526	0	0	0	0	0	1.9624157	0	2.5777824	0	0	1.7892276	0	0	0	0	0	0	2.2971628	0
NUCLEOTIDE EXCISION REPAIR%KEGG%HSA03420	0	1.8791603	0	0	2.0989537	1.7447822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7120353	0	0	1.8560698	0	0	0	0	0
NUCLEAR IMPORT OF REV PROTEIN%REACTOME%REACT_9395.2	0	1.8773327	0	0	2.2216542	1.8975307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9244771	0	0	0	0	0	2.0330017	0	0
DUAL INCISION REACTION IN GG-NER%REACTOME%REACT_311.2	0	1.8766246	0	0	1.893207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9218267	0	0	0	0	0	0	0	0
TRAF6 MEDIATED IRF7 ACTIVATION%REACTOME%REACT_24938.1	0	1.8763098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6667676	0	0	1.9963471	0	0	0	0	0
INTERFERON SIGNALING%REACTOME%REACT_25229.1	0	1.8760526	0	0	1.8808479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6323444	0	0	1.8368126	0	0	1.8654505	0	0
POSITIVE REGULATION OF KIDNEY DEVELOPMENT%GO%GO:0090184	0	1.8741108	0	0	0	0	0	0	1.9348024	2.4563808	0	0	0	0	0	1.9325346	0	0	0	0	0	2.0021036	0	0	0	0	0	0	0
TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY	0	1.8720866	0	0	1.7333227	1.6254302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIBOSOME BIOGENESIS%GO%GO:0042254	0	1.8718911	0	0	2.1416175	1.7488118	0	0	0	2.0656998	0	0	0	0	0	0	0	1.777289	0	0	1.8060501	0	0	0	0	0	0	1.8587631	0
