	Fetal_Gut	Fetal_Ovary	Fetal_Placenta	Fetal_Testis	Fetal_Brain	Fetal_Heart	Fetal_Liver
TRANSLATION%GO%GO:0006412	0	1.6154573	0	1.8553987	0	1.9241273	2.2339375
REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME%REACT_13464.2	0	1.6152321	0	2.317377	0	0	2.1219132
REGULATION OF CELLULAR AMINO ACID METABOLIC PROCESS%GO%GO:0006521	0	1.6151539	0	2.1502092	0	0	2.1310368
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%REACT_6871.2	0	1.6144936	0	2.082802	0	0	1.9404619
MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0031571	0	1.6141864	0	2.0981357	0	0	1.9790046
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0072431	0	1.6135646	0	2.1303544	0	0	2.0204003
CELLULAR PROTEIN COMPLEX DISASSEMBLY%GO%GO:0043624	0	1.6120988	2.6086855	2.2556527	0	1.9628531	2.5390594
POSITIVE REGULATION OF CELL CYCLE ARREST%GO%GO:0071158	0	1.6110855	0	2.078987	0	1.7587947	1.9669526
HOST INTERACTIONS OF HIV FACTORS%REACTOME%REACT_6288.4	0	1.609919	0	1.872415	0	0	1.7806681
PROTEIN FOLDING%REACTOME%REACT_16952.2	0	1.6080207	0	1.7156742	2.0347974	1.7772248	0
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0030330	0	1.6075532	0	1.9108524	0	0	1.9248664
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%REACT_115902.1	0	0	2.8111434	2.2148852	0	1.8170965	2.6774096
PROTEIN TARGETING TO ER%GO%GO:0045047	0	0	2.7992442	2.2461507	0	1.8429486	2.657579
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006614	0	0	2.7715774	2.2660038	0	1.8386031	2.6473715
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0072599	0	0	2.7687943	2.227692	0	1.86436	2.6357503
COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006613	0	0	2.7482913	2.2445571	0	1.8022367	2.6508849
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0070972	0	0	2.7090423	2.172385	0	1.7859814	2.5598037
PROTEIN TARGETING TO MEMBRANE%GO%GO:0006612	0	0	2.484141	2.00335	0	0	2.3025458
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GO%GO:0045652	0	0	2.1970022	2.1239738	2.0369253	1.9055674	2.0934622
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GO%GO:0072594	0	0	2.144556	1.9873105	0	0	2.173017
CELLULAR PROCESS INVOLVED IN REPRODUCTION%GO%GO:0048610	0	0	1.9940512	1.8323228	0	0	1.8634945
BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY	0	0	1.978927	2.0909746	0	0	1.9356438
DESTABILIZATION OF MRNA BY AUF1 (HNRNP D0)%REACTOME%REACT_25325.1	0	0	0	2.1383114	0	1.7396551	2.0790927
REGULATION OF CELL CYCLE ARREST%GO%GO:0071156	0	0	0	1.989698	0	1.72579	1.8201406
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	0	0	0	1.9236486	0	1.8926268	1.7647707
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000134	0	0	0	1.8816221	0	1.7611308	1.8329564
REGULATION OF GENE SILENCING%GO%GO:0060968	0	0	0	1.7203193	0	1.8612213	1.880176
