Name	GS	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GO%GO:2000514	REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GO%GO:2000514		16	2.71581612	7.5534359	0.01	0.01	0.43275	4222	tags=38%, list=22%, signal=48%
T CELL COSTIMULATION%GO%GO:0031295	T CELL COSTIMULATION%GO%GO:0031295		54	2.12498502	7.518108	0.01	0.01	0.5275	5725	tags=54%, list=22%, signal=69%
BIOCARTA_IL7_PATHWAY%MSIGDB_C2%BIOCARTA_IL7_PATHWAY	BIOCARTA_IL7_PATHWAY%MSIGDB_C2%BIOCARTA_IL7_PATHWAY		16	4.02849325	11.2515823	0.01	0.01	0.537333333333333	4877	tags=88%, list=30%, signal=124%
TRANSCRIPTION FROM RNA POLYMERASE III PROMOTER%GO%GO:0006383	TRANSCRIPTION FROM RNA POLYMERASE III PROMOTER%GO%GO:0006383		39	1.72658769	5.4249214	0.01	0.01	0.608	5649	tags=72%, list=34%, signal=109%
PROCESSING OF CAPPED INTRONLESS PRE-MRNA%REACTOME%REACT_1768.5	PROCESSING OF CAPPED INTRONLESS PRE-MRNA%REACTOME%REACT_1768.5		22	4.53406837	13.0913151	0.01	0.01	0.483	6011	tags=86%, list=34%, signal=130%
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GO%GO:0000288	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GO%GO:0000288		47	2.81004832	9.1062861	0.01	0.01	0.5376	5703	tags=83%, list=35%, signal=126%
BASE-EXCISION REPAIR%GO%GO:0006284	BASE-EXCISION REPAIR%GO%GO:0006284		34	1.7899833	5.5100263	0.01	0.01	0.438	5126	tags=71%, list=29%, signal=99%
SISTER CHROMATID COHESION%GO%GO:0007062	SISTER CHROMATID COHESION%GO%GO:0007062		19	1.9025077	5.3728577	0.01	0.01	0.682	5568	tags=68%, list=31%, signal=100%
POST-ELONGATION PROCESSING OF THE TRANSCRIPT%REACTOME%REACT_78.3	POST-ELONGATION PROCESSING OF THE TRANSCRIPT%REACTOME%REACT_78.3		41	4.23114404	13.6938235	0.01	0.01	0.211714285714286	6539	tags=85%, list=38%, signal=138%
RESPONSE TO DNA DAMAGE STIMULUS%GO%GO:0006974	RESPONSE TO DNA DAMAGE STIMULUS%GO%GO:0006974		428	1.46698432	5.62767	0.01	0.01	0.466666666666667	6913	tags=63%, list=39%, signal=100%
POST-ELONGATION PROCESSING OF INTRONLESS PRE-MRNA%REACTOME%REACT_717.2	POST-ELONGATION PROCESSING OF INTRONLESS PRE-MRNA%REACTOME%REACT_717.2		22	4.53406837	13.1252548	0.01	0.01	0.469714285714286	6011	tags=86%, list=34%, signal=130%
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0070972	PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0070972		113	4.03231075	15.0678197	0.01	0.01	0.321714285714286	7676	tags=83%, list=39%, signal=135%
LYMPHOCYTE COSTIMULATION%GO%GO:0031294	LYMPHOCYTE COSTIMULATION%GO%GO:0031294		54	2.62298236	9.1423781	0.01	0.01	0.6334	5725	tags=54%, list=22%, signal=69%
RNA POLYMERASE II TRANSCRIPTION TERMINATION%REACTOME%REACT_894.2	RNA POLYMERASE II TRANSCRIPTION TERMINATION%REACTOME%REACT_894.2		41	4.23114404	13.5899235	0.01	0.01	0.227571428571429	6539	tags=85%, list=38%, signal=138%
BIOCARTA_NKT_PATHWAY%MSIGDB_C2%BIOCARTA_NKT_PATHWAY	BIOCARTA_NKT_PATHWAY%MSIGDB_C2%BIOCARTA_NKT_PATHWAY		19	4.00934752	11.4961025	0.01	0.01	0.369	5268	tags=26%, list=10%, signal=29%
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GO%GO:0070665	POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GO%GO:0070665		44	2.10388477	7.4512529	0.01	0.01	0.68575	2823	tags=39%, list=16%, signal=46%
TRANSLATION%GO%GO:0006412	TRANSLATION%GO%GO:0006412		252	4.01464108	14.9016161	0.01	0.01	0.463	7676	tags=79%, list=38%, signal=127%
NOD1 2 SIGNALING PATHWAY%REACTOME%REACT_75776.1	NOD1 2 SIGNALING PATHWAY%REACTOME%REACT_75776.1		32	1.7173639	5.3454299	0.01	0.01	0.713666666666667	6108	tags=78%, list=37%, signal=124%
TRANSCRIPTIONAL REGULATION OF WHITE ADIPOCYTE DIFFERENTIATION%REACTOME%REACT_27161.1	TRANSCRIPTIONAL REGULATION OF WHITE ADIPOCYTE DIFFERENTIATION%REACTOME%REACT_27161.1		70	2.61302819	9.3694665	0.01	0.01	0.5308	6111	tags=67%, list=36%, signal=104%
RNA POLYMERASE III TRANSCRIPTION INITIATION%REACTOME%REACT_281.3	RNA POLYMERASE III TRANSCRIPTION INITIATION%REACTOME%REACT_281.3		34	1.74688663	5.3882699	0.01	0.01	0.635333333333333	5649	tags=74%, list=34%, signal=112%
REGULATION OF ALPHA-BETA T CELL ACTIVATION%GO%GO:0046634	REGULATION OF ALPHA-BETA T CELL ACTIVATION%GO%GO:0046634		28	1.73143142	5.253917	0.01	0.01	0.806333333333333	4978	tags=43%, list=30%, signal=61%
PAUSING AND RECOVERY OF TAT-MEDIATED HIV-1 ELONGATION%REACTOME%REACT_6143.5	PAUSING AND RECOVERY OF TAT-MEDIATED HIV-1 ELONGATION%REACTOME%REACT_6143.5		30	2.96830982	9.0781427	0.01	0.01	0.6108	5685	tags=80%, list=27%, signal=109%
DNA REPLICATION%KEGG%HSA03030	DNA REPLICATION%KEGG%HSA03030		36	4.80238066	15.2951934	0.01	0.01	0.343875	6970	tags=81%, list=39%, signal=131%
REGULATION OF GENE SILENCING%GO%GO:0060968	REGULATION OF GENE SILENCING%GO%GO:0060968		22	4.25901386	12.5007235	0.01	0.01	0.726571428571429	4690	tags=64%, list=24%, signal=83%
TRANSLATIONAL ELONGATION%GO%GO:0006414	TRANSLATIONAL ELONGATION%GO%GO:0006414		96	4.73819999	17.1577377	0.01	0.01	0.261375	7321	tags=83%, list=39%, signal=135%
REGULATION OF REPRODUCTIVE PROCESS%GO%GO:2000241	REGULATION OF REPRODUCTIVE PROCESS%GO%GO:2000241		137	1.3851743	5.4346599	0.01	0.01	0.798333333333333	5264	tags=59%, list=32%, signal=86%
CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME%REACT_15344.1	CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME%REACT_15344.1		26	2.67582079	8.575309	0.01	0.01	0.26025	3660	tags=23%, list=22%, signal=30%
HISTONE H3 ACETYLATION%GO%GO:0043966	HISTONE H3 ACETYLATION%GO%GO:0043966		37	1.76516213	5.6001484	0.01	0.01	0.463666666666667	6076	tags=59%, list=24%, signal=78%
MRNA TRANSPORT%GO%GO:0051028	MRNA TRANSPORT%GO%GO:0051028		64	3.87733534	13.4320311	0.01	0.01	0.435	6328	tags=80%, list=38%, signal=128%
NEGATIVE REGULATION OF DNA METABOLIC PROCESS%GO%GO:0051053	NEGATIVE REGULATION OF DNA METABOLIC PROCESS%GO%GO:0051053		44	2.25234468	7.4577238	0.01	0.01	0.5155	5597	tags=68%, list=34%, signal=103%
TOLL-LIKE RECEPTOR 9 SIGNALING PATHWAY%GO%GO:0034162	TOLL-LIKE RECEPTOR 9 SIGNALING PATHWAY%GO%GO:0034162		70	1.52297536	5.2893046	0.01	0.01	0.783333333333333	6316	tags=74%, list=38%, signal=120%
HISTONE UBIQUITINATION%GO%GO:0016574	HISTONE UBIQUITINATION%GO%GO:0016574		25	1.790533	5.3462114	0.01	0.01	0.732	5739	tags=84%, list=35%, signal=129%
DEFENSE RESPONSE TO VIRUS%GO%GO:0051607	DEFENSE RESPONSE TO VIRUS%GO%GO:0051607		42	2.79152273	9.2849234	0.01	0.01	0.5162	5703	tags=74%, list=35%, signal=113%
BIOCARTA_DC_PATHWAY%MSIGDB_C2%BIOCARTA_DC_PATHWAY	BIOCARTA_DC_PATHWAY%MSIGDB_C2%BIOCARTA_DC_PATHWAY		15	2.13498156	5.8411611	0.01	0.01	0.400666666666667	3412	tags=53%, list=21%, signal=67%
TAT-MEDIATED HIV-1 ELONGATION ARREST AND RECOVERY%REACTOME%REACT_6344.4	TAT-MEDIATED HIV-1 ELONGATION ARREST AND RECOVERY%REACTOME%REACT_6344.4		30	2.96830982	9.1470154	0.01	0.01	0.5502	5685	tags=80%, list=27%, signal=109%
RESPONSE TO INTERFERON-GAMMA%GO%GO:0034341	RESPONSE TO INTERFERON-GAMMA%GO%GO:0034341		87	1.97260208	7.9549988	0.01	0.01	0.51075	4265	tags=49%, list=19%, signal=60%
DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION%GO%GO:0050907	DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION%GO%GO:0050907		16	2.86869321	8.2736892	0.01	0.01	0.3625	6029	tags=25%, list=24%, signal=33%
TNFSF1%IOB%TNFSF1	TNFSF1%IOB%TNFSF1		15	3.47481104	9.6011472	0.01	0.01	0.4626	5510	tags=73%, list=33%, signal=109%
DNA DEALKYLATION%GO%GO:0035510	DNA DEALKYLATION%GO%GO:0035510		15	2.0063218	5.3091773	0.01	0.01	0.818333333333333	4170	tags=53%, list=25%, signal=71%
RIG-I MDA5 MEDIATED INDUCTION OF IFN-ALPHA BETA PATHWAYS%REACTOME%REACT_25359.1	RIG-I MDA5 MEDIATED INDUCTION OF IFN-ALPHA BETA PATHWAYS%REACTOME%REACT_25359.1		69	1.52059269	5.2447409	0.01	0.01	0.808666666666667	6264	tags=67%, list=33%, signal=99%
BIOCARTA_CASPASE_PATHWAY%MSIGDB_C2%BIOCARTA_CASPASE_PATHWAY	BIOCARTA_CASPASE_PATHWAY%MSIGDB_C2%BIOCARTA_CASPASE_PATHWAY		23	1.80074776	5.2949289	0.01	0.01	0.733666666666667	6014	tags=74%, list=22%, signal=94%
TNFSF8%IOB%TNFSF8	TNFSF8%IOB%TNFSF8		19	2.50362445	7.1733495	0.01	0.01	0.74025	5510	tags=74%, list=33%, signal=109%
POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GO%GO:0050671	POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GO%GO:0050671		43	2.05730414	7.3005078	0.01	0.01	0.79525	4478	tags=37%, list=16%, signal=44%
CLEAVAGE OF GROWING TRANSCRIPT IN THE TERMINATION REGION%REACTOME%REACT_387.3	CLEAVAGE OF GROWING TRANSCRIPT IN THE TERMINATION REGION%REACTOME%REACT_387.3		41	4.23114404	13.6354206	0.01	0.01	0.252571428571429	6539	tags=85%, list=38%, signal=138%
BIOCARTA_RELA_PATHWAY%MSIGDB_C2%BIOCARTA_RELA_PATHWAY	BIOCARTA_RELA_PATHWAY%MSIGDB_C2%BIOCARTA_RELA_PATHWAY		16	3.55754403	9.8433964	0.01	0.01	0.2494	5446	tags=81%, list=33%, signal=121%
CYTOKINE SIGNALING IN IMMUNE SYSTEM%REACTOME%REACT_75790.2	CYTOKINE SIGNALING IN IMMUNE SYSTEM%REACTOME%REACT_75790.2		245	1.81674596	7.4953226	0.01	0.01	0.4975	6108	tags=66%, list=37%, signal=103%
ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME%REACT_6261.3	ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME%REACT_6261.3		23	3.16911368	9.287373	0.01	0.01	0.4592	5829	tags=78%, list=27%, signal=106%
POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GO%GO:0032946	POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GO%GO:0032946		43	1.57926136	5.4129665	0.01	0.01	0.808	4478	tags=37%, list=16%, signal=44%
METABOLISM OF RNA%REACTOME%REACT_21257.2	METABOLISM OF RNA%REACTOME%REACT_21257.2		258	3.89984416	15.1211877	0.01	0.01	0.411625	7038	tags=78%, list=39%, signal=125%
TRNA AMINOACYLATION%GO%GO:0043039	TRNA AMINOACYLATION%GO%GO:0043039		44	1.6085332	5.1409541	0.01	0.01	0.936	7011	tags=89%, list=38%, signal=142%
RNA LOCALIZATION%GO%GO:0006403	RNA LOCALIZATION%GO%GO:0006403		81	3.72284388	13.2608188	0.01	0.01	0.422285714285714	6328	tags=78%, list=38%, signal=125%
HISTONE H4-K16 ACETYLATION%GO%GO:0043984	HISTONE H4-K16 ACETYLATION%GO%GO:0043984		16	2.00719158	5.3762651	0.01	0.01	0.636333333333333	4815	tags=81%, list=24%, signal=107%
TOLL-LIKE RECEPTOR SIGNALING PATHWAY%KEGG%HSA04620	TOLL-LIKE RECEPTOR SIGNALING PATHWAY%KEGG%HSA04620		83	2.022107	7.303058	0.01	0.01	0.6625	5951	tags=57%, list=34%, signal=85%
DNA STRAND ELONGATION%GO%GO:0022616	DNA STRAND ELONGATION%GO%GO:0022616		35	4.75055375	14.9996352	0.01	0.01	0.422625	6970	tags=77%, list=39%, signal=125%
PROTEIN TARGETING TO MEMBRANE%GO%GO:0006612	PROTEIN TARGETING TO MEMBRANE%GO%GO:0006612		133	3.21933723	12.2962292	0.01	0.01	0.331833333333333	7676	tags=81%, list=39%, signal=131%
TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GO%GO:0010833	TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GO%GO:0010833		33	2.8406066	8.8301092	0.01	0.01	0.7076	5820	tags=61%, list=25%, signal=80%
RIBONUCLEOPROTEIN COMPLEX ASSEMBLY%GO%GO:0022618	RIBONUCLEOPROTEIN COMPLEX ASSEMBLY%GO%GO:0022618		91	3.68513086	12.9978543	0.01	0.01	0.463142857142857	6766	tags=77%, list=39%, signal=125%
DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION%GO%GO:0006271	DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION%GO%GO:0006271		33	4.78324268	14.9892577	0.01	0.01	0.440875	6970	tags=82%, list=39%, signal=133%
NATURAL KILLER CELL MEDIATED CYTOTOXICITY%KEGG%HSA04650	NATURAL KILLER CELL MEDIATED CYTOTOXICITY%KEGG%HSA04650		113	3.17649237	12.4913714	0.01	0.01	0.318333333333333	5405	tags=50%, list=30%, signal=72%
VIRAL INFECTIOUS CYCLE%GO%GO:0019058	VIRAL INFECTIOUS CYCLE%GO%GO:0019058		117	4.35048215	15.9742708	0.01	0.01	0.35325	7634	tags=81%, list=39%, signal=131%
EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS%REACTOME%REACT_6296.2	EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS%REACTOME%REACT_6296.2		28	3.10401364	9.1596703	0.01	0.01	0.3978	5932	tags=79%, list=27%, signal=108%
IMMUNE RESPONSE-ACTIVATING SIGNAL TRANSDUCTION%GO%GO:0002757	IMMUNE RESPONSE-ACTIVATING SIGNAL TRANSDUCTION%GO%GO:0002757		251	1.68619858	7.4222807	0.01	0.01	0.69225	5040	tags=56%, list=26%, signal=75%
HOMOLOGOUS RECOMBINATION REPAIR OF REPLICATION-INDEPENDENT DOUBLE-STRAND BREAKS%REACTOME%REACT_1587.3	HOMOLOGOUS RECOMBINATION REPAIR OF REPLICATION-INDEPENDENT DOUBLE-STRAND BREAKS%REACTOME%REACT_1587.3		15	1.92716574	5.1471219	0.01	0.01	0.956333333333333	5507	tags=60%, list=20%, signal=75%
RNA POLYMERASE I PROMOTER ESCAPE%REACTOME%REACT_1913.2	RNA POLYMERASE I PROMOTER ESCAPE%REACTOME%REACT_1913.2		18	1.93316527	5.3327757	0.01	0.01	0.684	5395	tags=78%, list=26%, signal=105%
AMINO ACID ACTIVATION%GO%GO:0043038	AMINO ACID ACTIVATION%GO%GO:0043038		44	1.6085332	5.1605671	0.01	0.01	0.892	7011	tags=89%, list=38%, signal=142%
DNA CATABOLIC PROCESS%GO%GO:0006308	DNA CATABOLIC PROCESS%GO%GO:0006308		58	1.58007829	5.3749136	0.01	0.01	0.599333333333333	5471	tags=64%, list=26%, signal=86%
RIBONUCLEOPROTEIN COMPLEX SUBUNIT ORGANIZATION%GO%GO:0071826	RIBONUCLEOPROTEIN COMPLEX SUBUNIT ORGANIZATION%GO%GO:0071826		98	3.57000663	12.7014489	0.01	0.01	0.535571428571429	6766	tags=74%, list=39%, signal=121%
RNA DEGRADATION%KEGG%HSA03018	RNA DEGRADATION%KEGG%HSA03018		68	2.1281264	7.3237766	0.01	0.01	0.67375	6205	tags=76%, list=36%, signal=119%
NEUTROPHIL CHEMOTAXIS%GO%GO:0030593	NEUTROPHIL CHEMOTAXIS%GO%GO:0030593		19	2.70479427	8.0387647	0.01	0.01	0.32275	3217	tags=42%, list=19%, signal=52%
MRNA POLYADENYLATION%GO%GO:0006378	MRNA POLYADENYLATION%GO%GO:0006378		22	1.8173285	5.2429261	0.01	0.01	0.735	5596	tags=91%, list=34%, signal=137%
TRANSLATION%REACTOME%REACT_1014.4	TRANSLATION%REACTOME%REACT_1014.4		142	4.5211626	16.8448191	0.01	0.01	0.315625	7676	tags=82%, list=39%, signal=133%
HIV-1 NEF: NEGATIVE EFFECTOR OF FAS AND TNF-ALPHA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIV-1 NEF: NEGATIVE EFFECTOR OF FAS AND TNF-ALPHA	HIV-1 NEF: NEGATIVE EFFECTOR OF FAS AND TNF-ALPHA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIV-1 NEF: NEGATIVE EFFECTOR OF FAS AND TNF-ALPHA		33	1.75606034	5.4880173	0.01	0.01	0.469	6014	tags=70%, list=33%, signal=104%
IMMUNE RESPONSE-REGULATING SIGNALING PATHWAY%GO%GO:0002764	IMMUNE RESPONSE-REGULATING SIGNALING PATHWAY%GO%GO:0002764		259	1.69177089	7.4582619	0.01	0.01	0.61675	5040	tags=56%, list=26%, signal=74%
BIOCARTA_MEF2D_PATHWAY%MSIGDB_C2%BIOCARTA_MEF2D_PATHWAY	BIOCARTA_MEF2D_PATHWAY%MSIGDB_C2%BIOCARTA_MEF2D_PATHWAY		18	2.60424004	7.3462034	0.01	0.01	0.64775	5094	tags=89%, list=28%, signal=124%
U12 DEPENDENT SPLICING%REACTOME%REACT_1753.3	U12 DEPENDENT SPLICING%REACTOME%REACT_1753.3		41	3.7780197	12.2080925	0.01	0.01	0.227	6751	tags=85%, list=38%, signal=138%
LEUKOCYTE ACTIVATION%GO%GO:0045321	LEUKOCYTE ACTIVATION%GO%GO:0045321		167	1.35549223	5.4999375	0.01	0.01	0.681333333333333	4363	tags=46%, list=26%, signal=61%
ANTIVIRAL MECHANISM BY IFN-STIMULATED GENES%REACTOME%REACT_115676.1	ANTIVIRAL MECHANISM BY IFN-STIMULATED GENES%REACTOME%REACT_115676.1		66	1.53036218	5.2511771	0.01	0.01	0.772333333333333	6687	tags=82%, list=39%, signal=133%
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GO%GO:0045652	REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GO%GO:0045652		20	6.3016053	18.3865275	0.01	0.01	0.186333333333333	5046	tags=85%, list=30%, signal=121%
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GO%GO:0002562	SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GO%GO:0002562		18	1.89732266	5.1934418	0.01	0.01	0.737666666666667	6009	tags=78%, list=36%, signal=122%
REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GO%GO:0050691	REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GO%GO:0050691		19	1.86378905	5.327761	0.01	0.01	0.734	3765	tags=53%, list=20%, signal=66%
MITOTIC RECOMBINATION%GO%GO:0006312	MITOTIC RECOMBINATION%GO%GO:0006312		30	2.95655617	8.9890398	0.01	0.01	0.604	6362	tags=77%, list=39%, signal=125%
HOMOLOGOUS RECOMBINATION REPAIR%REACTOME%REACT_1874.3	HOMOLOGOUS RECOMBINATION REPAIR%REACTOME%REACT_1874.3		15	1.92716574	5.1273537	0.01	0.01	0.961666666666667	5507	tags=60%, list=20%, signal=75%
TRNA AMINOACYLATION%REACTOME%REACT_15482.3	TRNA AMINOACYLATION%REACTOME%REACT_15482.3		42	1.59429385	5.1002824	0.01	0.01	0.953	7525	tags=88%, list=38%, signal=141%
NUCLEIC ACID TRANSPORT%GO%GO:0050657	NUCLEIC ACID TRANSPORT%GO%GO:0050657		77	3.72435804	13.1683448	0.01	0.01	0.436714285714286	6328	tags=78%, list=38%, signal=125%
TELOMERE MAINTENANCE VIA RECOMBINATION%GO%GO:0000722	TELOMERE MAINTENANCE VIA RECOMBINATION%GO%GO:0000722		25	2.44064824	7.1641218	0.01	0.01	0.5385	6750	tags=84%, list=39%, signal=136%
CYTOKINE-MEDIATED SIGNALING PATHWAY%GO%GO:0019221	CYTOKINE-MEDIATED SIGNALING PATHWAY%GO%GO:0019221		228	1.73421032	7.1267845	0.01	0.01	0.874	5740	tags=56%, list=35%, signal=85%
IFN-ALPHA%IOB%IFN-ALPHA	IFN-ALPHA%IOB%IFN-ALPHA		36	1.68578054	5.29586	0.01	0.01	0.704	5383	tags=78%, list=33%, signal=115%
NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GO%GO:0015931	NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GO%GO:0015931		93	3.05481976	10.8871106	0.01	0.01	0.520666666666667	6328	tags=72%, list=38%, signal=116%
ISG15 ANTIVIRAL MECHANISM%REACTOME%REACT_115831.1	ISG15 ANTIVIRAL MECHANISM%REACTOME%REACT_115831.1		66	1.53036218	5.2897687	0.01	0.01	0.709666666666667	6687	tags=82%, list=39%, signal=133%
BIOCARTA_TNFR2_PATHWAY%MSIGDB_C2%BIOCARTA_TNFR2_PATHWAY	BIOCARTA_TNFR2_PATHWAY%MSIGDB_C2%BIOCARTA_TNFR2_PATHWAY		16	2.023136	5.4394291	0.01	0.01	0.587	5741	tags=81%, list=35%, signal=124%
REGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF ANDROGEN RECEPTOR ACTIVITY	REGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF ANDROGEN RECEPTOR ACTIVITY		48	1.55972354	5.1030123	0.01	0.01	0.975333333333333	6081	tags=54%, list=24%, signal=71%
IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GO%GO:0002429	IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GO%GO:0002429		149	1.36031996	5.7854261	0.01	0.01	0.58	4357	tags=59%, list=26%, signal=80%
TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY%GO%GO:0034134	TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY%GO%GO:0034134		71	1.48619758	5.202789	0.01	0.01	0.893666666666667	6316	tags=72%, list=38%, signal=116%
MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GO%GO:0002755	MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GO%GO:0002755		74	1.46197446	5.1712168	0.01	0.01	0.935333333333333	6316	tags=70%, list=38%, signal=113%
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III		36	3.35355691	10.6731469	0.01	0.01	0.693833333333333	5211	tags=75%, list=30%, signal=106%
T CELL DIFFERENTIATION%GO%GO:0030217	T CELL DIFFERENTIATION%GO%GO:0030217		35	1.71954481	5.6153673	0.01	0.01	0.449333333333333	3959	tags=46%, list=24%, signal=60%
COMPLEMENT AND COAGULATION CASCADES%KEGG%HSA04610	COMPLEMENT AND COAGULATION CASCADES%KEGG%HSA04610	Details ...	67	7.1143578	29.2623959	0.01	0.01	0.0702727272727273	5570	tags=75%, list=19%, signal=92%
COMPLEMENT CASCADE%REACTOME%REACT_6932.5	COMPLEMENT CASCADE%REACTOME%REACT_6932.5	Details ...	31	8.34312065	29.3665241	0.01	0.01	0.0449166666666667	4472	tags=87%, list=17%, signal=105%
COMPLEMENT ACTIVATION%GO%GO:0006956	COMPLEMENT ACTIVATION%GO%GO:0006956	Details ...	26	7.95720449	26.7218118	0.01	0.01	0.0120909090909091	4172	tags=92%, list=17%, signal=111%
PROTEIN ACTIVATION CASCADE%GO%GO:0072376	PROTEIN ACTIVATION CASCADE%GO%GO:0072376	Details ...	47	6.97140714	26.7244549	0.01	0.01	0.0127272727272727	4862	tags=77%, list=19%, signal=94%
HUMORAL IMMUNE RESPONSE%GO%GO:0006959	HUMORAL IMMUNE RESPONSE%GO%GO:0006959	Details ...	49	5.35934997	21.0500225	0.01	0.01	0.0481111111111111	3735	tags=67%, list=18%, signal=82%
BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	Details ...	66	4.63583717	19.6348059	0.01	0.01	0.0412857142857143	4841	tags=67%, list=18%, signal=81%
EXTRACELLULAR STRUCTURE ORGANIZATION%GO%GO:0043062	EXTRACELLULAR STRUCTURE ORGANIZATION%GO%GO:0043062	Details ...	175	3.93884005	19.1218357	0.01	0.01	0.00328571428571429	3742	tags=46%, list=18%, signal=55%
EXTRACELLULAR MATRIX ORGANIZATION%GO%GO:0030198	EXTRACELLULAR MATRIX ORGANIZATION%GO%GO:0030198	Details ...	174	3.94562183	18.7122501	0.01	0.01	0.0112857142857143	3742	tags=46%, list=18%, signal=55%
BIOCARTA_INTRINSIC_PATHWAY%MSIGDB_C2%BIOCARTA_INTRINSIC_PATHWAY	BIOCARTA_INTRINSIC_PATHWAY%MSIGDB_C2%BIOCARTA_INTRINSIC_PATHWAY	Details ...	23	5.56256905	18.4352238	0.01	0.01	0.187875	4699	tags=78%, list=19%, signal=96%
CELL-SUBSTRATE JUNCTION ASSEMBLY%GO%GO:0007044	CELL-SUBSTRATE JUNCTION ASSEMBLY%GO%GO:0007044	Details ...	24	3.46689568	11.8920792	0.01	0.01	0.0674	3736	tags=75%, list=13%, signal=86%
BIOCARTA_COMP_PATHWAY%MSIGDB_C2%BIOCARTA_COMP_PATHWAY	BIOCARTA_COMP_PATHWAY%MSIGDB_C2%BIOCARTA_COMP_PATHWAY	Details ...	18	8.89453882	27.4200431	0.01	0.01	0.08075	4172	tags=94%, list=17%, signal=114%
MUSCLE CONTRACTION%GO%GO:0006936	MUSCLE CONTRACTION%GO%GO:0006936	Details ...	145	4.04951231	19.1629836	0.01	0.01	0.07025	3855	tags=44%, list=16%, signal=52%
