Name	GS	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%REACT_1979.2	TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%REACT_1979.2		55	3.07735794	10.6673177	0.01	0.01	0.1146	6794	tags=96%, list=41%, signal=163%
INFLUENZA INFECTION%REACTOME%REACT_6167.4	INFLUENZA INFECTION%REACTOME%REACT_6167.4		137	2.63820349	10.0709364	0.01	0.01	0.2702	6794	tags=91%, list=41%, signal=154%
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%REACT_1079.2	FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%REACT_1079.2		48	3.11235607	10.5581386	0.01	0.01	0.1358	6794	tags=96%, list=41%, signal=162%
HISTONE EXCHANGE%GO%GO:0043486	HISTONE EXCHANGE%GO%GO:0043486		35	2.97246127	9.4163074	0.01	0.01	0.4432	5550	tags=80%, list=34%, signal=120%
FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%REACT_16956.3	FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%REACT_16956.3		17	3.53278221	9.7533458	0.01	0.01	0.3114	5983	tags=100%, list=35%, signal=154%
ORC1 REMOVAL FROM CHROMATIN%REACTOME%REACT_1156.2	ORC1 REMOVAL FROM CHROMATIN%REACTOME%REACT_1156.2		68	2.29467731	7.8641773	0.01	0.01	0.36825	6367	tags=75%, list=31%, signal=109%
REGULATION OF LIGASE ACTIVITY%GO%GO:0051340	REGULATION OF LIGASE ACTIVITY%GO%GO:0051340		94	1.58931455	5.6098335	0.01	0.01	0.408666666666667	6556	tags=82%, list=40%, signal=135%
CENTROMERE COMPLEX ASSEMBLY%GO%GO:0034508	CENTROMERE COMPLEX ASSEMBLY%GO%GO:0034508		39	2.3401682	7.4664959	0.01	0.01	0.41375	5873	tags=85%, list=36%, signal=131%
METABOLISM OF RNA%REACTOME%REACT_21257.2	METABOLISM OF RNA%REACTOME%REACT_21257.2		258	2.43668519	9.5752156	0.01	0.01	0.371	6766	tags=84%, list=40%, signal=138%
REMOVAL OF LICENSING FACTORS FROM ORIGINS%REACTOME%REACT_207.3	REMOVAL OF LICENSING FACTORS FROM ORIGINS%REACTOME%REACT_207.3		70	2.27338083	7.7750383	0.01	0.01	0.408	6367	tags=74%, list=31%, signal=108%
REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051438	REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051438		91	1.58629185	5.5694418	0.01	0.01	0.48	6556	tags=82%, list=40%, signal=136%
INTERPHASE%GO%GO:0051325	INTERPHASE%GO%GO:0051325		194	2.03102817	7.4854791	0.01	0.01	0.335	6574	tags=73%, list=40%, signal=119%
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GO%GO:0000956	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GO%GO:0000956		163	2.50745724	9.7024474	0.01	0.01	0.2994	6794	tags=87%, list=41%, signal=147%
PROTEASOME%KEGG%HSA03050	PROTEASOME%KEGG%HSA03050		43	1.90658974	6.153031	0.01	0.01	0.244666666666667	5189	tags=81%, list=31%, signal=118%
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%REACT_2148.2	SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%REACT_2148.2		68	2.29467731	7.88825	0.01	0.01	0.38775	6367	tags=75%, list=31%, signal=109%
DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GO%GO:0034724	DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GO%GO:0034724		32	2.96141705	9.2504773	0.01	0.01	0.5342	5550	tags=81%, list=34%, signal=122%
MRNA CATABOLIC PROCESS%GO%GO:0006402	MRNA CATABOLIC PROCESS%GO%GO:0006402		174	2.44548595	9.4050919	0.01	0.01	0.459	6794	tags=86%, list=41%, signal=145%
CHROMATIN REMODELING%GO%GO:0006338	CHROMATIN REMODELING%GO%GO:0006338		91	1.50310593	5.289665	0.01	0.01	0.760666666666667	5538	tags=73%, list=34%, signal=109%
CENP-A CONTAINING NUCLEOSOME ASSEMBLY AT CENTROMERE%GO%GO:0034080	CENP-A CONTAINING NUCLEOSOME ASSEMBLY AT CENTROMERE%GO%GO:0034080		32	2.4253175	7.4972515	0.01	0.01	0.44175	5550	tags=81%, list=34%, signal=122%
CHOLESTEROL BIOSYNTHETIC PROCESS%GO%GO:0006695	CHOLESTEROL BIOSYNTHETIC PROCESS%GO%GO:0006695		25	2.15682116	6.3961998	0.01	0.01	0.255333333333333	3895	tags=80%, list=24%, signal=105%
REGULATION OF DNA REPLICATION%REACTOME%REACT_829.4	REGULATION OF DNA REPLICATION%REACTOME%REACT_829.4		72	1.76139315	6.0449644	0.01	0.01	0.256	5189	tags=72%, list=31%, signal=105%
DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GO%GO:0006336	DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GO%GO:0006336		32	2.96141705	9.2601424	0.01	0.01	0.5468	5550	tags=81%, list=34%, signal=122%
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%REACT_2243.4	ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%REACT_2243.4		65	2.30550153	7.8238848	0.01	0.01	0.41225	6354	tags=75%, list=31%, signal=110%
VESICLE TARGETING, TO, FROM OR WITHIN GOLGI%GO%GO:0048199	VESICLE TARGETING, TO, FROM OR WITHIN GOLGI%GO%GO:0048199		25	1.9155722	5.9084971	0.01	0.01	0.318333333333333	4037	tags=76%, list=24%, signal=100%
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%REACT_6837.2	REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%REACT_6837.2		74	1.65526046	5.6800044	0.01	0.01	0.313	5689	tags=80%, list=34%, signal=121%
STEROID BIOSYNTHESIS%KEGG%HSA00100	STEROID BIOSYNTHESIS%KEGG%HSA00100		17	2.27357709	6.1627003	0.01	0.01	0.263333333333333	3632	tags=71%, list=22%, signal=90%
RRNA METABOLIC PROCESS%GO%GO:0016072	RRNA METABOLIC PROCESS%GO%GO:0016072		54	1.67767263	5.5637201	0.01	0.01	0.477666666666667	6794	tags=91%, list=41%, signal=154%
ATP-DEPENDENT CHROMATIN REMODELING%GO%GO:0043044	ATP-DEPENDENT CHROMATIN REMODELING%GO%GO:0043044		41	2.3217104	7.4359461	0.01	0.01	0.419	5707	tags=78%, list=34%, signal=117%
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%REACT_1574.2	CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%REACT_1574.2		64	1.72727331	5.8453671	0.01	0.01	0.273333333333333	6538	tags=81%, list=40%, signal=134%
RNA CATABOLIC PROCESS%GO%GO:0006401	RNA CATABOLIC PROCESS%GO%GO:0006401		197	1.53091607	5.6266184	0.01	0.01	0.350666666666667	6794	tags=84%, list=41%, signal=142%
POSITIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051351	POSITIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051351		82	1.62606057	5.6490014	0.01	0.01	0.351666666666667	6552	tags=84%, list=40%, signal=139%
REGULATION OF MITOTIC CELL CYCLE%REACTOME%REACT_21279.2	REGULATION OF MITOTIC CELL CYCLE%REACTOME%REACT_21279.2		78	1.65113895	5.6798005	0.01	0.01	0.31	5689	tags=76%, list=34%, signal=115%
CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME%REACT_9029.2	CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME%REACT_9029.2		64	1.72535921	5.8360284	0.01	0.01	0.285333333333333	6538	tags=81%, list=40%, signal=134%
TRANSLATIONAL ELONGATION%GO%GO:0006414	TRANSLATIONAL ELONGATION%GO%GO:0006414		96	3.03331785	11.3166674	0.01	0.01	0.1708	7028	tags=92%, list=43%, signal=159%
REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051439	REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051439		74	1.63599605	5.6085811	0.01	0.01	0.359333333333333	6538	tags=86%, list=40%, signal=143%
OLFACTORY SIGNALING PATHWAY%REACTOME%REACT_15488.3	OLFACTORY SIGNALING PATHWAY%REACTOME%REACT_15488.3		70	1.56582545	5.7661439	0.01	0.01	0.410333333333333	1513	tags=13%, list=9%, signal=14%
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%REACT_6828.1	APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%REACT_6828.1		78	1.65113895	5.6986629	0.01	0.01	0.315	5689	tags=76%, list=34%, signal=115%
ANAPHASE-PROMOTING COMPLEX-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GO%GO:0031145	ANAPHASE-PROMOTING COMPLEX-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GO%GO:0031145		77	1.65829397	5.6965821	0.01	0.01	0.315666666666667	5689	tags=78%, list=34%, signal=118%
MITOTIC DNA INTEGRITY CHECKPOINT%GO%GO:0044774	MITOTIC DNA INTEGRITY CHECKPOINT%GO%GO:0044774		76	1.6407733	5.6322411	0.01	0.01	0.425666666666667	7016	tags=82%, list=43%, signal=141%
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%REACT_1477.2	EUKARYOTIC TRANSLATION ELONGATION%REACTOME%REACT_1477.2		86	3.1659924	11.7308767	0.01	0.01	0.1776	7634	tags=98%, list=46%, signal=181%
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%REACT_13565.2	REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%REACT_13565.2		47	1.86155554	6.0465376	0.01	0.01	0.293	5189	tags=77%, list=31%, signal=111%
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6954.2	ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6954.2		69	1.68660255	5.7751827	0.01	0.01	0.311333333333333	5689	tags=81%, list=34%, signal=123%
POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051443	POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051443		79	1.6249009	5.591015	0.01	0.01	0.468666666666667	6538	tags=85%, list=40%, signal=140%
VIRAL INFECTIOUS CYCLE%GO%GO:0019058	VIRAL INFECTIOUS CYCLE%GO%GO:0019058		117	2.77977455	10.524939	0.01	0.01	0.1958	7634	tags=94%, list=46%, signal=174%
TELOMERE MAINTENANCE%GO%GO:0000723	TELOMERE MAINTENANCE%GO%GO:0000723		64	2.15249587	7.293671	0.01	0.01	0.52425	6525	tags=80%, list=40%, signal=131%
CHROMATIN REMODELING AT CENTROMERE%GO%GO:0031055	CHROMATIN REMODELING AT CENTROMERE%GO%GO:0031055		34	2.40671655	7.5286265	0.01	0.01	0.40775	5873	tags=82%, list=36%, signal=128%
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6781.3	APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6781.3		68	1.68554455	5.7616926	0.01	0.01	0.318666666666667	5689	tags=81%, list=34%, signal=123%
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GO%GO:0000184	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GO%GO:0000184		110	2.81383877	10.6233163	0.01	0.01	0.208	7634	tags=95%, list=46%, signal=176%
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION		74	1.48722489	5.115315	0.01	0.01	0.950333333333333	6532	tags=74%, list=40%, signal=122%
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051444	NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051444		67	1.6341855	5.5396174	0.01	0.01	0.44	5689	tags=79%, list=34%, signal=120%
MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0007093	MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0007093		119	1.45302129	5.1668941	0.01	0.01	0.876666666666667	5689	tags=72%, list=34%, signal=109%
G1 S DNA DAMAGE CHECKPOINTS%REACTOME%REACT_2254.1	G1 S DNA DAMAGE CHECKPOINTS%REACTOME%REACT_2254.1		57	1.80253933	6.0437382	0.01	0.01	0.310666666666667	6538	tags=84%, list=40%, signal=139%
TRANSLATION%REACTOME%REACT_1014.4	TRANSLATION%REACTOME%REACT_1014.4		142	2.84889372	11.0013008	0.01	0.01	0.2196	7043	tags=90%, list=43%, signal=156%
NEGATIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051352	NEGATIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051352		67	1.6341855	5.5463451	0.01	0.01	0.420666666666667	5689	tags=79%, list=34%, signal=120%
METABOLISM OF MRNA%REACTOME%REACT_20605.3	METABOLISM OF MRNA%REACTOME%REACT_20605.3		215	2.52307818	9.8694911	0.01	0.01	0.2552	6794	tags=84%, list=41%, signal=141%
CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%REACT_6850.1	CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%REACT_6850.1		68	1.68063095	5.7274698	0.01	0.01	0.338333333333333	5689	tags=79%, list=34%, signal=121%
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%REACT_9003.1	SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%REACT_9003.1		55	1.80099373	6.0231693	0.01	0.01	0.314	6538	tags=84%, list=40%, signal=138%
SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5	SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5		25	2.18318305	6.4308084	0.01	0.01	0.311333333333333	3895	tags=76%, list=24%, signal=99%
VIRAL GENOME EXPRESSION%GO%GO:0019080	VIRAL GENOME EXPRESSION%GO%GO:0019080		92	3.02183627	11.2532825	0.01	0.01	0.196	6842	tags=89%, list=41%, signal=151%
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051436	NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051436		63	1.6672306	5.6600018	0.01	0.01	0.348	6538	tags=87%, list=40%, signal=144%
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_85.1	P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_85.1		55	1.80375354	6.0078717	0.01	0.01	0.316	6538	tags=85%, list=40%, signal=141%
CDT1 ASSOCIATION WITH THE CDC6:ORC:ORIGIN COMPLEX%REACTOME%REACT_1949.4	CDT1 ASSOCIATION WITH THE CDC6:ORC:ORIGIN COMPLEX%REACTOME%REACT_1949.4		57	1.81136024	6.0350504	0.01	0.01	0.316666666666667	6538	tags=86%, list=40%, signal=142%
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%REACT_1625.3	P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%REACT_1625.3		55	1.80375354	5.9894964	0.01	0.01	0.32	6538	tags=85%, list=40%, signal=141%
MITOTIC DNA DAMAGE CHECKPOINT%GO%GO:0044773	MITOTIC DNA DAMAGE CHECKPOINT%GO%GO:0044773		74	1.66154623	5.7057335	0.01	0.01	0.375666666666667	7016	tags=81%, list=43%, signal=140%
TELOMERE ORGANIZATION%GO%GO:0032200	TELOMERE ORGANIZATION%GO%GO:0032200		65	2.14066316	7.2680254	0.01	0.01	0.55375	6525	tags=78%, list=40%, signal=129%
CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%REACT_111056.1	CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%REACT_111056.1		49	1.80441355	5.9584907	0.01	0.01	0.32	5189	tags=76%, list=31%, signal=110%
POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051437	POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051437		69	1.63109858	5.5740297	0.01	0.01	0.419333333333333	6538	tags=87%, list=40%, signal=143%
G1 DNA DAMAGE CHECKPOINT%GO%GO:0044783	G1 DNA DAMAGE CHECKPOINT%GO%GO:0044783		70	1.6698135	5.717784	0.01	0.01	0.369333333333333	7016	tags=81%, list=43%, signal=141%
STEROL BIOSYNTHETIC PROCESS%GO%GO:0016126	STEROL BIOSYNTHETIC PROCESS%GO%GO:0016126		26	2.0802708	6.1435335	0.01	0.01	0.321333333333333	3895	tags=77%, list=24%, signal=101%
APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME%REACT_6761.2	APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME%REACT_6761.2		67	1.66933865	5.7237711	0.01	0.01	0.350333333333333	6538	tags=82%, list=40%, signal=135%
VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME%REACT_9453.2	VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME%REACT_9453.2		52	1.81019068	6.0522402	0.01	0.01	0.324333333333333	6538	tags=88%, list=40%, signal=146%
REGULATION OF MRNA PROCESSING%GO%GO:0050684	REGULATION OF MRNA PROCESSING%GO%GO:0050684		44	1.66302056	5.4582477	0.01	0.01	0.573666666666667	6927	tags=70%, list=32%, signal=103%
P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_1208.1	P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_1208.1		51	1.81748916	6.0402882	0.01	0.01	0.325	6538	tags=86%, list=40%, signal=142%
SIGNAL TRANSDUCTION INVOLVED IN DNA INTEGRITY CHECKPOINT%GO%GO:0072401	SIGNAL TRANSDUCTION INVOLVED IN DNA INTEGRITY CHECKPOINT%GO%GO:0072401		65	1.69517715	5.7556733	0.01	0.01	0.345333333333333	7016	tags=85%, list=43%, signal=147%
VIRAL REPRODUCTION%GO%GO:0016032	VIRAL REPRODUCTION%GO%GO:0016032		334	1.42229644	5.296575	0.01	0.01	0.683333333333333	7495	tags=87%, list=45%, signal=155%
MULTI-ORGANISM CELLULAR PROCESS%GO%GO:0044764	MULTI-ORGANISM CELLULAR PROCESS%GO%GO:0044764		336	1.4204369	5.2871178	0.01	0.01	0.684666666666667	7460	tags=86%, list=45%, signal=154%
SIGNAL TRANSDUCTION INVOLVED IN DNA DAMAGE CHECKPOINT%GO%GO:0072422	SIGNAL TRANSDUCTION INVOLVED IN DNA DAMAGE CHECKPOINT%GO%GO:0072422		65	1.69517715	5.7731959	0.01	0.01	0.337333333333333	7016	tags=85%, list=43%, signal=147%
STABILIZATION OF P53%REACTOME%REACT_309.2	STABILIZATION OF P53%REACTOME%REACT_309.2		51	1.8168874	6.0391639	0.01	0.01	0.327666666666667	6538	tags=86%, list=40%, signal=142%
AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%REACT_6785.1	AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%REACT_6785.1		58	1.67444956	5.5899615	0.01	0.01	0.404333333333333	6538	tags=88%, list=40%, signal=145%
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME%REACT_938.4	UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME%REACT_938.4		49	1.84235854	6.0887372	0.01	0.01	0.33	6538	tags=88%, list=40%, signal=145%
AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%REACT_20549.1	AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%REACT_20549.1		51	1.8168874	6.0428258	0.01	0.01	0.328333333333333	6538	tags=86%, list=40%, signal=142%
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN CELL CYCLE ARREST%GO%GO:0006977	DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN CELL CYCLE ARREST%GO%GO:0006977		64	2.19796048	7.4700851	0.01	0.01	0.491	7016	tags=84%, list=43%, signal=146%
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%REACT_1614.4	UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%REACT_1614.4		51	1.81748916	6.0045402	0.01	0.01	0.330666666666667	6538	tags=86%, list=40%, signal=142%
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0072413	SIGNAL TRANSDUCTION INVOLVED IN MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0072413		64	2.19796048	7.4827439	0.01	0.01	0.486	7016	tags=84%, list=43%, signal=146%
P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME%REACT_2160.2	P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME%REACT_2160.2		51	1.81748916	5.9846157	0.01	0.01	0.331333333333333	6538	tags=86%, list=40%, signal=142%
REGULATION OF CELLULAR AMINE METABOLIC PROCESS%GO%GO:0033238	REGULATION OF CELLULAR AMINE METABOLIC PROCESS%GO%GO:0033238		62	1.7413095	5.8840752	0.01	0.01	0.329333333333333	5189	tags=68%, list=31%, signal=98%
TRANSLATION%GO%GO:0006412	TRANSLATION%GO%GO:0006412		252	2.03971202	7.6289208	0.01	0.01	0.352	7634	tags=90%, list=46%, signal=166%
REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME%REACT_13464.2	REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME%REACT_13464.2		49	1.84341035	6.0545223	0.01	0.01	0.333	6538	tags=88%, list=40%, signal=145%
REGULATION OF CELLULAR AMINO ACID METABOLIC PROCESS%GO%GO:0006521	REGULATION OF CELLULAR AMINO ACID METABOLIC PROCESS%GO%GO:0006521		54	1.77718386	5.8963999	0.01	0.01	0.333	5189	tags=70%, list=31%, signal=102%
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%REACT_6871.2	APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%REACT_6871.2		63	1.67440795	5.6377575	0.01	0.01	0.405	6538	tags=86%, list=40%, signal=141%
MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0031571	MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0031571		70	1.6698135	5.6913267	0.01	0.01	0.369	7016	tags=81%, list=43%, signal=141%
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0072431	SIGNAL TRANSDUCTION INVOLVED IN MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0072431		64	1.69699983	5.7643193	0.01	0.01	0.348333333333333	7016	tags=84%, list=43%, signal=146%
CELLULAR PROTEIN COMPLEX DISASSEMBLY%GO%GO:0043624	CELLULAR PROTEIN COMPLEX DISASSEMBLY%GO%GO:0043624		95	2.9455611	10.9783495	0.01	0.01	0.2072	6794	tags=86%, list=41%, signal=146%
POSITIVE REGULATION OF CELL CYCLE ARREST%GO%GO:0071158	POSITIVE REGULATION OF CELL CYCLE ARREST%GO%GO:0071158		76	2.14180493	7.4158198	0.01	0.01	0.4855	7016	tags=83%, list=43%, signal=144%
HOST INTERACTIONS OF HIV FACTORS%REACTOME%REACT_6288.4	HOST INTERACTIONS OF HIV FACTORS%REACTOME%REACT_6288.4		121	1.46996091	5.2630021	0.01	0.01	0.727	7447	tags=89%, list=45%, signal=161%
PROTEIN FOLDING%REACTOME%REACT_16952.2	PROTEIN FOLDING%REACTOME%REACT_16952.2		47	2.1772902	7.1357171	0.01	0.01	0.68875	6520	tags=79%, list=40%, signal=130%
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0030330	DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0030330		81	1.57064036	5.443272	0.01	0.01	0.465666666666667	7016	tags=80%, list=43%, signal=139%
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%REACT_115902.1	SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%REACT_115902.1	Details ...	105	2.43853146	9.5205347	0.01	0.01	0.127	6421	tags=74%, list=17%, signal=89%
PROTEIN TARGETING TO ER%GO%GO:0045047	PROTEIN TARGETING TO ER%GO%GO:0045047	Details ...	104	2.44561697	9.5459225	0.01	0.01	0.09075	6421	tags=74%, list=17%, signal=89%
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006614	SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006614	Details ...	103	2.44763231	9.5235558	0.01	0.01	0.097	6421	tags=74%, list=17%, signal=89%
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0072599	ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0072599	Details ...	105	2.4283926	9.4965966	0.01	0.01	0.06725	6421	tags=73%, list=17%, signal=88%
COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006613	COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006613	Details ...	104	2.42281141	9.44597	0.01	0.01	0.1445	6421	tags=73%, list=17%, signal=88%
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0070972	PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0070972		113	2.35513788	9.2272124	0.01	0.01	0.17025	6421	tags=71%, list=17%, signal=85%
