Name	Description	Fetal_Brain	Fetal_Heart	Fetal_Liver	Fetal_Gut	Fetal_Ovary	Fetal_Testis	Fetal_Placenta	Adult_FrontalCortex	Adult_Retina	Adult_SpinalCord	Adult_Lung	Adult_Heart	Adult_Liver	Adult_AdrenalGland	Adult_GallBladder	Adult_Pancreas	Adult_Kidney	Adult_Esophagus	Adult_Colon	Adult_Rectum	Adult_UrinaryBladder	Adult_Prostate	Adult_Ovary	Adult_Testis	Immune_Bcell	Immune_CD4	Immune_CD8	Immune_NK	Immune_Monocyte	Immune_Platelet
C11orf46		0	4	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
C11orf48		0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf49		0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf51		0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf52		0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	5	17	0	0	0	0	5	0	0	0	0	0	0	0	0
C11orf54		18	32	131	56	50	67	28	15	28	32	14	18	105	48	37	71	339	4	28	13	27	27	30	42	16	23	23	15	18	27
C11orf57		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0
C11orf58		11	34	25	21	48	41	10	40	20	2	3	0	0	522	14	49	10	0	9	0	13	9	24	40	35	34	54	20	24	0
C11orf61		0	3	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0
C11orf63		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
C11orf65		5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf66		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
C11orf67		6	32	8	17	66	27	0	12	29	14	12	27	10	36	13	28	17	10	25	13	18	29	16	23	0	7	10	2	6	9
C11orf68		16	10	5	15	29	24	6	36	14	11	8	6	0	15	7	18	7	11	29	5	16	21	33	38	23	22	29	13	18	16
C11orf70		0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22	0	0	0	0	0	0
C11orf73		27	13	9	10	13	10	9	7	18	9	7	7	0	8	3	9	0	8	13	8	12	10	12	7	13	9	23	24	16	14
C11orf74		0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
C11orf75		0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf80		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
C11orf83		0	6	0	0	5	5	0	3	0	2	7	10	0	6	0	0	4	0	5	5	2	2	3	0	3	0	3	0	3	0
C11orf84		0	3	0	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
C11orf85		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
C11orf88		0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf91		0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf95		0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C11orf96		0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	7	7	0	0	0	0	0	0
C12orf10		36	27	24	20	58	37	12	9	61	9	9	4	10	28	6	19	29	3	8	3	20	13	48	57	22	22	33	12	34	13
C12orf11		0	5	3	4	18	12	0	0	17	0	0	7	0	8	3	6	0	4	3	0	0	2	11	11	9	35	31	11	9	0
C12orf23		4	21	10	13	15	26	7	3	15	7	0	0	0	8	0	16	0	0	0	0	5	7	3	9	2	14	9	9	0	16
C12orf24		0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
C12orf26		0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf29		3	6	0	0	13	0	0	3	0	0	0	0	0	0	0	15	0	0	0	0	0	7	6	16	0	7	8	0	0	0
C12orf35		0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	8	0	0	0
C12orf4		3	0	0	0	8	0	0	18	15	5	0	3	0	0	3	6	0	3	0	0	3	7	8	22	10	3	8	0	3	0
C12orf41		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	3	0	3	0
C12orf43		3	6	3	0	7	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	10	10	16	2	0	0
C12orf44		0	0	0	0	4	0	0	3	3	2	0	0	0	0	3	0	0	0	0	0	0	3	3	6	3	0	8	5	0	0
C12orf48		0	0	5	2	0	0	0	0	0	0	0	5	17	0	0	0	11	0	0	0	0	0	0	0	3	5	4	5	7	0
C12orf49		0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf5		10	4	4	8	34	22	15	32	16	25	3	0	0	15	3	12	9	6	13	3	11	9	7	24	9	9	19	19	11	0
C12orf50		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	2	0	0	3	0	0	0	0	0	0
C12orf51		125	9	2	4	13	7	0	70	39	26	0	0	0	3	3	9	0	0	6	0	3	9	6	17	8	0	6	0	0	2
C12orf53		0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf55		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	3	0	7	0	0	0
C12orf56		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
C12orf57		18	15	4	7	14	10	0	21	9	7	16	6	0	3	0	12	0	0	16	5	8	4	6	9	9	7	6	5	0	0
C12orf60		0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
C12orf62		0	10	3	0	0	24	0	0	0	0	0	7	7	6	0	0	11	0	3	0	3	0	3	3	4	0	0	5	6	0
C12orf63		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
C12orf65		0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0
C12orf66		0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
C12orf68		0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf69		0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf70		0	0	2	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73		3	3	0	0	4	0	0	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf75		6	0	0	0	0	0	0	0	0	0	0	0	0	7	6	15	0	0	0	0	0	5	0	3	0	3	13	4	3	6
C12orf76		0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13orf15		0	3	5	0	0	0	3	0	0	0	13	4	0	6	0	0	5	0	0	0	0	3	0	0	0	3	0	2	0	59
C13orf18		0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
C13orf23		0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
C13orf27		0	0	0	0	49	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	39	65	0	0	0	0	0	0
C13orf31		0	0	0	0	7	8	0	5	0	2	0	0	0	3	0	0	0	0	3	0	3	4	6	11	0	0	0	0	0	0
C13orf33		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13orf35		0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
C13orf38		0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	7	3	0	3	0	0	3	0	0	0
C13orf38-SOHLH2		0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	7	3	0	3	2	0	3	0	0	0
C13orf40		0	5	4	5	9	10	5	20	7	5	3	0	4	0	5	9	0	4	0	3	0	3	4	3	0	6	0	2	0	9
C14orf1		13	4	14	3	31	63	3	4	13	2	5	0	14	28	0	8	0	0	3	3	2	3	20	37	7	7	13	2	6	2
C14orf101		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	5	3	0	0	0	0	0	0
C14orf102		0	0	0	0	5	5	0	20	12	2	0	0	0	0	0	3	0	0	0	0	0	0	3	3	5	3	18	7	0	0
C14orf104		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	57	0	0	3	2	0	0
C14orf118		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf119		0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	2	0	0	0	0	0	0	0	0
C14orf126		0	3	0	0	0	8	0	0	3	2	5	0	0	0	3	3	0	0	0	0	0	5	0	11	0	0	0	5	0	0
C14orf129		6	0	5	9	0	0	0	0	8	0	0	0	0	3	0	3	0	6	3	3	0	0	3	0	3	3	5	2	3	0
C14orf135		0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
C14orf142		0	13	7	5	19	10	0	7	0	0	5	0	5	41	3	0	0	0	0	0	0	0	3	3	9	47	10	9	25	6
C14orf149		3	17	8	2	16	9	3	7	5	16	0	5	10	11	4	12	16	6	5	0	11	11	22	32	0	0	3	0	3	14
C14orf156		8	38	25	22	54	39	10	41	33	9	27	25	19	64	5	36	25	4	25	29	16	17	30	47	38	29	25	28	23	7
C14orf159		22	126	17	38	64	33	7	109	76	91	14	139	11	114	11	34	75	32	58	29	45	55	72	89	73	27	45	40	8	10
C14orf166		49	81	59	61	136	137	50	38	149	44	32	24	10	89	11	54	42	40	54	35	44	52	137	106	53	109	89	37	45	26
C14orf169		9	8	0	3	35	22	0	0	3	0	0	0	0	3	0	15	0	0	0	0	0	2	27	54	15	27	43	8	3	0
C14orf177		0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf179		3	0	0	0	7	0	0	0	3	0	0	3	0	14	3	3	0	0	3	0	0	0	9	16	0	0	0	0	0	0
C14orf183		0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf2		6	16	15	8	6	21	0	40	15	15	29	64	20	31	5	11	47	0	11	8	7	9	16	5	19	9	20	18	10	11
C14orf21		0	8	2	9	17	10	0	0	12	0	0	0	0	3	0	3	0	0	3	0	3	2	37	9	36	16	26	7	21	0
C14orf28		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
C14orf37		3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf38		0	0	0	4	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0
C14orf39		0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	0	0	0	0	0
C14orf43		0	3	0	2	4	0	0	0	7	0	0	0	3	7	3	9	0	0	3	0	0	2	7	7	20	16	46	24	5	4
C14orf45		5	6	7	5	9	16	9	5	7	3	3	0	13	6	3	7	9	5	3	0	3	5	6	6	3	11	5	9	10	11
C14orf49		0	3	9	0	5	10	5	3	34	9	42	3	0	33	8	10	0	5	15	0	21	13	94	77	118	91	69	27	87	0
C14orf50		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0
C14orf80		0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	0	0	0
C15orf17		0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf23		0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0
C15orf24		23	19	4	7	0	18	22	12	12	5	13	4	0	12	6	13	17	6	6	3	8	7	13	19	3	6	13	12	14	13
C15orf26		0	0	3	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
C15orf27		0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf29		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf33		0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
C15orf38		12	12	6	18	24	32	10	9	25	7	10	0	0	11	6	18	6	0	13	5	11	18	19	30	0	0	0	0	6	0
C15orf38-AP3S2		14	13	6	18	24	32	10	13	32	7	10	0	0	20	6	18	10	0	13	5	11	18	19	30	0	0	0	0	6	2
C15orf40		3	0	0	0	11	2	0	0	5	2	0	0	0	0	0	6	0	0	3	0	0	2	0	8	13	5	8	0	0	0
C15orf42		0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	3	0	0	0
C15orf43		0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
C15orf44		3	0	0	0	12	14	0	0	4	0	0	0	0	8	0	6	0	0	0	0	0	5	3	10	11	13	19	5	9	0
C15orf48		0	0	0	13	17	0	14	0	4	0	7	0	0	0	0	19	4	0	65	48	3	3	0	73	0	0	0	0	0	0
C15orf52		0	4	0	0	0	0	0	0	0	0	0	3	0	3	3	9	0	0	12	0	4	7	0	19	0	0	0	0	0	0
C15orf55		0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
C15orf57		3	3	2	2	0	7	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	2	0	0
C15orf58		0	0	0	2	4	0	0	3	5	2	0	0	0	3	0	6	0	0	0	0	0	2	3	3	5	10	3	0	3	0
C15orf60		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
C15orf61		0	0	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf63		3	3	9	0	13	5	0	0	7	0	0	3	0	3	0	9	0	0	3	0	0	0	18	0	10	10	20	9	0	6
C16orf13		14	21	9	3	32	37	4	50	6	12	7	4	0	11	10	23	9	16	3	5	11	14	25	34	13	20	31	11	9	11
C16orf42		0	0	2	0	0	0	0	3	0	0	0	0	3	21	0	3	0	0	0	0	0	0	0	0	3	0	5	0	0	0
C16orf45		8	0	0	0	0	0	0	23	3	0	0	0	0	0	0	3	0	0	0	0	0	2	3	0	0	5	0	0	8	0
C16orf5		8	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf53		0	3	0	4	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	5	5	13	0	8	2	0	0
C16orf54		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	19	6	11	4
C16orf55		10	0	0	0	4	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	24	41	0	0	0	0	0	0
C16orf57		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
C16orf58		7	8	5	4	32	19	3	33	38	5	3	8	3	21	6	39	9	0	8	3	23	19	54	47	13	10	17	0	15	2
C16orf59		0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf61		0	4	5	0	14	0	0	0	5	5	0	10	0	6	0	3	0	0	3	0	3	2	0	16	3	7	5	0	12	10
C16orf62		10	25	24	27	16	10	10	26	20	16	12	6	7	42	0	22	26	5	16	11	23	22	35	29	32	28	55	19	55	13
C16orf7		6	0	0	0	0	2	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf70		3	3	0	0	4	5	0	27	12	9	0	0	0	8	3	3	0	0	9	0	8	7	9	16	0	7	5	0	0	0
C16orf71		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	33	0	0	0	0	0	0
C16orf73		0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	24	0	0	0	0	0	0
C16orf75		0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
C16orf78		0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf80		35	43	16	31	24	49	14	8	35	8	16	0	0	11	3	15	7	38	6	3	8	7	33	42	13	20	19	25	6	0
C16orf86		0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	16	8	0	0	0	0	0
C16orf87		0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
C16orf88		0	0	5	0	19	5	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	3	21	0	4	0	0	0
C16orf89		0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
C16orf91		0	0	2	0	4	2	0	8	0	0	0	7	0	14	0	6	0	0	5	0	0	0	3	5	10	0	4	0	0	0
C16orf93		0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0
C16orf95		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
C17orf100		3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf101		0	3	3	0	11	0	4	0	0	0	0	0	0	8	3	6	9	0	0	0	0	0	7	6	0	0	0	0	0	0
C17orf103		0	5	3	0	4	0	0	3	3	0	0	7	0	3	0	6	4	0	0	0	0	0	0	0	0	0	3	2	0	0
C17orf104		0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	41	0	0	0	0	0	0
C17orf108		3	0	0	0	0	16	0	14	6	0	0	3	0	17	0	3	13	0	0	3	0	8	3	3	2	0	3	0	0	0
C17orf109		0	0	0	0	0	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	19
C17orf28		0	4	2	7	5	8	3	17	8	0	5	0	0	7	3	70	4	0	6	0	0	25	6	14	0	0	5	5	11	7
C17orf37		5	4	4	4	8	5	0	18	9	7	7	10	8	0	4	9	5	0	7	8	4	6	7	10	5	8	6	0	6	4
C17orf39		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
C17orf42		0	5	2	0	0	16	0	0	5	0	0	3	0	8	0	3	4	0	3	0	0	0	0	0	3	0	0	0	0	0
C17orf46		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
C17orf47		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	8	0	0	0	0	0	0
C17orf48		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0
C17orf49		17	36	49	22	50	48	6	0	28	0	7	0	0	0	3	41	4	0	16	0	15	12	11	7	70	79	86	90	33	0
C17orf50		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
C17orf51		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
C17orf53		3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0
C17orf56		0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	3	0	3	0
C17orf57		0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
C17orf59		8	3	10	0	19	2	0	7	27	2	0	0	0	5	9	20	0	0	3	0	5	9	0	8	20	15	26	15	20	5
C17orf60		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
C17orf61		0	11	11	17	7	39	7	13	8	12	16	24	71	14	3	8	30	5	7	8	8	9	12	7	22	13	26	17	17	14
C17orf62		7	5	5	20	34	32	19	14	13	9	36	0	29	37	15	12	9	16	10	8	11	9	24	19	61	28	28	32	37	23
C17orf64		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
C17orf65		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf66		0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
C17orf70		7	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
C17orf71		5	9	4	0	12	5	0	5	17	0	0	0	0	14	9	12	0	0	3	0	0	2	6	14	14	16	36	14	6	0
C17orf75		6	0	3	5	7	7	3	3	13	2	0	0	0	6	0	15	0	0	3	0	0	2	12	33	21	4	5	3	6	5
C17orf76		0	14	6	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	5	2	6	2
C17orf79		0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf80		0	0	0	0	4	0	0	0	17	2	0	0	0	0	0	6	0	0	0	0	0	3	5	16	3	3	5	0	0	2
C17orf81		0	5	4	4	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	3	3	5	7	6	5	5	0
C17orf85		8	11	8	3	31	17	0	0	12	0	0	0	11	8	0	10	4	0	3	0	3	7	21	24	26	15	42	13	0	0
C17orf87		0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	5	0	0	0	0	0	0	0	8	0	3	0	5	0
C17orf89		0	4	0	0	4	0	0	3	3	2	0	13	3	0	0	0	4	0	0	0	3	2	0	8	0	0	0	0	0	0
C17orf90		0	0	3	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	7	5	0	0	0
C17orf96		0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
C17orf97		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0
C17orf98		0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	2	0	0
C18orf10		0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
C18orf19		4	24	4	13	28	17	5	12	19	0	3	16	7	25	0	0	17	11	0	3	0	0	21	11	4	0	11	17	0	0
C18orf21		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	5	5	6	0
C18orf25		0	0	0	0	7	0	0	5	15	0	0	0	0	0	0	6	0	0	0	0	0	0	3	19	21	0	8	0	0	0
C18orf32		3	0	0	0	0	0	3	4	7	4	7	3	3	17	2	3	0	0	3	3	0	2	6	5	0	0	3	0	3	0
C18orf34		0	13	0	4	13	8	0	8	11	10	7	10	0	3	12	6	13	0	8	8	5	5	12	6	14	8	9	14	12	5
C18orf54		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
C18orf55		5	27	10	17	13	31	4	5	5	0	7	21	0	8	0	6	13	11	11	3	2	3	7	14	13	0	3	7	0	4
C18orf63		0	0	0	7	0	0	0	3	0	0	0	3	0	3	8	3	4	6	0	0	5	4	6	19	0	3	0	0	0	0
C18orf8		11	0	3	0	0	0	0	18	25	0	5	0	0	3	3	3	5	0	0	0	3	2	0	19	31	19	14	7	21	13
C19orf10		25	24	58	37	39	47	68	25	24	12	16	7	33	23	24	74	15	5	27	19	20	31	36	38	25	14	28	15	41	23
C19orf12		0	0	3	3	0	5	0	6	8	0	0	3	0	3	2	0	0	0	0	0	5	0	11	3	0	7	5	3	0	2
C19orf18		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
C19orf2		6	3	3	0	14	5	0	0	17	2	0	0	0	3	3	12	0	0	9	0	0	9	18	36	15	16	19	0	0	0
C19orf20		3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf21		0	0	0	39	0	0	0	0	0	0	13	0	0	0	0	0	0	0	9	3	0	2	0	0	0	0	3	0	0	0
C19orf22		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0
C19orf25		3	9	2	5	9	7	0	0	7	2	0	0	0	0	0	3	0	0	0	0	0	5	6	0	0	9	8	2	9	6
C19orf26		3	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf28		0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf29		0	12	4	0	6	2	0	3	3	0	0	0	0	0	2	3	0	0	0	0	0	0	5	8	6	13	20	12	54	0
C19orf33		0	4	2	8	0	0	0	0	0	2	0	0	0	0	0	6	0	3	6	0	3	5	0	0	0	0	0	2	0	17
C19orf35		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	3	11	8	0
C19orf38		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	0	3	0	31	0
